,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR1384230,0.99826986,7.2956395e-06,0.00012155817,9.856227e-05,8.012781e-05,1.09399225e-05,1.4926159e-05,0.0001386404,3.30011e-05,2.1176771e-05,4.590842e-05,4.8109177e-05,0.0011098981
SRR6411577,0.00088369846,2.0382552e-06,0.0013447106,0.00055477023,0.00014206767,4.4834775e-05,0.00014874339,0.00034359097,0.00017902255,0.00016018748,0.00046280026,1.8975386e-05,0.99571455
ERR494400,0.0037223697,0.006354898,0.003978342,0.89034224,0.010764122,4.330022e-05,0.0015868545,0.0006724894,0.0012409091,0.00024086237,0.0011357963,0.0010034144,0.078914404
SRR1461231,0.95559037,2.087363e-06,0.00051414967,0.00035712123,0.000114980576,7.142272e-06,7.581043e-06,4.0060673e-05,4.257224e-05,2.7455135e-05,7.9534424e-05,4.341455e-05,0.04317355
SRR920622,0.00088369846,2.0382552e-06,0.0013447106,0.00055477023,0.00014206767,4.4834775e-05,0.00014874339,0.00034359097,0.00017902255,0.00016018748,0.00046280026,1.8975386e-05,0.99571455
ERR500258,0.99822867,6.7856363e-06,0.0001245141,9.271828e-05,8.049184e-05,1.1220383e-05,1.3484056e-05,0.00014048815,3.2540473e-05,2.1235217e-05,4.5042718e-05,5.021788e-05,0.0011526346
ERR1310760,0.99822867,6.7856363e-06,0.0001245141,9.271828e-05,8.049184e-05,1.1220383e-05,1.3484056e-05,0.00014048815,3.2540473e-05,2.1235217e-05,4.5042718e-05,5.021788e-05,0.0011526346
ERR1109583,0.0008954108,2.0414573e-06,0.00133726,0.0005503297,0.00014132261,4.4814213e-05,0.00014856458,0.000338912,0.00017929077,0.00016027689,0.00045919418,1.8933124e-05,0.99572366
DRR047361,0.00049467076,4.3806285e-05,0.99671775,0.0008134929,0.00013940666,0.0002023626,0.00031133165,0.00080175186,7.127748e-05,0.00015976778,8.3352876e-05,0.00016101619,0.0
SRR8356215,0.9872071,5.7189363e-06,0.00035768747,0.00026598573,0.00020635128,1.58433e-05,1.6982212e-05,3.0216523e-05,4.6260673e-05,2.7050706e-05,8.985963e-05,9.162453e-05,0.011639297
