,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR2003118,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
SRR6028414,0.00011971456,0.00015383959,0.997524,0.00088247657,3.5490673e-05,4.63345e-05,4.289783e-05,9.864333e-05,2.3355676e-06,0.0010942221
ERR531824,0.00011936606,0.00015386939,0.99752593,0.0008776784,3.5432033e-05,4.629342e-05,4.2808497e-05,9.87479e-05,2.3377872e-06,0.0010975599
ERR1310275,0.00011935536,0.00015386939,0.99752593,0.0008774996,3.543024e-05,4.6292138e-05,4.2805717e-05,9.87511e-05,2.3378518e-06,0.0010977387
SRR6394209,0.00010133606,0.0002566576,7.485654e-05,0.9018414,0.00034856796,0.0002734065,0.0005302727,0.0017948151,0.015990764,0.07878792
SRR994946,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
SRR6239875,0.0003286302,2.7813228e-05,0.3419258,0.49011594,0.00014522672,0.000107360676,5.8881137e-06,0.0027706325,7.2892864e-05,0.16449982
SRR346841,0.00015048624,9.30018e-05,0.0006862006,0.997358,0.00014434881,0.00012849875,0.00023611236,0.00048792583,0.0007153385,0.0
ERR1971288,0.000119358774,0.00015386939,0.99752605,0.0008776188,3.543078e-05,4.6292538e-05,4.2806576e-05,9.875006e-05,2.3378295e-06,0.0010975003
SRR3931535,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
DRR044018,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR498467,0.00012061829,0.00015380979,0.99751943,0.0008947551,3.5640354e-05,4.6439916e-05,4.3134125e-05,9.836723e-05,2.329517e-06,0.0010854602
SRR1617951,0.00011940375,0.0001538992,0.9975257,0.00087821484,3.5438283e-05,4.629779e-05,4.2818294e-05,9.873632e-05,2.3375308e-06,0.0010972023
SRR1743129,0.00043591857,0.00086811185,2.9249819e-05,0.40042603,0.0013654232,0.0077002347,0.024582475,0.009842694,0.43818304,0.11656684
ERR1255787,0.00013274471,8.706774e-05,0.00069438445,0.99745893,0.00013152303,0.000118981276,0.00019901278,0.00049835135,0.0006790093,0.0
ERR866498,0.00011962897,0.0001538992,0.99752426,0.0008813143,3.5477475e-05,4.632416e-05,4.2872845e-05,9.867249e-05,2.3362938e-06,0.0010952353
SRR6038411,0.0012068152,0.047846437,0.9197604,0.00067025423,0.00090420246,0.0004824996,9.86136e-05,0.00030848384,0.00061166286,0.028110623
SRR2010438,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1384795,0.00011936401,0.0001538992,0.9975258,0.0008776486,3.543166e-05,4.6293157e-05,4.2807966e-05,9.874846e-05,2.3377938e-06,0.0010976791
ERR2003145,0.00011935536,0.00015386939,0.99752593,0.0008774996,3.5430206e-05,4.6292138e-05,4.2805677e-05,9.87511e-05,2.3378518e-06,0.0010977387
ERR561605,0.0001193573,0.00015386939,0.99752593,0.0008774698,3.5430545e-05,4.629236e-05,4.280621e-05,9.875044e-05,2.3378407e-06,0.0010977983
SRR6931188,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR1311514,0.00011970657,0.00015413761,0.9975259,0.0008793473,3.549382e-05,4.634572e-05,4.28874e-05,9.877022e-05,2.3403213e-06,0.0010950565
ERR499479,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
SRR6148439,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
SRR6414359,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
SRR2154918,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
SRR5178146,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR719606,0.00011936219,0.0001538992,0.99752593,0.0008776188,3.5431356e-05,4.6292935e-05,4.2807475e-05,9.874903e-05,2.3378072e-06,0.0010976195
SRR5869641,0.00010346875,0.00065389276,0.003962785,0.038203478,0.0014021695,0.0022191405,0.0019814074,0.0008634925,0.00022870302,0.95038146
ERR499054,0.00011942493,0.0001538992,0.9975256,0.00087845325,3.54418e-05,4.630031e-05,4.2823725e-05,9.872982e-05,2.3373925e-06,0.0010970831
ERR1311293,0.00032487512,0.0015314519,0.9815148,0.0026456118,0.00011921748,6.0212224e-05,1.0732193e-05,0.0005004108,4.3308028e-05,0.013249338
ERR560673,0.0001193664,0.00015380979,0.9975249,0.0008777678,3.5432706e-05,4.629664e-05,4.280592e-05,9.8779354e-05,2.3382465e-06,0.0010985136
DRR030526,0.000132921,8.705083e-05,0.0006917494,0.9974596,0.00013125241,0.00011885702,0.00019924741,0.0004951538,0.0006841811,0.0
ERR1960791,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
SRR6264187,0.00011938735,0.00015386939,0.9975258,0.0008779764,3.5435547e-05,4.6295892e-05,4.281405e-05,9.874131e-05,2.3376401e-06,0.0010973811
SRR7448846,0.0002267168,0.00018867887,0.0020440654,0.003734621,7.475246e-05,0.0002179183,0.0001930633,0.98995954,0.0033606996,0.0
SRR5467646,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1960774,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR2739291,0.000120901714,0.00015422702,0.9975203,0.0008930266,3.5758832e-05,4.662488e-05,4.335894e-05,9.816528e-05,2.3403368e-06,0.001085341
SRR1950725,7.645331e-05,0.00029703975,0.97981834,0.002041936,5.8923913e-05,4.0159786e-05,6.512577e-06,0.00026670098,1.6597523e-05,0.017377377
SRR3095146,0.00011935468,0.00015386939,0.99752593,0.0008774996,3.5430443e-05,4.6292007e-05,4.280474e-05,9.875223e-05,2.3379075e-06,0.0010977387
SRR7453416,0.00022124001,0.00018532481,0.0020399361,0.0036058922,7.401991e-05,0.00021392066,0.00018876223,0.9902658,0.003205254,0.0
SRR5467650,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1314225,0.00012297757,0.000159204,0.99753,0.00088232756,3.5952613e-05,4.6680983e-05,4.3241707e-05,0.000100056655,2.3852126e-06,0.0010772347
ERR531657,0.000119368226,0.00015386939,0.99752593,0.0008777082,3.543237e-05,4.6293597e-05,4.2808944e-05,9.874743e-05,2.3377738e-06,0.0010975599
ERR2531901,0.0013179487,0.00094806484,0.00014578093,0.08928498,0.0014230477,0.011577308,0.020477222,0.15998606,0.7148396,0.0
ERR1328379,0.00011935934,0.00015386939,0.99752593,0.0008776188,3.5430883e-05,4.6292582e-05,4.280674e-05,9.874988e-05,2.3378252e-06,0.0010976195
SRR3030578,0.00011830766,0.00015673041,0.99737245,0.0009045899,3.601452e-05,4.6161425e-05,4.0712926e-05,0.000101407604,2.4671544e-06,0.00122118
ERR451075,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
DRR018392,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
SRR6394064,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR2198023,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
DRR060277,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR525729,0.000119359,0.00015386939,0.99752593,0.0008776188,3.543085e-05,4.6292582e-05,4.2806656e-05,9.8749966e-05,2.3378273e-06,0.0010976195
SRR2980297,0.00042405725,0.0020858347,0.98158896,0.0027900636,0.00013637543,6.486541e-05,1.1645219e-05,0.0005659461,5.2376687e-05,0.012279868
SRR6028658,0.00011940784,0.000153929,0.9975258,0.000877589,3.5444064e-05,4.6313602e-05,4.2834305e-05,9.8720026e-05,2.3389e-06,0.0010976195
SRR1461279,0.000120061,0.00015491247,0.99752676,0.00087851286,3.553277e-05,4.6368536e-05,4.289088e-05,9.900769e-05,2.3471407e-06,0.001093626
SRR7453331,0.00022135585,0.00018535218,0.0020306064,0.0036378219,7.389769e-05,0.00021376989,0.0001890859,0.99021715,0.0032309063,0.0
SRR1949352,0.00022118057,0.00018532466,0.0020395492,0.003607341,7.4014344e-05,0.00021383159,0.00018876209,0.99026346,0.003206496,0.0
SRR5724719,0.00013372394,8.7245375e-05,0.00068849354,0.9974497,0.00013166803,0.00011923744,0.00020022836,0.00049708475,0.0006925756,0.0
ERR2784739,0.0031980732,0.9067275,0.057474576,0.00085087796,0.013131414,0.008882726,0.003984497,0.0022223594,0.003528151,0.0
ERR2261911,0.000119609576,0.00015422702,0.99752617,0.0008779168,3.5468613e-05,4.6322923e-05,4.284182e-05,9.88292e-05,2.3411405e-06,0.0010962486
SRR6932347,2.7873266e-05,0.00067588687,0.0055130124,0.0035162866,0.00067183375,0.0014947355,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR2739282,0.00012006809,0.00015458465,0.99752545,0.0008792281,3.5612597e-05,4.6530397e-05,4.311969e-05,9.851472e-05,2.349956e-06,0.0010945797
SRR6931668,1.3486075e-05,0.0005336106,0.013431251,0.011345595,0.00038406253,0.00020974874,0.000100467514,0.00012167682,6.608518e-05,0.97379404
ERR2738957,0.00012014759,0.0001538992,0.99752235,0.0008883178,3.55702e-05,4.6391535e-05,4.3018932e-05,9.851162e-05,2.332912e-06,0.0010893941
ERR441671,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1309986,0.000120503435,0.00015482306,0.99750435,0.0008931756,3.5704787e-05,4.642442e-05,4.2831078e-05,9.893312e-05,2.352113e-06,0.0011008978
SRR6932526,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
SRR995149,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR981214,0.00011936037,0.00015386939,0.99752593,0.0008775294,3.5431054e-05,4.6292713e-05,4.2806983e-05,9.874959e-05,2.3378184e-06,0.0010977387
ERR365898,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
ERR1382899,0.000118285665,0.00015613437,0.9974115,0.00089368224,3.5828125e-05,4.6158348e-05,4.112054e-05,0.000100900186,2.4389997e-06,0.0011939406
SRR1633177,2.725772e-05,0.0006709993,0.005666524,0.003645748,0.00066035986,0.0014072061,0.0007198453,0.0013032258,0.00033932924,0.9855595
DRR047923,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR441185,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1384654,0.00012015618,0.00015380979,0.9975219,0.0008883774,3.556569e-05,4.6387642e-05,4.301512e-05,9.850945e-05,2.3327027e-06,0.0010899305
ERR441989,2.7873268e-05,0.0006758273,0.0055129235,0.0035162868,0.0006718338,0.0014947952,0.00076615816,0.0014050008,0.00035730007,0.98557204
ERR1111195,0.00011935547,0.00015386939,0.99752593,0.0008774996,3.543024e-05,4.6292138e-05,4.2805717e-05,9.87511e-05,2.3378518e-06,0.0010977387
ERR1109478,0.00013292012,8.725596e-05,0.0006878415,0.9974615,0.00013143031,0.00011920427,0.00020011017,0.0004908003,0.00068888435,0.0
SRR3053338,0.000119357974,0.00015386939,0.99752593,0.0008775592,3.5430647e-05,4.629245e-05,4.2806372e-05,9.8750344e-05,2.337834e-06,0.0010976791
DRR030554,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
SRR6416487,0.00013294905,8.705774e-05,0.0006900717,0.9974622,0.00013110171,0.0001188345,0.00019939379,0.00049154204,0.000686824,0.0
SRR7704492,0.00013840199,0.00015509129,0.9973959,0.0011656582,3.9010156e-05,4.8628575e-05,4.724656e-05,9.4333074e-05,2.2701804e-06,0.0009135008
SRR3094757,0.00011936014,0.00015386939,0.99752593,0.0008775294,3.5431018e-05,4.6292713e-05,4.2806943e-05,9.874969e-05,2.3378207e-06,0.0010977387
ERR1971248,0.00011942003,0.00015380979,0.9975256,0.00087833405,3.5441022e-05,4.629969e-05,4.282242e-05,9.8731514e-05,2.3374305e-06,0.0010972619
DRR030591,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR1311651,0.000119403405,0.0001539886,0.99752545,0.000878036,3.5439567e-05,4.629757e-05,4.2811233e-05,9.875458e-05,2.3381863e-06,0.0010975003
ERR525869,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
SRR7453265,0.00022118077,0.0001852952,0.002040114,0.0036054777,7.4021256e-05,0.00021389105,0.00018867337,0.9902663,0.0032050172,0.0
SRR3581190,0.00011935536,0.00015386939,0.99752593,0.0008774996,3.5430206e-05,4.6292138e-05,4.2805677e-05,9.87511e-05,2.3378518e-06,0.0010977387
SRR996914,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR1398108,0.00011935547,0.00015386939,0.99752593,0.0008774698,3.543024e-05,4.6292138e-05,4.2805717e-05,9.87511e-05,2.3378518e-06,0.0010977983
ERR365858,0.00011935638,0.00015386939,0.99752593,0.000877589,3.543034e-05,4.6292185e-05,4.280588e-05,9.875072e-05,2.3378475e-06,0.0010976791
ERR1383429,0.00010933701,0.00017529726,0.9962454,0.001037389,3.918514e-05,4.501476e-05,2.950896e-05,0.00012019137,3.4442908e-06,0.002195239
SRR6264466,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
SRR6264450,0.000119356046,0.00015386939,0.99752593,0.0008774996,3.543034e-05,4.629223e-05,4.280588e-05,9.875091e-05,2.3378475e-06,0.0010977387
SRR1744103,0.00042054057,0.00092819333,2.225973e-05,0.47471678,0.001576513,0.00838089,0.025441885,0.007296413,0.40329555,0.07792103
ERR1310904,0.00011935547,0.00015386939,0.99752593,0.0008774698,3.543024e-05,4.6292138e-05,4.2805677e-05,9.875119e-05,2.3378564e-06,0.0010977983
SRR7448664,0.00022118077,0.0001852952,0.0020401734,0.0036055667,7.4021256e-05,0.00021389105,0.00018867337,0.99026626,0.003205047,0.0
SRR6054589,0.00012039281,0.0001539886,0.9975205,0.0008905232,3.560818e-05,4.6423535e-05,4.3067987e-05,9.848682e-05,2.3338287e-06,0.0010886788
SRR2145340,0.0052759373,0.68571776,0.29423213,0.0006074449,0.0024199267,0.002327332,0.003098074,0.0029986647,0.0033227887,0.0
SRR5467874,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR500898,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
SRR2923791,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
ERR209190,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
ERR1398240,0.00011937597,0.0001538992,0.9975258,0.0008777976,3.5433655e-05,4.6294525e-05,4.2811065e-05,9.8744786e-05,2.3377158e-06,0.0010975599
SRR5467521,0.00013294903,8.7057735e-05,0.0006901015,0.9974621,0.0001311017,0.00011883437,0.00019939376,0.0004915718,0.0006868835,0.0
ERR365876,0.00011936162,0.0001539886,0.99752116,0.00087863207,3.545468e-05,4.629236e-05,4.2744854e-05,9.883731e-05,2.3420225e-06,0.0011012554
SRR1618048,0.00011935536,0.00015386939,0.99752593,0.0008774996,3.5430206e-05,4.6292138e-05,4.2805677e-05,9.87511e-05,2.3378518e-06,0.0010977387
SRR1632984,2.7873239e-05,0.00067588687,0.005512923,0.0035162866,0.00067183375,0.0014947951,0.0007661581,0.0014050007,0.00035730004,0.9855719
ERR365853,0.00011934204,0.0001538992,0.99752414,0.000877887,3.5437406e-05,4.6290417e-05,4.2778745e-05,9.878472e-05,2.3394443e-06,0.0010991096
SRR5155910,0.00011935559,0.0001538992,0.99752593,0.000877589,3.543024e-05,4.6292138e-05,4.2805717e-05,9.875129e-05,2.3378584e-06,0.0010976195
ERR719509,0.00011948291,0.0001538992,0.9975253,0.0008791983,3.5451467e-05,4.6307065e-05,4.2838594e-05,9.871353e-05,2.3370494e-06,0.001096487
SRR6436906,0.00013300878,8.709404e-05,0.0006899533,0.99746156,0.00013110186,0.0001189006,0.00019957278,0.0004917511,0.0006870035,0.0
SRR6028202,0.00010996758,0.00017377734,0.99634874,0.0010255575,3.8920043e-05,4.5098466e-05,3.0250027e-05,0.000118628865,3.356466e-06,0.002105713
ERR1314116,0.00011935547,0.00015386939,0.99752593,0.0008775592,3.543024e-05,4.6292138e-05,4.2805717e-05,9.87511e-05,2.3378518e-06,0.0010976791
ERR1811219,0.000119355245,0.00015386939,0.99752593,0.0008774698,3.5430206e-05,4.6292094e-05,4.2805677e-05,9.87511e-05,2.337854e-06,0.0010977983
ERR561187,0.00011908544,0.00015437603,0.9974991,0.0008814037,3.5522775e-05,4.625869e-05,4.2395874e-05,9.925443e-05,2.3614068e-06,0.0011202097
SRR7448892,0.00013315822,8.713488e-05,0.00068888295,0.99745756,0.00013140024,0.000118961674,0.00019954365,0.0004941662,0.0006892405,0.0
