,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR1385100,0.0019076726,0.0030781468,0.99501413,0.0
ERR1691319,0.0019109283,0.0030321185,0.9950569,0.0
ERR2511524,0.0019089726,0.0030550272,0.995036,0.0
DRR060042,0.0043529654,0.9899675,0.0056795413,0.0
ERR1256006,0.0019101155,0.0030418688,0.995048,0.0
SRR5180337,0.0043529654,0.9899675,0.0056795413,0.0
ERR2738785,0.0019109874,0.0030323558,0.9950567,0.0
SRR5947869,0.001910987,0.0030330082,0.99505603,0.0
SRR1525724,0.0019109283,0.0030321185,0.9950569,0.0
ERR1522661,0.0019109877,0.0030320592,0.9950569,0.0
SRR8609821,0.0019109283,0.0030321185,0.9950569,0.0
ERR499558,0.0019104165,0.0030384907,0.9950511,0.0
DRR043019,0.0019109877,0.003032089,0.9950569,0.0
ERR2836058,0.0018906435,0.003277056,0.9948322,0.0
SRR6078459,0.0043840515,0.9899499,0.005666058,0.0
SRR1060359,0.0019110463,0.0030322957,0.99505657,0.0
SRR994860,0.0019109283,0.0030321185,0.9950569,0.0
SRR5570708,0.0043529654,0.9899675,0.0056795413,0.0
SRR6264497,0.0019103861,0.0030389645,0.99505067,0.0
SRR1582776,0.0043529654,0.9899675,0.0056795413,0.0
ERR719950,0.0019101443,0.003043411,0.9950465,0.0
ERR1677135,0.0019109283,0.0030321185,0.9950569,0.0
SRR6444816,0.001910928,0.0030322073,0.9950568,0.0
SRR6511235,0.0043529654,0.9899675,0.0056795413,0.0
ERR522671,0.0019094517,0.0030522132,0.9950384,0.0
SRR5460276,0.0043529654,0.9899675,0.0056795413,0.0
SRR5179874,0.0043529654,0.9899675,0.0056795413,0.0
ERR531609,0.0019104168,0.0030381645,0.9950514,0.0
DRR043700,0.0019109283,0.0030322077,0.9950568,0.0
SRR8609918,0.0019109283,0.0030321185,0.9950569,0.0
ERR983871,0.0019109874,0.0030320885,0.99505687,0.0
SRR924029,0.0019109877,0.0030320592,0.9950569,0.0
ERR1522261,0.001910417,0.0030378976,0.9950516,0.0
ERR2739014,0.0019106175,0.0030470896,0.99504226,0.0
SRR5349101,0.0043529654,0.9899675,0.0056795413,0.0
ERR1533418,0.0019048632,0.003119691,0.9949754,0.0
SRR3503181,0.0019109283,0.0030321185,0.9950569,0.0
ERR1111207,0.0019100546,0.0030440039,0.99504596,0.0
SRR919926,0.0019109283,0.0030321185,0.9950569,0.0
ERR1513310,0.0019109877,0.0030320592,0.9950569,0.0
ERR1689186,0.0019109283,0.0030321185,0.9950569,0.0
SRR2761182,0.0019109278,0.0030324445,0.99505657,0.0
SRR1031048,0.0043427246,0.98989516,0.0057621035,0.0
ERR1582961,0.0043529654,0.9899675,0.0056795413,0.0
