,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5429226,0.0077108443,0.008617133,0.8204931,0.09158805,0.0715909
SRR5548347,0.02293241,0.0012084246,0.00047588348,0.0049373507,0.97044593
SRR5078789,0.015396565,0.0008201003,0.00036484003,0.0029488504,0.98046964
SRR5637777,0.015513629,0.0008273423,0.00038301945,0.0031040013,0.98017204
SRR051715,0.903494,0.016945213,0.0025379062,0.011570185,0.065452695
SRR961790,0.05170691,0.0012288392,0.00043922663,0.0047026873,0.9419223
SRR5549011,0.939221,0.006864786,0.0029878616,0.021866798,0.02905953
ERR525995,0.93205446,0.0068265796,0.0028465986,0.016455323,0.04181707
SRR5343194,0.6511137,0.036561966,0.0018574297,0.0046059787,0.30586088
SRR5761712,0.06690732,0.0035191774,0.0017179251,0.006058961,0.9217966
SRR6724520,0.22070174,0.75429696,0.023315467,0.0016859494,0.0
SRR6331198,0.013543457,0.0009688139,0.014946967,0.28220925,0.6883315
SRR7507646,0.01813063,0.001137048,0.0004994869,0.0041199923,0.97611284
SRR6182532,0.017705023,0.0007663965,0.00037705898,0.0036415458,0.97751
SRR5757906,0.027742298,0.001985808,0.023098692,0.94717324,0.0
SRR6265561,0.022659987,0.00075143576,0.0003913939,0.0048611164,0.97133607
SRR5202839,0.023645937,0.00071051717,0.0003490746,0.004736662,0.9705578
SRR1766081,0.056338847,0.004842311,0.00051635504,0.002840042,0.9354625
SRR5202912,0.5572813,0.00981614,0.0018686354,0.003621906,0.42741203
SRR5758090,0.025511354,0.0020987082,0.022752538,0.9496374,0.0
SRR1008768,0.9396256,0.006798625,0.0029778183,0.021140993,0.029456913
SRR6264714,0.024111778,0.0014172196,0.0010894835,0.061012566,0.91236895
SRR5580452,0.018690348,0.0010866523,0.0004454255,0.005130589,0.974647
SRR5648997,0.02995202,0.0005720556,0.00039595366,0.007013917,0.96206605
SRR6182360,0.026824296,0.0008419752,0.00037801266,0.0040782094,0.9678775
SRR5548686,0.5391055,0.0056498535,0.0037593301,0.4514853,0.0
SRR1765993,0.06382829,0.001562655,0.0005532503,0.0059577525,0.9280981
ERR209579,0.83271706,0.013976365,0.0026904345,0.009251028,0.14136517
ERR209481,0.03829688,0.0017130971,0.00058472157,0.0019426048,0.95746267
SRR5983392,0.8043486,0.030422568,0.0043587387,0.012824237,0.14804584
SRR5758025,0.02858454,0.0010330081,0.0015993118,0.15017036,0.8186128
SRR5648773,0.01650536,0.000949949,0.00046730042,0.003921181,0.9781562
SRR5983278,0.19160962,0.0060869753,0.0006390512,0.0077517927,0.79391253
SRR6724436,0.31063628,0.6662693,0.019730752,0.003363587,0.0
SRR6724560,0.21627173,0.63793164,0.006055087,0.002215594,0.13752592
ERR719740,0.08613142,0.0022744536,0.0008608699,0.009734601,0.90099865
ERR505100,0.6575465,0.003950447,0.0024604797,0.01383239,0.32221013
SRR5548426,0.022898346,0.0024780333,0.018727034,0.9290745,0.02682209
SRR5202936,0.016821891,0.00083336234,0.00038048625,0.0034211576,0.9785431
ERR720068,0.021536171,0.00091549754,0.00066804886,0.007458627,0.9694216
SRR5649116,0.015439868,0.0008186698,0.00036501884,0.0029451847,0.98043126
ERR525972,0.5575145,0.021338254,0.0015787482,0.012454569,0.4071139
SRR5649083,0.03396249,0.0016548932,0.0005222261,0.0045108497,0.9593495
SRR5078708,0.015392691,0.0008200407,0.00036478043,0.002946943,0.98047554
SRR6182381,0.036521018,0.000986129,0.0012281239,0.010599703,0.950665
ERR695632,0.024397522,0.000947088,0.00058177114,0.0057379007,0.96833575
SRR7507337,0.016221762,0.00086835027,0.0003863573,0.003047824,0.97947574
SRR5548693,0.9250615,0.00868234,0.0035200417,0.05772239,0.005013764
SRR051686,0.022986561,0.00088968873,0.0004413724,0.0033525527,0.97232985
SRR5343090,0.017767996,0.0014877319,0.00038155913,0.002572,0.9777907
ERR719243,0.022886008,0.0007673204,0.0010752678,0.011680961,0.96359044
SRR5548032,0.94012,0.0069263875,0.003190875,0.019947916,0.02981484
SRR6424580,0.024983555,0.0020942655,0.024978159,0.94794405,0.0
SRR5429353,0.011582632,0.0024385988,0.89030534,0.09567344,0.0
ERR719216,0.05485627,0.0017179847,0.00085031986,0.011648893,0.93092656
SRR6265091,0.5900841,0.3334782,0.04372027,0.032717526,0.0
ERR209223,0.10632563,0.0024582148,0.0033681095,0.042348176,0.8454999
ERR209474,0.020225435,0.001265496,0.001052171,0.006626278,0.9708306
SRR6876227,0.042499512,0.0014749765,0.00082710385,0.003113091,0.9520853
SRR5648946,0.015953988,0.0010700524,0.00067418814,0.0051399767,0.97716177
SRR5548411,0.94086033,0.006475717,0.0029300153,0.018709034,0.031024814
SRR6185220,0.057183802,0.0026264787,0.000505954,0.0032331944,0.9364506
ERR321078,0.015645504,0.0011274815,0.000995189,0.007905632,0.9743262
SRR7507318,0.01766774,0.001133889,0.00046277046,0.0043732524,0.97636235
ERR719217,0.050547153,0.0017091632,0.00083449483,0.010959923,0.93594927
ERR720195,0.0141758025,0.00091949105,0.00047048926,0.0039387345,0.98049545
SRR6265651,0.015920162,0.00087076426,0.0003669262,0.0030516684,0.97979045
SRR961835,0.11362994,0.0012253821,0.0065432787,0.6500041,0.22859728
SRR5637774,0.015272647,0.0008377731,0.0003822446,0.0030276477,0.9804797
SRR5813186,0.10137904,0.0032929778,0.00059595704,0.0037617683,0.89097023
ERR719255,0.033183604,0.000756979,0.0008393526,0.011251599,0.95396847
SRR6928744,0.03473267,0.0011498928,0.00041377544,0.01726234,0.9464413
SRR6265426,0.015379727,0.0008225143,0.00036513805,0.0029319525,0.9805007
ERR209479,0.039659947,0.0018022954,0.0006788671,0.003957778,0.9539011
SRR6331145,0.49278864,0.00092443824,0.0010767877,0.08624828,0.41896188
SRR5813259,0.037663996,0.0013048053,0.00064891577,0.0065631866,0.9538191
SRR6182467,0.009227365,0.010359824,0.505903,0.008736223,0.46577358
SRR5602234,0.34782982,0.005582273,0.0047867894,0.28900766,0.35279346
SRR5803696,0.035142183,0.0021462739,0.00088584423,0.0077257156,0.9541
SRR5399530,0.0153514445,0.0008184314,0.00036498904,0.002930671,0.98053443
SRR5649073,0.015021235,0.00086566806,0.00048244,0.003899634,0.979731
SRR6264189,0.034801304,0.0014887154,0.00097185373,0.09692183,0.8658163
SRR5203248,0.017122626,0.00083628297,0.00037297606,0.003426224,0.9782419
SRR6182431,0.20918551,0.0071164668,0.00120911,0.0006028116,0.7818861
SRR5651464,0.14847368,0.01082617,0.0008329451,0.00079518557,0.839072
SRR5609991,0.0313766,0.0021078289,0.0005084574,0.0041131675,0.9618939
SRR6357161,0.015350342,0.00081926584,0.0003695786,0.0029705763,0.9804902
SRR5428889,0.0048321486,0.009366542,0.8500776,0.023666084,0.112057626
SRR5079029,0.015596479,0.00083500147,0.00036525726,0.0029887557,0.9802145
SRR5078832,0.015391558,0.00082325935,0.00036513805,0.0029349327,0.9804851
SRR5761664,0.019172788,0.00081163645,0.00037366152,0.0036675632,0.9759743
SRR5548733,0.09080833,0.021386594,0.012891233,0.0040842295,0.8708296
SRR1766010,0.024980277,0.0013676882,0.00040990114,0.0039564073,0.9692857
SRR5602264,0.01837176,0.0011217892,0.0004605651,0.0038046837,0.97624123
ERR719855,0.016710848,0.0009354949,0.00058561563,0.0045930743,0.977175
SRR6264354,0.021492362,0.003774196,0.00041255355,0.0020210743,0.9722998
SRR6424694,0.11556926,0.0001590848,0.010091037,0.6519031,0.22227752
SRR5947824,0.56118375,0.0057116747,0.0015260279,0.015599519,0.41597903
ERR719866,0.016434133,0.0009480119,0.0005695522,0.0043489337,0.9776994
ERR526019,0.06674549,0.00016361475,0.0012461543,0.03255096,0.8992938
ERR321443,0.11487234,0.0014346838,0.0013278723,0.00830555,0.87405956
SRR5578987,0.016838223,0.0009854138,0.0004529059,0.004357189,0.97736627
SRR6265150,0.015384048,0.00081792474,0.00036492944,0.0029374063,0.9804957
SRR5079119,0.022876054,0.0008327067,0.0008830726,0.009721458,0.9656867
ERR209172,0.0145971775,0.0009151399,0.00053063035,0.004108846,0.9798482
SRR6901799,0.024071217,0.0021924376,0.0004092753,0.0025831163,0.97074395
SRR2914210,0.015341431,0.0008186996,0.00036543608,0.0029327273,0.9805417
SRR5431392,0.059177756,0.0004018247,0.0005147755,0.019043237,0.92086244
SRR5649169,0.015333533,0.0008210242,0.0003671348,0.0029529333,0.9805254
SRR5577153,0.88649035,0.047198534,0.025109082,0.032515854,0.008686185
SRR5866418,0.03282273,0.0015452504,0.00047788024,0.0021150708,0.96303904
SRR6724406,0.39942902,0.5822142,0.014018698,0.004338111,0.0
ERR719857,0.017260462,0.0009482801,0.000590533,0.004479617,0.9767211
SRR5548541,0.9401885,0.006780386,0.0030299425,0.018986791,0.031014323
SRR5431255,0.014712334,0.0008485317,0.00043421984,0.0034745634,0.9805304
SRR5758165,0.032861203,0.0012804866,0.0023861527,0.27603006,0.68744206
ERR720074,0.02167496,0.001037538,0.00081527233,0.009106457,0.96736574
SRR6264072,0.016509235,0.0011143386,0.0003736019,0.0027256906,0.97927713
SRR6424677,0.02453331,0.0021476056,0.02314233,0.9501768,0.0
ERR209728,0.030691415,0.0009846091,0.00072175264,0.0072056353,0.9603966
SRR6264781,0.017110646,0.001036942,0.0005351901,0.003470391,0.97784686
SRR5802234,0.14734817,0.00019866228,0.0006787777,0.044867575,0.8069068
SRR6724378,0.20137858,0.78678584,0.010941827,0.0008936702,0.0
SRR5078766,0.017982185,0.001411587,0.00037887692,0.002753228,0.9774741
SRR2142209,0.7732099,0.0077312887,0.002939105,0.017664969,0.19845468
SRR5796802,0.40026066,0.0018149614,0.0032173991,0.26113415,0.33357286
SRR6724552,0.015348971,0.00081834197,0.00036504865,0.0029298067,0.98053783
SRR6724557,0.22767632,0.7454471,0.025036225,0.001840329,0.0
SRR6182348,0.013004571,0.0010674894,0.0007672608,0.0056299865,0.9795307
