,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR309477,0.005488441,0.004787527,0.98972404,0.0
ERR309611,0.005475902,0.0049216086,0.98960245,0.0
ERR309166,0.0054896586,0.004761282,0.989749,0.0
ERR308284,0.005489897,0.004759952,0.9897502,0.0
ERR308925,0.005489509,0.0047619906,0.9897485,0.0
ERR308348,0.0054894486,0.004762611,0.9897479,0.0
ERR308691,0.0054898662,0.0047604246,0.9897497,0.0
ERR308752,0.005488942,0.0047653886,0.9897457,0.0
ERR308789,0.0054885373,0.004773507,0.9897379,0.0
ERR308673,0.0054874793,0.0047731283,0.98973936,0.0
ERR309115,0.0054900707,0.0047609545,0.98974895,0.0
ERR309302,0.0054899557,0.00476007,0.98974997,0.0
ERR308343,0.0054891477,0.0047651506,0.9897457,0.0
ERR308708,0.005489927,0.004760041,0.9897501,0.0
ERR309107,0.0054898374,0.0047606025,0.98974955,0.0
ERR308758,0.0054896274,0.004761754,0.98974866,0.0
ERR309713,0.0054865535,0.004778742,0.9897347,0.0
ERR308566,0.005489986,0.0047597745,0.98975027,0.0
ERR309751,0.005488346,0.004768195,0.9897435,0.0
ERR308669,0.0054894174,0.0047634966,0.9897471,0.0
ERR308593,0.005490045,0.004759686,0.9897503,0.0
ERR308515,0.0054896576,0.004761459,0.9897489,0.0
ERR309817,0.0054888236,0.004765566,0.98974556,0.0
ERR309080,0.005487825,0.0047759893,0.98973614,0.0
ERR309486,0.0054893857,0.0047641457,0.9897464,0.0
ERR309129,0.00548437,0.0047923597,0.9897233,0.0
ERR309084,0.0054890914,0.0047644135,0.9897465,0.0
ERR309503,0.005492551,0.0048008454,0.98970664,0.0
ERR308818,0.0054781605,0.004870071,0.9896518,0.0
ERR308935,0.005489926,0.00476007,0.98974997,0.0
ERR309783,0.005489501,0.004775715,0.98973477,0.0
ERR308911,0.0054878765,0.0047788233,0.98973334,0.0
ERR308908,0.0054878974,0.004770972,0.98974115,0.0
ERR309746,0.0054899864,0.0047596865,0.9897503,0.0
ERR309700,0.0054894784,0.0047625517,0.98974794,0.0
