,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR308338,0.004485716,0.0048078746,0.9907063,0.0
ERR308421,0.0044866563,0.004798991,0.9907144,0.0
ERR308615,0.00448702,0.004795715,0.9907173,0.0
ERR308982,0.0044850805,0.004813305,0.99070156,0.0
ERR309416,0.00448696,0.004795863,0.9907172,0.0
ERR309710,0.00448702,0.004795597,0.9907174,0.0
ERR308247,0.00448696,0.004795981,0.9907171,0.0
ERR308341,0.0044869,0.004796246,0.9907168,0.0
ERR308803,0.0044807633,0.004857571,0.9906616,0.0
ERR309704,0.004485717,0.0048075207,0.9907067,0.0
ERR308971,0.0044868384,0.0047970726,0.99071604,0.0
ERR309291,0.0044843783,0.0048214197,0.99069417,0.0
ERR308355,0.0044869287,0.0047965418,0.9907165,0.0
ERR308603,0.0044869604,0.004795656,0.99071735,0.0
ERR309541,0.004486386,0.004800585,0.990713,0.0
ERR308661,0.004486809,0.0047972207,0.990716,0.0
ERR309773,0.0044868686,0.0047968957,0.9907162,0.0
ERR309502,0.0044863545,0.0048012636,0.99071234,0.0
ERR309167,0.0044869897,0.004795833,0.9907172,0.0
ERR309820,0.0044868677,0.0047973087,0.9907158,0.0
ERR309300,0.0044861417,0.004803418,0.9907105,0.0
ERR308359,0.00448432,0.004821243,0.99069446,0.0
ERR309549,0.0044865673,0.00479908,0.9907144,0.0
ERR309829,0.0044867788,0.0047973385,0.99071586,0.0
ERR309826,0.0044859583,0.0048055723,0.9907085,0.0
ERR308764,0.0044825855,0.0048395693,0.9906779,0.0
ERR309105,0.0044840444,0.004824932,0.99069107,0.0
ERR308778,0.0044864137,0.0048012338,0.99071234,0.0
ERR309449,0.0044853194,0.004812301,0.99070233,0.0
ERR309264,0.004486111,0.0048035947,0.99071026,0.0
ERR308841,0.0044869003,0.004796158,0.99071693,0.0
ERR308991,0.0044820085,0.004845324,0.9906727,0.0
ERR309136,0.00448702,0.004795715,0.9907173,0.0
ERR308939,0.004486685,0.004799168,0.9907142,0.0
ERR308695,0.0044866265,0.004798991,0.9907144,0.0
ERR309409,0.0044867788,0.004797427,0.9907158,0.0
ERR309498,0.004486658,0.0047983425,0.990715,0.0
ERR308454,0.004486686,0.004798696,0.9907146,0.0
ERR309302,0.0044869306,0.004795981,0.99071705,0.0
ERR309808,0.004484806,0.0048164628,0.99069875,0.0
ERR309477,0.004484865,0.0048165214,0.99069864,0.0
ERR309059,0.004486353,0.004801588,0.990712,0.0
ERR308437,0.004486626,0.004799079,0.99071425,0.0
ERR308677,0.0044868384,0.0047970726,0.9907161,0.0
ERR309226,0.004485563,0.004809615,0.99070483,0.0
ERR308389,0.004486474,0.004800703,0.9907128,0.0
ERR309144,0.0044860807,0.0048041265,0.9907098,0.0
ERR308593,0.00448702,0.004795597,0.9907174,0.0
ERR308857,0.0044868086,0.0047973087,0.99071586,0.0
ERR309739,0.0044859895,0.004805219,0.9907088,0.0
ERR1599003,0.0044868686,0.0047969846,0.99071616,0.0
ERR1598645,0.0044864113,0.004801853,0.9907117,0.0
ERR1598886,0.004486871,0.004796158,0.99071693,0.0
ERR1598551,0.0044867774,0.004797899,0.99071527,0.0
ERR1599004,0.0044870204,0.004795627,0.9907174,0.0
ERR1598226,0.0044869897,0.004795863,0.9907172,0.0
ERR1598547,0.0044869897,0.004795833,0.9907172,0.0
ERR1598708,0.0044869604,0.0047956263,0.9907174,0.0
ERR1598817,0.0044869604,0.0047956263,0.9907174,0.0
ERR1598458,0.00448702,0.004795686,0.9907173,0.0
ERR1598637,0.0044869604,0.0047956263,0.9907174,0.0
ERR1598095,0.0044869306,0.004795981,0.99071705,0.0
ERR1598867,0.004486506,0.0047998177,0.99071366,0.0
ERR1598665,0.004486685,0.004799198,0.99071413,0.0
ERR1598502,0.0044869306,0.0047959513,0.9907171,0.0
ERR1598519,0.0044867783,0.0047975746,0.9907156,0.0
ERR1599499,0.0044804662,0.0048682205,0.9906513,0.0
ERR1598760,0.004486931,0.0047957744,0.9907173,0.0
ERR1599086,0.00448696,0.004795981,0.99071705,0.0
ERR1599443,0.00448702,0.004795715,0.9907173,0.0
ERR1598522,0.0044869604,0.004795686,0.99071735,0.0
ERR1598136,0.00448696,0.004795833,0.9907172,0.0
ERR1599510,0.0044863545,0.0048012338,0.99071234,0.0
ERR1599614,0.004486929,0.004796276,0.99071676,0.0
ERR1599200,0.004486807,0.0047976924,0.9907155,0.0
ERR1599206,0.0044869604,0.004795656,0.99071735,0.0
ERR1598328,0.0044869604,0.0047956263,0.9907174,0.0
ERR1598448,0.0044855364,0.004808967,0.99070555,0.0
ERR1598907,0.004486263,0.0048024147,0.9907113,0.0
ERR1598915,0.0044868994,0.004796601,0.9907165,0.0
ERR1598110,0.0044869604,0.004795656,0.99071735,0.0
ERR1599258,0.0044714776,0.0050160834,0.9905125,0.0
ERR1598826,0.0044870204,0.004795627,0.9907174,0.0
ERR1599022,0.00448696,0.004795981,0.9907171,0.0
ERR1599531,0.004487019,0.004795685,0.9907173,0.0
ERR1598370,0.0044724024,0.004992486,0.99053514,0.0
ERR1599195,0.0044869306,0.004795922,0.9907171,0.0
ERR1599323,0.0044869613,0.0047956863,0.9907174,0.0
ERR1598897,0.0044869604,0.004795656,0.99071735,0.0
ERR1598679,0.0044866884,0.0047981655,0.9907152,0.0
ERR1598506,0.0044870204,0.004795627,0.9907174,0.0
ERR1599436,0.0044869604,0.004795656,0.99071735,0.0
ERR1599528,0.004486565,0.00479964,0.9907138,0.0
ERR1599560,0.0044869613,0.0047957157,0.99071735,0.0
ERR1598686,0.0044869604,0.004795656,0.99071735,0.0
ERR1598509,0.004487019,0.004795685,0.99071723,0.0
ERR1599525,0.00448684,0.0047966894,0.99071646,0.0
ERR1599317,0.0044869897,0.004795833,0.9907172,0.0
ERR1598684,0.0044869897,0.004795863,0.9907171,0.0
ERR1599322,0.0044869604,0.004795597,0.9907174,0.0
ERR1599222,0.00448696,0.004795892,0.9907171,0.0
ERR1598870,0.0044869604,0.004795656,0.99071735,0.0
ERR1598990,0.004486928,0.0047965706,0.99071646,0.0
ERR1598963,0.0044839196,0.004827204,0.99068886,0.0
