,root:baby_birth:cesarean_section,root:baby_birth:vaginal_delivery,root:baby_fourthmonth:cesarean_section,root:baby_fourthmonth:vaginal_delivery,Unknown
ERR525753,0.04995227,0.5985942,0.044145644,0.103717,0.20359087
ERR525804,0.13347614,0.25837675,0.4140049,0.11025494,0.08388728
ERR525879,0.056333452,0.2923978,0.09236303,0.2732634,0.28564233
ERR525928,0.09486881,0.15477145,0.09464431,0.048107594,0.60760784
ERR525948,0.04995227,0.5985942,0.044145644,0.103717,0.20359087
ERR525963,0.09549305,0.1557504,0.09425309,0.04793316,0.6065703
ERR526027,0.09487826,0.1547581,0.094635874,0.048106372,0.60762143
ERR526035,0.019463357,0.24931431,0.13427047,0.59695184,0.0
ERR526051,0.094878346,0.1547615,0.09463692,0.048106164,0.6076171
ERR525735,0.02710307,0.19103318,0.12563251,0.6562312,0.0
ERR525744,0.05264342,0.26678017,0.08387664,0.1401177,0.45658207
ERR525773,0.058424514,0.09664576,0.110269405,0.7346603,0.0
ERR525797,0.04995224,0.59859365,0.044145644,0.10371712,0.20359135
ERR525807,0.01946333,0.24931428,0.13427043,0.596952,0.0
ERR525845,0.09487826,0.1547581,0.094635874,0.048106372,0.60762143
ERR525853,0.058438,0.09666329,0.110256776,0.7346419,0.0
ERR525913,0.045970917,0.43177634,0.04459101,0.13419753,0.3434642
ERR525921,0.04815945,0.29270852,0.061788082,0.20909959,0.3882444
ERR525946,0.0481517,0.3776343,0.055148214,0.116502434,0.40256333
ERR525724,0.08348721,0.2945591,0.025901943,0.118056804,0.47799492
ERR525878,0.11080711,0.7615684,0.07027601,0.057348423,0.0
ERR525883,0.11042595,0.74813163,0.02979204,0.06307384,0.048576474
ERR525892,0.10608983,0.7370527,0.030587345,0.066352695,0.05991745
ERR525894,0.082635045,0.6921404,0.03448227,0.07669979,0.11404246
ERR525966,0.1038782,0.7368883,0.030739546,0.06576532,0.06272864
ERR526046,0.045690417,0.4196537,0.044623792,0.13671473,0.35331738
ERR526074,0.11094418,0.7472968,0.0297589,0.06336731,0.0486328
ERR526030,0.055021793,0.37007362,0.04114464,0.12472385,0.4090361
ERR526034,0.05872342,0.3658215,0.03571987,0.12875277,0.41098243
