,root:Engineered,root:Environmental,root:Host-associated,Unknown
SRR8605621,0.0015650442,0.0020492284,0.9963857,0.0
ERR2528817,0.0015652817,0.0020492873,0.99638546,0.0
SRR8605225,0.001565104,0.002048426,0.99638647,0.0
ERR1314307,0.0015719361,0.002087948,0.9963401,0.0
SRR5915528,0.003572613,0.9923752,0.00405215,0.0
ERR2784848,0.0015651037,0.0020491094,0.9963858,0.0
SRR3034970,0.0015650445,0.0020484857,0.99638647,0.0
ERR3344392,0.003572613,0.9923752,0.00405215,0.0
ERR1385430,0.0015651038,0.002048634,0.99638623,0.0
ERR2003193,0.001565104,0.002048426,0.99638647,0.0
SRR5178958,0.003572613,0.9923752,0.00405215,0.0
DRR044044,0.0015651038,0.0020485746,0.99638635,0.0
SRR1632482,0.001565104,0.002048426,0.99638647,0.0
ERR1298170,0.001565104,0.002048426,0.99638647,0.0
SRR5196331,0.001567864,0.002096094,0.996336,0.0
ERR499150,0.001565104,0.002048426,0.99638647,0.0
SRR1949359,0.0015650445,0.0020484857,0.99638647,0.0
SRR3501922,0.0015650445,0.0020485152,0.99638647,0.0
ERR579531,0.0015650445,0.0020484559,0.99638647,0.0
SRR6457166,0.003572613,0.9923752,0.00405215,0.0
ERR498495,0.001565104,0.002048426,0.99638647,0.0
SRR5431429,0.001565104,0.002048426,0.99638647,0.0
ERR1311570,0.001565104,0.002048426,0.99638647,0.0
SRR6436892,0.0015656378,0.002049584,0.9963848,0.0
SRR1426847,0.0015651318,0.0020515155,0.9963833,0.0
SRR6414094,0.0015651038,0.0020484854,0.99638635,0.0
SRR7596832,0.003572613,0.9923752,0.00405215,0.0
SRR7448859,0.0015650444,0.002048872,0.9963861,0.0
ERR1255917,0.001565104,0.002048426,0.99638647,0.0
DRR047902,0.0015657259,0.0020510687,0.99638325,0.0
SRR5178154,0.001565104,0.002048426,0.99638647,0.0
ERR1512196,0.001565104,0.002048426,0.99638647,0.0
ERR719876,0.0015651323,0.002050624,0.9963842,0.0
ERR1548655,0.0017031737,0.022102628,0.97619414,0.0
ERR538573,0.003572613,0.9923752,0.00405215,0.0
ERR441211,0.001565104,0.002048426,0.99638647,0.0
SRR5908746,0.003572613,0.9923752,0.00405215,0.0
ERR499028,0.0015650737,0.0020492282,0.99638563,0.0
SRR5942107,0.0015652789,0.0020541293,0.9963806,0.0
ERR1135235,0.001565104,0.002048426,0.99638647,0.0
ERR499786,0.0015650445,0.0020484857,0.99638647,0.0
ERR719121,0.0015651038,0.0020486934,0.99638623,0.0
SRR6444292,0.001565104,0.002048426,0.99638647,0.0
ERR500167,0.001565104,0.002048426,0.99638647,0.0
ERR1987724,0.0015651633,0.0020486638,0.9963861,0.0
SRR7269994,0.0015873032,0.0020643116,0.99634844,0.0
ERR1511974,0.0015700215,0.0020657051,0.9963643,0.0
ERR675625,0.0015651034,0.0020495849,0.9963853,0.0
ERR1511824,0.0016371004,0.0021344372,0.99622846,0.0
ERR1256781,0.0015653664,0.0020561486,0.9963785,0.0
SRR8608461,0.0015651038,0.0020485746,0.99638635,0.0
SRR1770724,0.003572613,0.9923752,0.00405215,0.0
SRR6413823,0.0015655475,0.0020512175,0.99638325,0.0
SRR6816725,0.003572613,0.9923752,0.00405215,0.0
SRR2668731,0.003572613,0.9923752,0.00405215,0.0
ERR532247,0.0015651332,0.0020495253,0.9963854,0.0
SRR1328200,0.003572613,0.9923752,0.00405215,0.0
ERR1689444,0.001565104,0.002048426,0.99638647,0.0
ERR209862,0.0015651627,0.0020497034,0.99638516,0.0
SRR7453856,0.0015650447,0.0020484263,0.9963866,0.0
SRR5165711,0.0015651907,0.0020523767,0.9963824,0.0
ERR1297808,0.0015651038,0.0020486042,0.9963863,0.0
