,root:Engineered,root:Environmental,root:Host-associated,Unknown
SRR5568770,0.0055638314,0.9872313,0.007204841,0.0
SRR6408666,0.0025060882,0.004845831,0.99264807,0.0
SRR8608707,0.0025198893,0.004642711,0.99283737,0.0
SRR6931650,0.0025202124,0.0046458486,0.9928339,0.0
ERR444146,0.002521981,0.004660506,0.99281746,0.0
ERR2511559,0.0025262581,0.0047205756,0.99275315,0.0
SRR5181216,0.0055637127,0.98723173,0.0072045433,0.0
ERR2709722,0.0025192252,0.004651347,0.99282944,0.0
ERR923792,0.0025198893,0.004642711,0.99283737,0.0
ERR1103069,0.005581326,0.98710126,0.0073173726,0.0
ERR500108,0.0025198597,0.0046428,0.99283737,0.0
SRR5181132,0.0055637127,0.98723173,0.0072045433,0.0
ERR2001889,0.0025198893,0.004642711,0.99283737,0.0
SRR924163,0.0055637127,0.98723173,0.0072045433,0.0
SRR3271851,0.0055637127,0.98723173,0.0072045433,0.0
ERR531533,0.0025188911,0.00467728,0.9928039,0.0
DRR043956,0.0025199167,0.004644368,0.9928357,0.0
SRR5908701,0.005563743,0.9872316,0.007204693,0.0
ERR1690417,0.00251986,0.0046427115,0.9928375,0.0
ERR3256925,0.0055638016,0.98723155,0.0072046625,0.0
SRR6670726,0.0025198893,0.004642711,0.99283737,0.0
SRR4341471,0.0055639553,0.9872298,0.007206214,0.0
SRR618719,0.0055637127,0.98723173,0.0072045433,0.0
ERR990523,0.0025193905,0.0046599223,0.9928207,0.0
ERR443877,0.0025202408,0.004646321,0.99283344,0.0
SRR2163506,0.0025049397,0.00486159,0.99263346,0.0
SRR1461256,0.0025199759,0.004644278,0.99283576,0.0
ERR1383496,0.0025130736,0.0047465675,0.9927403,0.0
SRR822903,0.0025208462,0.0046562804,0.9928228,0.0
SRR2135687,0.005578956,0.987111,0.007310062,0.0
ERR840853,0.0025327436,0.0049444796,0.9925228,0.0
ERR1310917,0.002519768,0.0046446333,0.9928356,0.0
SRR5210822,0.0025181966,0.0046661636,0.9928156,0.0
ERR1315005,0.0025191333,0.004653239,0.99282765,0.0
SRR5868637,0.0030421317,0.018823862,0.956489,0.02164495
ERR500147,0.0025194963,0.0046481825,0.9928323,0.0
ERR441294,0.0027040753,0.004923598,0.9923723,0.0
ERR1512277,0.0025245359,0.004745301,0.99273014,0.0
SRR2098418,0.0055637127,0.98723173,0.0072045433,0.0
SRR3647800,0.0025198525,0.004647946,0.99283224,0.0
SRR3095062,0.0025137768,0.004752096,0.9927341,0.0
SRR5181174,0.0055637127,0.98723173,0.0072045433,0.0
ERR2200217,0.8557203,0.067317374,0.076962434,0.0
SRR5210771,0.0024948725,0.005044733,0.99246037,0.0
ERR1681525,0.002519948,0.0046449336,0.9928351,0.0
ERR501231,0.0025198893,0.004642711,0.99283737,0.0
SRR8611262,0.0025265992,0.004648396,0.992825,0.0
ERR441442,0.00251986,0.004642771,0.9928374,0.0
ERR1897527,0.0055900486,0.9870239,0.007385996,0.0
DRR041995,0.0025211454,0.004696528,0.9927824,0.0
SRR6287333,0.0055665,0.98720986,0.007223636,0.0
SRR8356310,0.0027184377,0.0051817503,0.99209976,0.0
SRR1793511,0.0055637127,0.98723173,0.0072045433,0.0
ERR2013545,0.0025198297,0.004643096,0.99283713,0.0
ERR2026394,0.0025198893,0.004642711,0.99283737,0.0
SRR7448569,0.0025176576,0.004689432,0.99279296,0.0
ERR2216464,0.0025193463,0.0046493653,0.99283123,0.0
SRR632450,0.0055672284,0.98720384,0.007228916,0.0
SRR2145561,0.0025198886,0.0046432437,0.9928369,0.0
SRR4414260,0.0055637723,0.9872317,0.007204573,0.0
SRR2154895,0.0023818016,0.1509498,0.7613297,0.08533871
SRR7448733,0.0025189822,0.0046553984,0.99282557,0.0
SRR1980904,0.0055656508,0.9872168,0.0072175795,0.0
DRR047702,0.0025193635,0.0046796775,0.992801,0.0
ERR1690500,0.0025198893,0.004642711,0.99283737,0.0
ERR2814658,0.8557049,0.06732197,0.07697315,0.0
ERR1726033,0.85571927,0.067317665,0.07696307,0.0
SRR6038455,0.0025265426,0.0047115367,0.9927619,0.0
ERR1311264,0.0025049518,0.0049326494,0.9925624,0.0
DRR043987,0.0025193898,0.004660988,0.99281967,0.0
SRR1461299,0.0025280283,0.0047243545,0.9927476,0.0
SRR5915404,0.0055637127,0.98723173,0.0072045433,0.0
SRR6457143,0.005563744,0.98723125,0.0072050504,0.0
ERR1913015,0.0025214744,0.0046556685,0.9928229,0.0
ERR525788,0.0025189675,0.004766631,0.9927144,0.0
ERR1760052,0.0025198893,0.004642711,0.99283737,0.0
SRR7584168,0.0025290777,0.0047359983,0.9927349,0.0
SRR5082885,0.002517289,0.004679353,0.9928034,0.0
SRR7270154,0.0024739918,0.005416838,0.9921091,0.0
ERR1385231,0.0025198893,0.004642711,0.99283737,0.0
SRR2154966,0.0025196488,0.0046450472,0.9928352,0.0
SRR3647839,0.0025304568,0.0063922354,0.99107736,0.0
SRR7448845,0.0025197992,0.004643569,0.9928366,0.0
SRR8611200,0.0025202145,0.0046430654,0.9928368,0.0
SRR8609391,0.0025198893,0.004642711,0.99283737,0.0
SRR4431440,0.0055638626,0.9872308,0.007205318,0.0
ERR525977,0.0025198893,0.004642711,0.99283737,0.0
ERR2233577,0.0025198893,0.004642711,0.99283737,0.0
SRR6398173,0.007897365,0.98271906,0.009383551,0.0
SRR5699508,0.0025198893,0.004642711,0.99283737,0.0
SRR971582,0.0055655893,0.98721737,0.0072170417,0.0
ERR1382732,0.0025053557,0.004860584,0.99263406,0.0
ERR1855551,0.002519829,0.004643451,0.9928368,0.0
SRR6295309,0.002519918,0.0046431245,0.9928369,0.0
ERR1689729,0.0025198893,0.004642711,0.99283737,0.0
SRR5590631,0.0055637127,0.98723173,0.0072045433,0.0
ERR1897399,0.005565439,0.98721844,0.0072161476,0.0
SRR952028,0.005579787,0.98711073,0.0073095253,0.0
SRR5870119,0.0025198893,0.004642711,0.99283737,0.0
SRR980673,0.0055638007,0.9872316,0.007204542,0.0
SRR4826212,0.005566375,0.98721224,0.0072213383,0.0
SRR7901864,0.002521443,0.004651959,0.99282664,0.0
SRR5406961,0.0055637723,0.9872316,0.007204603,0.0
SRR4786509,0.0055639553,0.9872297,0.007206333,0.0
SRR6309290,0.0025246444,0.0047221784,0.9927532,0.0
SRR1923184,0.005563801,0.9872316,0.007204602,0.0
ERR2738614,0.00251983,0.0046428,0.99283737,0.0
ERR1513291,0.0025198893,0.004642711,0.99283737,0.0
SRR5915572,0.0055637127,0.98723173,0.0072045433,0.0
SRR6444898,0.002521078,0.0046808245,0.9927981,0.0
ERR1311309,0.0029472415,0.006818135,0.9902346,0.0
SRR919617,0.0025198893,0.004642711,0.99283737,0.0
ERR719644,0.002511384,0.004767977,0.9927206,0.0
SRR6671022,0.0025200923,0.004645757,0.99283415,0.0
SRR7454159,0.0025187705,0.0046584145,0.99282277,0.0
ERR1256055,0.0025198893,0.004642741,0.99283737,0.0
DRR012994,0.005939901,0.8934551,0.07532814,0.0252769
SRR8611160,0.0025224013,0.004645483,0.9928321,0.0
ERR1226500,0.0025198597,0.0046428298,0.9928373,0.0
ERR1690910,0.0025198301,0.0046427115,0.9928375,0.0
ERR2510964,0.0026127393,0.004757372,0.99262995,0.0
ERR2002155,0.0025198592,0.0046429774,0.99283713,0.0
SRR8605595,0.0025198893,0.004642711,0.99283737,0.0
SRR3922952,0.0055640144,0.9872297,0.007206333,0.0
ERR2511770,0.0025204762,0.0046471474,0.9928324,0.0
SRR3589519,0.005591944,0.9870144,0.0073936363,0.0
DRR047961,0.002519829,0.004643332,0.9928368,0.0
SRR5590687,0.0055637127,0.98723173,0.0072045433,0.0
ERR1226393,0.00251977,0.004643303,0.99283695,0.0
SRR1747686,0.0055637127,0.98723173,0.0072045433,0.0
ERR451394,0.0025198893,0.004642711,0.99283737,0.0
ERR543719,0.0055637127,0.98723173,0.0072045433,0.0
ERR1897736,0.004430592,0.61409086,0.3610769,0.020401657
SRR1818156,0.005599198,0.98695415,0.00744669,0.0
ERR543241,0.0055642575,0.9872277,0.0072080935,0.0
SRR6975984,0.0055637127,0.98723173,0.0072045433,0.0
ERR007051,0.0025198893,0.004642711,0.99283737,0.0
SRR1178524,0.0025198893,0.004642711,0.99283737,0.0
ERR883500,0.0025246374,0.004675283,0.99280006,0.0
ERR1548827,0.0025198893,0.004642711,0.99283737,0.0
ERR986380,0.0025198297,0.0046428884,0.99283725,0.0
SRR920196,0.0025198893,0.004642711,0.99283737,0.0
SRR8608297,0.0025198893,0.004642711,0.99283737,0.0
ERR1311621,0.0025283867,0.0047978098,0.9926738,0.0
SRR7453270,0.0025187712,0.0046578236,0.9928234,0.0
SRR8610744,0.0025198893,0.004642711,0.99283737,0.0
SRR3191033,0.0025170997,0.0046871,0.9927959,0.0
ERR1811269,0.0025195542,0.004649188,0.9928313,0.0
SRR5178691,0.00556453,0.98722565,0.0072098235,0.0
SRR3581146,0.0025146764,0.004723739,0.99276155,0.0
ERR321961,0.0025198893,0.004642711,0.99283737,0.0
SRR3419367,0.002522243,0.0046620388,0.9928157,0.0
SRR5155754,0.0025202103,0.004645726,0.9928341,0.0
ERR1313542,0.0025190115,0.004655546,0.99282545,0.0
ERR106953,0.0025799668,0.005270927,0.99214906,0.0
ERR441198,0.0025198893,0.004642711,0.9928374,0.0
SRR7275939,0.0055640154,0.9872296,0.0072064823,0.0
DRR050225,0.0055637127,0.98723173,0.0072045433,0.0
ERR3256976,0.0055649844,0.987222,0.007213045,0.0
ERR1315501,0.0025220504,0.004710644,0.99276733,0.0
ERR2003083,0.0025198893,0.004642711,0.99283737,0.0
ERR833578,0.005563801,0.9872316,0.007204572,0.0
ERR3605927,0.0024785192,0.0052947733,0.99222666,0.0
ERR1313806,0.0025195526,0.004650401,0.99283004,0.0
SRR6931706,0.0025198893,0.004642711,0.99283737,0.0
SRR5180547,0.0055637127,0.98723173,0.0072045433,0.0
SRR6418314,0.002519889,0.0046427404,0.9928373,0.0
ERR1428681,0.0025198893,0.004642711,0.99283737,0.0
SRR1600316,0.005566167,0.9872125,0.007221399,0.0
SRR1631396,0.0025198893,0.004642711,0.99283737,0.0
ERR2020656,0.0025170164,0.004683375,0.99279964,0.0
SRR5083221,0.0025181316,0.004670037,0.99281186,0.0
ERR1971263,0.0025194343,0.004649986,0.9928306,0.0
SRR3747569,0.0055637127,0.98723173,0.0072045433,0.0
ERR1428455,0.0025198893,0.004642711,0.99283737,0.0
SRR8609757,0.0025198893,0.004642711,0.99283737,0.0
SRR935328,0.0025201226,0.0046462025,0.99283373,0.0
ERR231953,0.0055979444,0.98696804,0.007434069,0.0
SRR6028657,0.0025217303,0.0046632085,0.992815,0.0
ERR923650,0.0025199186,0.0046428293,0.99283725,0.0
DRR050763,0.0025198597,0.0046428,0.99283737,0.0
ERR500830,0.0025198893,0.004642711,0.99283737,0.0
ERR1522744,0.0044300556,0.6139849,0.3611532,0.020431876
ERR2495554,0.0025198893,0.004642711,0.99283737,0.0
SRR1461241,0.0025199712,0.004647205,0.99283284,0.0
SRR6264736,0.0025212634,0.0046577076,0.992821,0.0
ERR1384406,0.0025158315,0.0047035716,0.99278057,0.0
ERR705797,0.0025170925,0.0046914746,0.9927914,0.0
SRR6398179,0.0055637127,0.98723173,0.0072045433,0.0
SRR6353016,0.0055637127,0.98723173,0.0072045433,0.0
ERR1589298,0.0055637127,0.98723173,0.0072045433,0.0
SRR5803515,0.005564167,0.98722833,0.007207527,0.0
SRR2761067,0.0025348575,0.004805793,0.99265933,0.0
ERR2122355,0.005566893,0.98720676,0.007226379,0.0
SRR3094846,0.0025209154,0.004649687,0.9928293,0.0
SRR6148004,0.005563801,0.9872316,0.007204572,0.0
SRR2141824,0.0055637127,0.98723173,0.0072045433,0.0
ERR2002115,0.0025198893,0.004642711,0.99283737,0.0
SRR7448885,0.0025195575,0.0046468517,0.9928336,0.0
SRR5486601,0.005568706,0.9871946,0.0072366423,0.0
SRR2046701,0.0025197708,0.0046427706,0.9928374,0.0
ERR675683,0.0025198592,0.0046429182,0.99283725,0.0
ERR1135742,0.002519587,0.0046468517,0.9928336,0.0
SRR6745890,0.0055637127,0.98723173,0.0072045433,0.0
SRR3361598,0.0025019953,0.004910964,0.99258703,0.0
SRR7449332,0.002503074,0.0050394963,0.99245745,0.0
SRR952101,0.0055657374,0.9872176,0.007216625,0.0
SRR6056093,0.0055641956,0.9872285,0.0072072875,0.0
ERR560969,0.0025214825,0.0046710167,0.9928075,0.0
SRR5915756,0.0055637127,0.98723173,0.0072045433,0.0
ERR1315363,0.002519526,0.0046481527,0.9928323,0.0
SRR994619,0.0025198893,0.004642711,0.99283737,0.0
ERR499027,0.0025902598,0.005190835,0.9922189,0.0
SRR3586828,0.0055637127,0.98723173,0.0072045433,0.0
SRR1631717,0.0025198893,0.004642711,0.99283737,0.0
ERR520708,0.002519771,0.004642682,0.9928375,0.0
ERR1905643,0.0025198301,0.0046427115,0.9928375,0.0
SRR3624584,0.0044305325,0.6140965,0.36107272,0.020400226
ERR833534,0.0055638626,0.9872308,0.0072053475,0.0
SRR6207121,0.0055737277,0.98715746,0.0072687706,0.0
ERR1689462,0.0025198301,0.0046427115,0.9928375,0.0
ERR2314498,0.0025205638,0.0046466705,0.9928328,0.0
ERR923435,0.0025200064,0.0046436572,0.99283636,0.0
DRR018700,0.002526884,0.0047381376,0.992735,0.0
SRR7453674,0.0025174953,0.004679825,0.9928027,0.0
ERR2233562,0.0025198893,0.004642711,0.99283737,0.0
ERR1428543,0.0025198893,0.004642711,0.99283737,0.0
SRR6264446,0.0025201256,0.0046457043,0.9928342,0.0
ERR2286252,0.0025135837,0.0047426065,0.99274385,0.0
ERR499807,0.0025198297,0.004643096,0.99283713,0.0
SRR5699259,0.0025198893,0.004642711,0.99283737,0.0
ERR2806312,0.0025199186,0.0046428884,0.99283713,0.0
SRR6444456,0.0025221768,0.004705411,0.9927724,0.0
ERR1736298,0.0025196145,0.004648508,0.9928319,0.0
ERR522290,0.0025193146,0.004650903,0.9928298,0.0
ERR1762071,0.0025181335,0.004668706,0.99281317,0.0
SRR5431288,0.0025198893,0.004642711,0.99283737,0.0
SRR6078487,0.00556438,0.9872261,0.007209406,0.0
ERR532150,0.0025221794,0.0046595107,0.9928183,0.0
ERR1522352,0.0026383172,0.0068465266,0.9905152,0.0
ERR1523860,0.0030392706,0.01916784,0.9560867,0.021706223
SRR5446689,0.0055919928,0.9870816,0.0073264427,0.0
SRR7651524,0.0055638016,0.98723173,0.0072045433,0.0
ERR1315052,0.0025191954,0.0046514655,0.9928293,0.0
SRR920191,0.0025198893,0.004642711,0.99283737,0.0
SRR920582,0.0025198893,0.004642711,0.99283737,0.0
SRR7902292,0.0025198893,0.004642711,0.99283737,0.0
SRR6411507,0.002519829,0.004643332,0.9928368,0.0
ERR1548813,0.0025196488,0.004645255,0.9928351,0.0
SRR2103030,0.0055721677,0.9871646,0.0072632525,0.0
ERR1309684,0.0025395323,0.004777996,0.99268246,0.0
ERR1689639,0.0025198893,0.004642711,0.99283737,0.0
ERR1398084,0.0025186825,0.0046782563,0.9928031,0.0
SRR2297138,0.0055637723,0.9872316,0.007204603,0.0
ERR1429229,0.0055637127,0.98723173,0.0072045433,0.0
SRR2979871,0.003273281,0.011710767,0.9850159,0.0
SRR769637,0.0025198893,0.004642711,0.99283737,0.0
