,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5079185,0.024384975,0.0006477833,0.0003195107,0.006874919,0.96777284
ERR719961,0.037750214,0.0008802712,0.0004912019,0.009868413,0.95100987
SRR5602141,0.011328727,0.0064510405,0.0043939054,0.0045391917,0.9732871
SRR5758078,0.46808803,0.0030125976,0.00055265427,0.021598756,0.50674796
SRR5396543,0.0746074,0.0028585792,0.0013867617,0.007938176,0.9132091
SRR6264428,0.61509246,0.004805237,0.00064626336,0.014117181,0.36533886
SRR5757789,0.86426306,0.008302361,0.0018251538,0.037139535,0.08846992
SRR1693210,0.90880275,0.009605527,0.00064891577,0.013129443,0.0678134
ERR719991,0.017152846,0.002062589,0.0011273623,0.005347848,0.9743093
SRR6901831,0.036041856,0.2370579,0.012924641,0.0073601305,0.70661545
SRR5602124,0.013161868,0.0042330325,0.002732873,0.004986882,0.97488534
ERR011301,0.20136416,0.002357781,0.0013041496,0.018412799,0.77656114
SRR5429314,0.004450286,0.010166026,0.8998421,0.08554156,0.0
SRR5803702,0.0125388205,0.004849583,0.0030139983,0.004578054,0.9750196
SRR7464883,0.016235739,0.002416253,0.001719445,0.0067101717,0.9729184
SRR5343112,0.011155546,0.007187009,0.0043920577,0.004020363,0.973245
SRR5548968,0.9301642,0.036305726,0.0014202893,0.024781883,0.0073278546
SRR6724585,0.14692529,0.80957377,0.034936596,0.00856435,0.0
SRR6264690,0.05216372,0.002154857,0.0009005964,0.0063646436,0.9384162
SRR5649114,0.019191861,0.0013298392,0.0007221997,0.0060145557,0.97274154
ERR719063,0.021907121,0.0026604235,0.0030253828,0.012297928,0.9601091
ERR525890,0.49697876,0.002304554,0.0004928708,0.019259185,0.48096466
SRR1687172,0.82957464,0.009220123,0.0016040802,0.026194453,0.1334067
SRR6424577,0.055199564,0.0004028976,0.0445441,0.85993254,0.039920926
ERR011175,0.0228602,0.00089907646,0.00045320392,0.006480187,0.9693073
ERR719042,0.020272404,0.002708286,0.0031130314,0.011980265,0.961926
SRR5983467,0.7711344,0.0082075,0.0006800592,0.010606229,0.20937186
ERR209516,0.03737083,0.0010929406,0.0004939139,0.0077109933,0.95333135
SRR1763694,0.45617327,0.040246457,0.0028217137,0.0026005507,0.49815798
ERR695626,0.89783823,0.008664399,0.00065112114,0.013382494,0.07946378
SRR7507319,0.0111659765,0.007196814,0.0044005215,0.0040239394,0.9732127
SRR6264781,0.017268628,0.0018869936,0.0010514259,0.0055810213,0.97421193
SRR5649098,0.01117453,0.0071369708,0.004369855,0.0040349364,0.9732837
ERR209775,0.019515187,0.0013540983,0.00071787834,0.005915612,0.9724972
SRR5602041,0.028431594,0.00024077296,0.002742976,0.15790167,0.810683
SRR5202969,0.013031244,0.004751563,0.0027737617,0.0044083,0.97503513
SRR5078771,0.048721403,0.0010592341,0.00040373206,0.0045657754,0.94524986
SRR961724,0.03346187,0.0007004142,0.00045636296,0.011919141,0.95346224
ERR1809149,0.0135297775,0.0030323267,0.005109966,0.01548177,0.96284616
ERR209203,0.035042137,0.0030621886,0.0011511147,0.00501585,0.9557287
SRR5866388,0.30765933,0.00072559714,0.0014935136,0.20497438,0.48514718
SRR5802190,0.024046779,0.00067669153,0.0003350675,0.0068092644,0.9681322
ERR209599,0.902195,0.009299815,0.0006380379,0.013219357,0.074647784
ERR011143,0.015764296,0.0026920736,0.001511395,0.0050732195,0.974959
SRR5203131,0.011624515,0.0069593787,0.0045676827,0.0043447614,0.97250366
SRR5813346,0.032738805,0.0017154515,0.0009266734,0.007385373,0.95723367
SRR5078585,0.024440289,0.00064846873,0.0003196001,0.0068671107,0.96772456
SRR6182552,0.019576907,0.0012385547,0.0006766021,0.0062271357,0.9722808
