,root:Diseases,root:Health,root:Infections,Unknown
SRR5079185,0.014610268,0.9785842,0.0068056798,0.0
ERR719961,0.018023133,0.973965,0.007522136,0.00048971176
SRR5602141,0.014860296,0.978272,0.00686765,0.0
SRR5758078,0.48345348,0.50247914,0.014067415,0.0
SRR5396543,0.7887272,0.185442,0.025830684,0.0
SRR6264428,0.37719187,0.60749876,0.015309387,0.0
SRR5757789,0.8451736,0.040194415,0.114631936,0.0
SRR1693210,0.8995068,0.082773075,0.01772008,0.0
ERR719991,0.015138648,0.9779866,0.006874728,0.0
SRR6901831,0.09582177,0.8360605,0.021107048,0.04701066
SRR5602124,0.014985915,0.9780996,0.0069145258,0.0
ERR011301,0.027025998,0.9592923,0.009274334,0.004407406
SRR5429314,0.92024523,0.033474643,0.046280045,0.0
SRR5803702,0.014690335,0.9784487,0.0068609826,0.0
SRR7464883,0.016461402,0.9759949,0.007543744,0.0
SRR5343112,0.014610266,0.978584,0.006805739,0.0
SRR5548968,0.93530065,0.036579795,0.028119553,0.0
SRR6724585,0.0147523405,0.978408,0.0068397275,0.0
SRR6264690,0.0289042,0.9533067,0.012871772,0.004917383
SRR5649114,0.014612747,0.9785804,0.0068067554,0.0
ERR719063,0.018850774,0.97112226,0.009210736,0.000816226
ERR525890,0.17705315,0.7796577,0.012306243,0.030982852
SRR1687172,0.86517763,0.04508378,0.08973856,0.0
SRR6424577,0.07468146,0.372566,0.5527526,0.0
ERR011175,0.014762178,0.97841126,0.0068265633,0.0
ERR719042,0.018498242,0.9718964,0.008978277,0.00062704086
SRR5983467,0.80165637,0.1866793,0.01166431,0.0
ERR209516,0.023749534,0.9683737,0.007876741,0.0
SRR1763694,0.2383719,0.75306576,0.008562317,0.0
ERR695626,0.93623364,0.036972083,0.02679436,0.0
SRR7507319,0.014610179,0.9785842,0.0068056798,0.0
SRR6264781,0.015116866,0.9778772,0.007005924,0.0
SRR5649098,0.014610294,0.9785839,0.0068057976,0.0
ERR209775,0.015969757,0.9767572,0.0072729588,0.0
SRR5602041,0.014846925,0.9782489,0.006904269,0.0
SRR5202969,0.014981604,0.9781637,0.0068547023,0.0
SRR5078771,0.014743187,0.9784006,0.006856288,0.0
