,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
SRR5079185,0.0013733208,0.010941774,0.006245494,0.9814394
ERR719961,0.003733337,0.014977455,0.02995357,0.95133567
SRR5602141,0.0016111135,0.011593461,0.007939428,0.97885597
SRR5758078,0.010751188,0.048170358,0.13921139,0.80186707
SRR5396543,0.0036228597,0.0164361,0.022943586,0.95699745
SRR6264428,0.093657255,0.10253236,0.016607672,0.7872027
SRR5757789,0.74996346,0.19191636,0.0581202,0.0
SRR1693210,0.7389848,0.24433336,0.016681777,0.0
ERR719991,0.0023733377,0.012918174,0.01464498,0.9700635
SRR6901831,0.0014218688,0.011184841,0.006541997,0.9808513
SRR5602124,0.0025532842,0.012079507,0.02238527,0.96298194
ERR011301,0.007554382,0.90344286,0.024013847,0.06498885
SRR5429314,0.0014986992,0.012779415,0.0060220063,0.97969985
SRR5803702,0.001409322,0.010946065,0.0066345036,0.9810101
SRR7464883,0.0035523474,0.014812201,0.041078717,0.94055676
SRR5343112,0.0013746619,0.010938227,0.0062636435,0.9814235
SRR5548968,0.0156112015,0.93721867,0.03555581,0.011614323
SRR6724585,0.0013776124,0.010955542,0.0062780976,0.98138875
SRR6264690,0.005425155,0.034906805,0.08817625,0.8714918
SRR5649114,0.0013847649,0.011135012,0.006214887,0.9812653
ERR719063,0.0032996833,0.013908178,0.031327456,0.95146465
ERR525890,0.027167499,0.0488697,0.030907333,0.89305544
SRR1687172,0.015238553,0.6453205,0.04252076,0.29692018
SRR6424577,0.0013732016,0.010941774,0.0062452555,0.98143977
ERR011175,0.0018281043,0.0117838085,0.010187238,0.9762008
ERR719042,0.0030541122,0.0135495365,0.027390301,0.95600605
SRR5983467,0.018659115,0.27838087,0.25111133,0.4518487
ERR209516,0.002592653,0.014619023,0.012044907,0.9707434
SRR1763694,0.00485155,0.024940252,0.011703372,0.9585048
ERR695626,0.0013743043,0.010959208,0.006242484,0.981424
SRR7507319,0.001378268,0.010977,0.006264895,0.98137987
SRR6264781,0.001734674,0.011167586,0.010535598,0.97656214
SRR5649098,0.0013736486,0.010941863,0.006249398,0.98143506
ERR209775,0.0015402138,0.012558997,0.0070913136,0.9788095
SRR5602041,0.0013733506,0.010943681,0.006244898,0.98143804
SRR5202969,0.0015766025,0.011902243,0.0070849955,0.97943616
SRR5078771,0.0013809204,0.0110708475,0.0062248707,0.98132336
SRR961724,0.0016534626,0.0122279525,0.007879585,0.978239
ERR1809149,0.0046192408,0.01594007,0.057524323,0.92191637
