,root:Host-associated:Human:Circulatory_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Lympathic_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,Unknown
ERR2538420,8.968299e-05,0.0041754763,0.00027861452,0.0001439246,0.006230566,0.9890817,0.0
SRR6408832,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR719915,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR1309914,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR7449340,0.00014119905,0.002556204,4.8802696e-05,0.00042264813,0.991724,0.0051070997,0.0
SRR6932116,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR921014,8.968299e-05,0.0041754763,0.00027861452,0.0001439246,0.006230566,0.9890817,0.0
SRR3095112,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR1618035,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR5525175,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR6265266,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR6394200,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR1960706,8.968299e-05,0.0041754763,0.00027861452,0.0001439246,0.006230566,0.9890817,0.0
ERR209604,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR1328435,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR6028651,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR1922852,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR1949287,0.00014119905,0.002556204,4.8802696e-05,0.00042264813,0.991724,0.0051070997,0.0
ERR3006024,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR525885,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
ERR1109431,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR6265018,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
SRR6931499,0.0004688332,0.99704844,5.7266647e-05,0.00037912445,0.0008999476,0.0011464306,0.0
