,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR2538420,0.002202183,5.1115267e-06,0.0008597374,0.00015214086,9.5313604e-05,2.0223268e-05,6.7042e-05,0.00017812848,9.7482196e-05,0.00039601326,0.00019434094,0.00010687442,0.99562544
SRR6408832,0.0022028685,5.1160723e-06,0.00085929036,0.00015237927,9.515367e-05,2.0190259e-05,6.7099885e-05,0.00017857552,9.7474476e-05,0.00039574504,0.00019428134,0.00010670323,0.99562514
ERR719915,0.99808204,1.2142533e-05,6.263392e-05,9.7126416e-05,1.6562706e-05,1.6461711e-06,1.885602e-05,5.282913e-05,1.3630777e-05,2.2184136e-05,1.6514427e-05,4.699648e-05,0.0015568733
ERR1309914,0.99808204,1.2142533e-05,6.263392e-05,9.7126416e-05,1.6562706e-05,1.6461711e-06,1.885602e-05,5.282913e-05,1.3630777e-05,2.2184136e-05,1.6514427e-05,4.699648e-05,0.0015568733
SRR7449340,0.007899672,2.9160774e-05,9.477583e-05,0.00039207935,1.0283655e-05,2.7450867e-05,0.002917558,0.00021961331,0.0010230839,0.0013797581,0.0033962429,9.016867e-05,0.98252016
SRR6932116,0.002202183,5.1115267e-06,0.0008597374,0.00015214086,9.5313604e-05,2.0223268e-05,6.7042e-05,0.00017812848,9.7482196e-05,0.00039601326,0.00019434094,0.00010687442,0.99562544
SRR921014,0.002202183,5.1115267e-06,0.0008597374,0.00015214086,9.5313604e-05,2.0223268e-05,6.7042e-05,0.00017812848,9.7482196e-05,0.00039601326,0.00019434094,0.00010687442,0.99562544
SRR3095112,0.99808204,1.2142533e-05,6.263392e-05,9.7126416e-05,1.6562706e-05,1.6461711e-06,1.885602e-05,5.282913e-05,1.3630777e-05,2.2184136e-05,1.6514427e-05,4.699648e-05,0.0015568733
SRR1618035,0.99808204,1.2142533e-05,6.263392e-05,9.7126416e-05,1.6562706e-05,1.6461711e-06,1.885602e-05,5.282913e-05,1.3630777e-05,2.2184136e-05,1.6514427e-05,4.699648e-05,0.0015568733
SRR5525175,0.0016100109,7.781492e-06,0.001380533,0.00029957294,0.00024175644,2.4715595e-05,0.00010589042,0.00011345367,8.563614e-05,0.00037500262,0.00013637543,0.00013291836,0.9954864
SRR6265266,0.99808204,1.2142533e-05,6.263392e-05,9.7126416e-05,1.6562706e-05,1.6461711e-06,1.885602e-05,5.282913e-05,1.3630777e-05,2.2184136e-05,1.6514427e-05,4.699648e-05,0.0015568733
SRR6394200,0.0025548937,5.217172e-06,0.0010664166,0.000148654,8.757553e-05,1.7826034e-05,5.8263042e-05,0.00037863854,8.91504e-05,0.00032228234,0.00014936925,8.508884e-05,0.99503666
ERR1960706,0.002202183,5.1115267e-06,0.0008597374,0.00015214086,9.5313604e-05,2.0223268e-05,6.7042e-05,0.00017812848,9.7482196e-05,0.00039601326,0.00019434094,0.00010687442,0.99562544
