,root:Host-associated:Human:Circulatory_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Lympathic_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,Unknown
ERR2538420,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
SRR6408832,0.0015307054,0.9905738,0.0017123785,0.0010705302,0.0036250465,0.001487525,0.0
ERR719915,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1309914,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR7449340,0.001949767,0.065417536,0.019733042,0.009111297,0.8098271,0.09396127,0.0
SRR6932116,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR921014,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
SRR3095112,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR1618035,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR5525175,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6265266,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6394200,0.0015332426,0.99056464,0.0017147944,0.0010719436,0.0036264558,0.0014889326,0.0
ERR1960706,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
ERR209604,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1328435,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6028651,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR1922852,0.0015308235,0.99057347,0.0017125263,0.0010706487,0.0036250744,0.0014874648,0.0
SRR1949287,0.001949767,0.065417536,0.019733042,0.009111297,0.8098271,0.09396127,0.0
ERR3006024,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR525885,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1109431,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6265018,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6931499,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6932075,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR2247317,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR3053242,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
DRR030516,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR441985,0.006672442,0.43000418,0.003780663,0.006659746,0.00044465065,0.5459413,0.0064970255
ERR2738588,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR579512,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR5467622,0.0015310299,0.99057263,0.0017127028,0.0010706771,0.0036251892,0.0014876414,0.0
ERR1315391,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1384583,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR867490,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR6054463,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR2761288,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR498900,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR3040029,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR2658806,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1760006,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
SRR921129,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
ERR1313771,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR994919,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
ERR719898,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
DRR043174,0.0015307051,0.9905737,0.0017124377,0.0010705895,0.003625046,0.0014875247,0.0
ERR1255782,0.0015338915,0.9905622,0.0017155022,0.0010722966,0.0036268297,0.0014892844,0.0
ERR1398118,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR106963,0.0015541876,0.9904883,0.001734768,0.001083483,0.00363852,0.0015006646,0.0
SRR5156133,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR5196357,0.0015308234,0.9905734,0.0017125559,0.0010706187,0.003625074,0.0014875537,0.0
SRR3503172,0.0015306755,0.99057376,0.0017124377,0.00107053,0.0036250162,0.0014875247,0.0
ERR1971163,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR1315463,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR579701,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
SRR3419454,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR443377,0.010310869,0.009546107,0.009204991,0.008491351,0.030518625,0.93192804,0.0
SRR5644020,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
ERR209756,0.0015307646,0.9905737,0.0017124377,0.0010705895,0.0036249866,0.0014875247,0.0
