,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR1384230,0.00013166666,0.00047823787,0.997566,0.00016894937,5.622688e-05,3.3455257e-05,5.295574e-05,2.757287e-05,1.4355325e-06,0.0014835596
SRR6411577,0.00017628074,6.917284e-05,0.00043046474,0.99795556,0.00016140938,0.000117757336,6.91462e-05,0.00033017993,0.00023788214,0.00045210123
ERR494400,0.00017628074,6.917284e-05,0.00043046474,0.99795556,0.00016140938,0.000117757336,6.91462e-05,0.00033017993,0.00023788214,0.00045210123
SRR1461231,0.0002655387,0.001152277,0.98936737,0.00019085407,3.1174954e-05,2.5109097e-05,1.5904216e-05,2.1625174e-05,2.4519434e-06,0.008927703
SRR920622,2.5102392e-05,4.7458583e-05,0.0020605922,0.0014173687,6.182757e-05,3.1476477e-05,8.724134e-05,0.0010428429,0.0004467368,0.99477935
ERR500258,0.00013166666,0.00047823787,0.997566,0.00016894937,5.622688e-05,3.3455257e-05,5.295574e-05,2.757287e-05,1.4355325e-06,0.0014835596
ERR1310760,0.00013166666,0.00047823787,0.997566,0.00016894937,5.622688e-05,3.3455257e-05,5.295574e-05,2.757287e-05,1.4355325e-06,0.0014835596
ERR1109583,0.00017628074,6.917284e-05,0.00043046474,0.99795556,0.00016140938,0.000117757336,6.91462e-05,0.00033017993,0.00023788214,0.00045210123
DRR047361,0.00017622113,6.917297e-05,0.00043043494,0.99795556,0.00016137958,0.000117757336,6.91462e-05,0.00033017993,0.00023788214,0.00045222044
SRR8356215,0.0016516249,0.0015964188,0.99561936,0.0002894373,0.00010584325,0.00011412124,0.0005564406,6.0767914e-05,6.0011307e-06,0.0
