,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
SRR6474251,0.031832457,0.14927837,0.028833956,0.7900552
ERR719203,0.030403405,0.018985271,0.010347992,0.94026333
SRR6264896,0.030263454,0.017299086,0.009608954,0.94282854
SRR5866347,0.030121267,0.3004927,0.06069538,0.6086906
SRR5813405,0.030282289,0.019655824,0.010752022,0.93930984
SRR6264938,0.030099273,0.01780048,0.0098257065,0.9422746
SRR5757992,0.030368596,0.019133449,0.010407001,0.94009095
SRR5429070,0.030079216,0.017614692,0.009741783,0.9425643
SRR5757823,0.030185819,0.018032849,0.009924918,0.9418564
ERR719104,0.031075567,0.020195127,0.010721594,0.9380077
ERR209574,0.052031636,0.562309,0.13920352,0.24645579
SRR7507327,0.030197233,0.020245641,0.011124641,0.93843246
SRR6724422,0.02981466,0.018124968,0.009988129,0.9420723
SRR6281237,0.030122638,0.017840385,0.009841323,0.94219565
SRR7507462,0.030226797,0.017359942,0.009634018,0.94277924
ERR719820,0.030013978,0.018051773,0.009944141,0.94199014
SRR5650024,0.03754753,0.036723197,0.014956653,0.9107726
SRR5648774,0.030091047,0.01765126,0.009760052,0.9424976
SRR7507650,0.030258715,0.017306834,0.009612143,0.94282234
SRR6928787,0.02999425,0.018229723,0.010029286,0.9417467
SRR6265446,0.030263454,0.017299086,0.009608954,0.94282854
ERR720164,0.030198216,0.017465949,0.009678125,0.9426577
SRR5802314,0.030134678,0.017563134,0.0097210705,0.9425811
SRR5610106,0.030711263,0.019266516,0.010421962,0.9396002
SRR5761698,0.029890895,0.018072397,0.009957612,0.94207907
SRR5579092,0.030238748,0.017341256,0.009626359,0.9427936
SRR5866365,0.028787225,0.021246254,0.011025876,0.93894064
SRR6264710,0.04623261,0.5138034,0.1170066,0.32295734
SRR5203046,0.030245274,0.017328888,0.009621143,0.9428047
SRR5758152,0.030260801,0.017303497,0.009610772,0.94282496
SRR5578987,0.030121624,0.01755011,0.009714931,0.94261336
ERR209802,0.050976813,0.5626284,0.14329427,0.24310052
SRR5649008,0.030257374,0.017311782,0.009614199,0.9428166
SRR5796722,0.039222002,0.023047954,0.013655782,0.9240743
SRR5866275,0.027561545,0.066186994,0.020579934,0.8856715
SRR5218386,0.030278087,0.019081086,0.010425925,0.9402149
SRR5578933,0.039154977,0.031505257,0.017421722,0.91191804
SRR5203195,0.030257434,0.01730913,0.009613067,0.94282037
SRR6264249,0.030263454,0.017299086,0.009608984,0.9428285
SRR5983281,0.01823923,0.08458716,0.02970314,0.8674705
ERR011119,0.030118734,0.01779741,0.009822965,0.94226086
SRR5648785,0.030263454,0.017299145,0.009609044,0.94282836
SRR5648927,0.030255944,0.017311722,0.00961414,0.94281816
SRR5803767,0.03001836,0.017842442,0.0098468065,0.9422924
ERR209116,0.031897694,0.021197766,0.011244148,0.93566036
SRR5377207,0.030004948,0.01835534,0.010089606,0.94155014
SRR6928743,0.030263215,0.017299563,0.009609193,0.94282806
ERR209824,0.030371428,0.018562764,0.010067314,0.9409985
SRR3400443,0.030263454,0.017299086,0.009608954,0.94282854
SRR2918731,0.05278763,0.6204689,0.15501076,0.17173272
SRR5602160,0.030187845,0.017436266,0.009666264,0.9427096
ERR719931,0.029949814,0.018995494,0.010421872,0.9406328
SRR5761708,0.030263454,0.017299086,0.009608954,0.94282854
SRR5649095,0.031059295,0.021297067,0.011818647,0.935825
SRR5580568,0.030168176,0.017479211,0.009684682,0.94266796
SRR5580550,0.0300892,0.017688483,0.009776652,0.94244564
SRR1766059,0.030263245,0.017299384,0.009609073,0.9428283
SRR5866489,0.03521645,0.026587784,0.01335597,0.9248398
SRR7507495,0.030302495,0.018203557,0.009972155,0.94152176
SRR5802279,0.030226052,0.017364472,0.009635985,0.94277346
ERR209546,0.04388717,0.4879594,0.099375784,0.36877763
DRR067938,0.030263454,0.017299086,0.009608954,0.94282854
SRR6264068,0.14745715,0.0841648,0.023340642,0.74503744
ERR719727,0.028337061,0.09542677,0.026996702,0.84923947
SRR5202888,0.03025493,0.017313033,0.009614706,0.94281733
SRR5758025,0.030263454,0.017299086,0.009608954,0.94282854
SRR5577144,0.4829418,0.14921662,0.03317356,0.33466804
ERR719569,0.030060798,0.0178442,0.009847075,0.9422479
SRR6182550,0.030209988,0.017389268,0.009646326,0.9427544
SRR6357160,0.030263454,0.017299175,0.009609014,0.94282836
SRR5218313,0.048469543,0.56581163,0.13203272,0.25368607
SRR5078919,0.030263454,0.017299086,0.009608954,0.94282854
ERR525813,0.03026256,0.017300665,0.009609699,0.9428271
SRR7507474,0.030241072,0.017337292,0.00962469,0.94279695
SRR6724376,0.030219227,0.017407656,0.00965637,0.9427167
SRR6265241,0.030263454,0.017299145,0.009609044,0.94282836
SRR5983323,0.02355522,0.0996899,0.02858454,0.84817034
SRR5610101,0.030263454,0.017299086,0.009608954,0.94282854
SRR5203404,0.030222386,0.017372042,0.009639144,0.9427664
ERR209447,0.028538525,0.13026437,0.029547274,0.8116498
SRR5629123,0.030157745,0.017820597,0.009828299,0.9421934
SRR1693254,0.38211483,0.15044314,0.041258782,0.42618322
ERR525790,0.030263454,0.017299086,0.009608954,0.94282854
SRR5548968,0.06491488,0.6530834,0.17801967,0.10398209
SRR5602351,0.030071616,0.01841575,0.010113239,0.9413994
SRR5078823,0.030169398,0.017496556,0.009692043,0.942642
SRR5648923,0.032833427,0.0217762,0.012345463,0.9330449
SRR1687041,0.25882572,0.094620824,0.022564948,0.6239885
SRR5399292,0.030249357,0.01732257,0.00961861,0.94280946
SRR5548520,0.053100437,0.62113726,0.15588051,0.16988176
SRR5818477,0.03132835,0.020811945,0.010959297,0.9369004
SRR5399195,0.03025058,0.017320484,0.009617746,0.9428112
SRR5947812,0.032542318,0.06823522,0.019875616,0.87934685
SRR7507717,0.030659914,0.021841079,0.012154758,0.9353442
SRR5429352,0.030258238,0.01730761,0.009612501,0.9428216
SRR5399205,0.030263454,0.017299086,0.009608954,0.94282854
SRR5757780,0.030261815,0.017301768,0.009610146,0.9428263
ERR719544,0.031108111,0.020520419,0.010805249,0.9375662
SRR5078728,0.030263454,0.017299086,0.009608954,0.94282854
SRR6357131,0.030263454,0.017299086,0.009608954,0.94282854
SRR6264088,0.030059248,0.019305587,0.0105829835,0.94005215
SRR5580474,0.030175984,0.017459601,0.009676248,0.94268817
SRR5983349,0.03092736,0.018562734,0.009716213,0.9407937
ERR209901,0.030870855,0.020449251,0.011115193,0.93756473
ERR719264,0.029992282,0.018228263,0.0100287795,0.94175065
SRR6424505,0.030263454,0.017299086,0.009608954,0.94282854
SRR5203217,0.030028552,0.017940432,0.009891987,0.942139
ERR209816,0.050611258,0.5404895,0.14339155,0.2655077
SRR5758043,0.03026259,0.017300576,0.00960955,0.9428273
SRR1693228,0.53326726,0.27350098,0.07168046,0.121551275
SRR5399187,0.030263454,0.017299086,0.009608954,0.94282854
ERR209625,0.053263783,0.5935303,0.15095395,0.20225197
SRR6264798,0.030261576,0.017302215,0.0096102655,0.9428259
SRR6928774,0.030263454,0.017299086,0.009608954,0.94282854
SRR5579064,0.030088365,0.01774779,0.009803057,0.94236076
SRR7507335,0.03022194,0.017374784,0.009640306,0.942763
SRR6928750,0.030226976,0.017361164,0.009634644,0.9427772
SRR5648871,0.030256003,0.017311424,0.009613991,0.9428186
SRR064872,0.025903046,0.026943058,0.0133110285,0.9338429
ERR525706,0.030183285,0.01745376,0.009673774,0.9426892
SRR5866321,0.030263215,0.017299563,0.009609193,0.94282806
SRR5763465,0.030260086,0.017304659,0.009611309,0.94282395
SRR1693218,0.234548,0.09235597,0.024516255,0.6485798
SRR7507591,0.03158942,0.020193994,0.010920793,0.9372958
SRR6263976,0.03008306,0.017929077,0.009884059,0.9421038
SRR1693350,0.17589709,0.062342048,0.02163726,0.7401236
SRR6331166,0.03025651,0.01731065,0.009613723,0.9428191
ERR719730,0.028235734,0.101940334,0.028035462,0.8417885
SRR5431399,0.030256778,0.017310262,0.009613544,0.9428194
SRR053019,0.048173457,0.50670207,0.15011704,0.29500747
ERR209709,0.030291378,0.018156916,0.009952188,0.9415995
SRR5610051,0.030249983,0.017321914,0.009618342,0.94280976
SRR5548601,0.08597064,0.66113746,0.24061519,0.012276709
ERR719754,0.030120641,0.017604291,0.00973928,0.94253576
ERR011143,0.030128956,0.017610282,0.009741664,0.94251907
SRR6265143,0.030188411,0.017519891,0.009699911,0.9425918
ERR720213,0.031634927,0.022543788,0.011341989,0.9344793
ERR719575,0.03082344,0.019415766,0.010447472,0.9393133
SRR5079123,0.030263454,0.017299086,0.009608954,0.94282854
SRR5934960,0.030040175,0.01808241,0.009957224,0.94192016
SRR6424655,0.030263454,0.017299086,0.009608954,0.94282854
SRR5813189,0.030203223,0.017411321,0.009655714,0.9427297
SRR7507622,0.029821604,0.019118488,0.010495037,0.9405649
SRR1687065,0.5463388,0.27044415,0.08213866,0.10107839
SRR5803614,0.030249238,0.019981712,0.010957062,0.938812
SRR5549076,0.06828162,0.6606485,0.1843774,0.08669245
SRR5866547,0.03059861,0.018880725,0.010233909,0.94028676
ERR719905,0.030244112,0.017332077,0.009622484,0.94280136
SRR5203403,0.030255646,0.01731193,0.009614229,0.94281816
ERR525841,0.030263454,0.017299086,0.009608954,0.94282854
SRR5610071,0.030029595,0.018259138,0.010041326,0.94166994
SRR6182446,0.030262023,0.01730156,0.009609997,0.9428264
SRR7423288,0.029634804,0.019572526,0.0107554495,0.94003725
