,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR2538420,2.6012576e-05,0.0009639562,0.0059912805,0.0053713624,0.0009181202,0.0006777347,0.0016690792,0.0019506515,0.00030985477,0.982122
SRR6408832,0.00010448892,1.6233449e-05,0.00051134825,0.9958762,3.7186317e-05,6.286527e-05,1.3473965e-05,0.00036886334,0.00016474724,0.0028446317
ERR719915,0.00025460124,0.0001718998,0.99837583,0.0007562041,8.994066e-05,6.2718136e-05,6.356125e-05,0.000119379605,1.3018653e-05,9.292364e-05
ERR1309914,0.00025448203,0.0001718998,0.9983758,0.00075629354,8.9940826e-05,6.271826e-05,6.356125e-05,0.00011938029,1.3018665e-05,9.2983246e-05
SRR7449340,1.5465419e-05,1.6325454e-05,0.0019317375,0.0021618826,0.00012971713,7.484292e-05,0.00031884576,0.9951485,0.00020267186,0.0
SRR6932116,2.6012576e-05,0.0009639562,0.0059912805,0.0053713624,0.0009181202,0.0006777347,0.0016690792,0.0019506515,0.00030985477,0.982122
SRR921014,2.6012576e-05,0.0009639562,0.0059912805,0.0053713624,0.0009181202,0.0006777347,0.0016690792,0.0019506515,0.00030985477,0.982122
SRR3095112,0.00025448203,0.0001718998,0.9983758,0.00075629354,8.9940826e-05,6.271826e-05,6.356125e-05,0.00011938006,1.3018665e-05,9.2983246e-05
SRR1618035,0.00025460124,0.0001718998,0.99837583,0.0007562041,8.994066e-05,6.2718136e-05,6.356125e-05,0.000119379605,1.3018653e-05,9.292364e-05
SRR5525175,0.00010448703,1.6232289e-05,0.00051134825,0.9958763,3.7184793e-05,6.286413e-05,1.3472912e-05,0.00036892295,0.00016474724,0.0028443933
