,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR1529650,0.0017669735,0.0026175438,0.9956155,0.0
SRR4826456,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR883432,0.0017669145,0.0026172767,0.99561584,0.0
SRR6056016,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR1767206,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR1797688,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR1690050,0.001766855,0.0026169496,0.9956162,0.0
SRR2145449,0.0017667954,0.0026169494,0.9956162,0.0
DRR030577,0.001766855,0.0026169198,0.9956162,0.0
SRR2897132,0.0017668848,0.0026170686,0.99561596,0.0
ERR560578,0.001766855,0.0026169496,0.9956162,0.0
ERR1263560,0.0017674495,0.0026212907,0.99561125,0.0
SRR907642,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR919534,0.001766855,0.0026169496,0.9956162,0.0
SRR921511,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5177441,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR531736,0.0017669738,0.0026171575,0.99561584,0.0
ERR1548634,0.001766855,0.0026169496,0.9956162,0.0
SRR6901935,0.0040199757,0.9901252,0.0050217807,0.0008330345
SRR5178861,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR6028244,0.0017668253,0.0026169198,0.9956162,0.0
ERR1523514,0.0017667956,0.0026169198,0.9956162,0.0
ERR368885,0.001766855,0.0026169496,0.9956162,0.0
ERR1522557,0.0017857759,0.0026882235,0.99552596,0.0
SRR3948170,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR6408625,0.0017668256,0.0026173366,0.9956158,0.0
SRR6264036,0.001766855,0.0026169496,0.9956162,0.0
ERR719887,0.0017668846,0.0026171575,0.99561596,0.0
SRR6746472,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR640719,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR579404,0.001766855,0.0026169496,0.9956162,0.0
SRR7584809,0.0017684295,0.0026226565,0.9956089,0.0
ERR537651,0.0017668256,0.0026175447,0.9956156,0.0
SRR1922861,0.0017670933,0.0026206076,0.9956123,0.0
SRR5590577,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5947841,0.0017667956,0.0026169198,0.9956162,0.0
SRR2761307,0.001766855,0.0026169496,0.9956162,0.0
ERR500027,0.001766855,0.0026169496,0.9956162,0.0
SRR1051423,0.0040199757,0.9901252,0.0050217807,0.0008330345
ERR1314725,0.0017668253,0.0026170388,0.99561614,0.0
ERR1110256,0.001766855,0.0026169496,0.9956162,0.0
ERR1263623,0.0017678669,0.0026302424,0.99560183,0.0
ERR1135262,0.0017757956,0.0026464025,0.99557775,0.0
SRR1119145,0.0040200055,0.9901252,0.0050217807,0.0008330345
SRR1747520,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR3951199,0.0017668258,0.0026179613,0.9956151,0.0
ERR1960641,0.001766855,0.0026169496,0.9956162,0.0
SRR5190067,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR1594259,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR2696427,0.001766855,0.0026169496,0.9956162,0.0
SRR492182,0.001766855,0.0026169496,0.9956162,0.0
ERR1298323,0.001766855,0.0026169496,0.9956162,0.0
SRR2011352,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR1533443,0.0017674493,0.002619417,0.9956132,0.0
SRR1767157,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR908099,0.0017667956,0.0026169198,0.9956162,0.0
SRR3361749,0.0017673001,0.0026181375,0.9956146,0.0
SRR2053289,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR1313892,0.0017668253,0.0026170388,0.9956161,0.0
ERR2511695,0.0017846022,0.0026427682,0.9955727,0.0
ERR1256744,0.0017668253,0.0026169198,0.9956162,0.0
ERR501110,0.0017669143,0.0026173359,0.9956157,0.0
ERR500322,0.001766855,0.0026169496,0.9956162,0.0
SRR994636,0.001766855,0.0026169496,0.9956162,0.0
ERR1328494,0.0017699753,0.0026351744,0.9955948,0.0
ERR986351,0.0018121025,0.0026217266,0.9955661,0.0
SRR3502012,0.0017668253,0.002617009,0.9956162,0.0
ERR1519438,0.001766855,0.0026169496,0.9956162,0.0
ERR1109422,0.001766855,0.0026169198,0.9956162,0.0
SRR996982,0.001766855,0.0026169496,0.9956162,0.0
SRR6745432,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5587988,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR833573,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5178901,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR1297811,0.0017668253,0.0026169794,0.9956162,0.0
ERR2730249,0.0017668256,0.0026171878,0.99561596,0.0
DRR043163,0.001766855,0.0026169496,0.9956162,0.0
SRR5896017,0.0040199757,0.9901252,0.005021721,0.0008331537
ERR309589,0.0017746524,0.0027173455,0.995508,0.0
ERR1256578,0.001766855,0.0026169496,0.9956162,0.0
ERR2762974,0.001766855,0.0026169198,0.9956162,0.0
SRR6028245,0.0017668848,0.002617128,0.99561596,0.0
ERR1263591,0.0017679251,0.002623669,0.99560845,0.0
ERR1512346,0.0040199757,0.9901252,0.005021721,0.0008331537
DRR044120,0.001766855,0.0026169496,0.9956162,0.0
ERR537735,0.0017670938,0.00262156,0.9956114,0.0
ERR1298194,0.001766855,0.0026169496,0.9956162,0.0
SRR8610813,0.0017679019,0.0026426201,0.9955895,0.0
DRR047519,0.001766855,0.0026169496,0.9956162,0.0
ERR1315186,0.001766855,0.0026169496,0.9956162,0.0
SRR656672,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5915592,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR2658739,0.0017673003,0.002617543,0.9956152,0.0
ERR1256399,0.001781377,0.0026464788,0.99557215,0.0
ERR1263701,0.001769175,0.0026409766,0.9955898,0.0
ERR499859,0.001766855,0.0026169496,0.9956162,0.0
SRR7453292,0.0017670036,0.0026170386,0.99561596,0.0
ERR365980,0.0017683388,0.0026185806,0.99561304,0.0
SRR6745788,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5431265,0.0017667661,0.0026170094,0.9956162,0.0
ERR498566,0.0017667956,0.0026169496,0.9956162,0.0
SRR6296270,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR5467983,0.001766855,0.0026169794,0.9956162,0.0
ERR756497,0.0017675109,0.002627865,0.99560463,0.0
ERR2002061,0.001766855,0.0026169496,0.9956162,0.0
ERR2538407,0.001766855,0.0026169496,0.9956162,0.0
ERR1111211,0.0017667958,0.0026170094,0.9956162,0.0
SRR6457546,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR7596864,0.0040199757,0.9901252,0.005021721,0.0008331537
SRR2897199,0.0017708931,0.002616822,0.9956123,0.0
