,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR6474251,0.16548127,0.0028851032,0.00036552548,0.0047513545,0.82651675
ERR719203,0.03868684,0.0016661882,0.0005852282,0.01718396,0.9418778
SRR6264896,0.013533056,0.0010609031,0.00033515692,0.004640907,0.98043
SRR5866347,0.6009871,0.0095054805,0.000677377,0.002900064,0.38593
SRR5813405,0.03011322,0.0014851987,0.00038829446,0.005716026,0.96229726
SRR6264938,0.015626878,0.0010244846,0.00035348535,0.0055520236,0.9774431
SRR5757992,0.036483973,0.0015393198,0.0022214055,0.1390832,0.8206721
SRR5429070,0.0075914045,0.003832043,0.5477609,0.4408157,0.0
SRR5757823,0.05883774,0.0010397732,0.0063762367,0.89440846,0.039337754
ERR719104,0.026468307,0.0014179051,0.00040119886,0.006608933,0.9651036
ERR209574,0.7468555,0.011234701,0.0006610155,0.0039737225,0.23727506
SRR7507327,0.022903413,0.0014159977,0.0004553795,0.006024778,0.96920043
SRR6724422,0.11040175,0.8523653,0.034473043,0.0027598415,0.0
SRR6281237,0.026307553,0.0014631152,0.00041550398,0.0055855513,0.96622825
SRR7507462,0.0129568875,0.0011914074,0.00036743283,0.0047295094,0.98075473
ERR719820,0.04744491,0.0018435717,0.0007855296,0.014471382,0.9354546
SRR5650024,0.16319156,0.0041787326,0.0010584295,0.005689323,0.82588196
SRR5648774,0.01849541,0.0012254119,0.00038310885,0.0057179034,0.9741782
SRR7507650,0.007539153,0.02365917,0.059821635,0.021340728,0.8876393
SRR6928787,0.021532118,0.0012651682,0.00044044852,0.007100016,0.96966225
SRR6265446,0.013284773,0.0010485947,0.00033086538,0.004589975,0.9807458
ERR720164,0.022140741,0.001352042,0.00040256977,0.005633533,0.97047114
SRR5802314,0.033905745,0.0016446114,0.0003568828,0.0035827458,0.96051
SRR5610106,0.02690798,0.0014155805,0.00051862,0.009165823,0.961992
SRR5761698,0.025552899,0.0013737977,0.00036156178,0.005176872,0.9675349
SRR5579092,0.014495254,0.0010853112,0.000341475,0.0048610866,0.9792169
SRR5866365,0.020093143,0.001257062,0.00039118528,0.005714357,0.97254425
SRR6264710,0.6737956,0.002905637,0.0049360693,0.1047785,0.21358418
SRR5203046,0.013116926,0.0011167526,0.00034454465,0.0046147406,0.98080707
SRR5758152,0.065143794,0.0008470118,0.0044671,0.87767273,0.051869392
SRR5578987,0.020907342,0.0013746619,0.0004968345,0.006610304,0.97061086
ERR209802,0.8884985,0.015065789,0.0007469356,0.005877584,0.089811206
SRR5649008,0.015887082,0.0011033118,0.00033587217,0.0051807463,0.977493
SRR5796722,0.03172931,0.0011438429,0.0023097098,0.011483043,0.9533341
SRR5866275,0.7840951,0.016137064,0.00060996413,0.003960371,0.19519746
SRR5218386,0.26733726,0.004038006,0.0015429258,0.008048892,0.7190329
SRR5578933,0.029488891,0.0016431808,0.0008780956,0.19687086,0.771119
SRR5203195,0.014696062,0.0011097193,0.00034853816,0.00523144,0.9786142
SRR6264249,0.0135293305,0.001057744,0.00033131242,0.004563123,0.98051846
SRR5983281,0.02829063,0.0015348494,0.00036910176,0.003780961,0.96602446
ERR011119,0.16301844,0.0026904345,0.0007612109,0.048202038,0.7853279
SRR5648785,0.016819686,0.0011860132,0.00036913157,0.0051846206,0.97644055
SRR5648927,0.0135113895,0.0010565221,0.00033310056,0.004643619,0.9804554
SRR5803767,0.018128246,0.0011147261,0.0005720258,0.006210327,0.9739747
ERR209116,0.0772326,0.0020613968,0.00047424436,0.01073271,0.90949905
SRR5377207,0.019055426,0.0012301803,0.00037413836,0.00544101,0.97389925
SRR6928743,0.010394275,0.004964143,0.0011227727,0.0064125657,0.9771062
ERR209824,0.026841164,0.0014892817,0.00039324164,0.0044302046,0.9668461
SRR3400443,0.01326713,0.0010484159,0.0003309548,0.0045849383,0.98076856
SRR2918731,0.10917851,0.001137495,0.00035196543,0.034753412,0.8545786
SRR5602160,0.017320216,0.0011218786,0.0056813657,0.0048848987,0.9709916
ERR719931,0.022274762,0.001404345,0.00043824315,0.009271055,0.9666116
SRR5761708,0.013267338,0.0010484457,0.0003310144,0.0045850277,0.9807682
SRR5649095,0.034817934,0.0014946163,0.0003889799,0.0064105988,0.95688784
SRR5580568,0.023014843,0.0015010834,0.0005092919,0.012359977,0.9626148
SRR5580550,0.04981506,0.001888603,0.00088217854,0.014490008,0.93292415
SRR1766059,0.014607251,0.0009431243,0.000808239,0.0057892203,0.97785217
SRR5866489,0.2569212,0.0045164526,0.0009586513,0.004704088,0.7328996
SRR7507495,0.82524467,0.040430874,0.00066661835,0.0066025555,0.12705529
SRR5802279,0.026996493,0.0015518963,0.0004918575,0.0056144893,0.96534526
ERR209546,0.46497,0.007052392,0.0003941357,0.0017721653,0.5258113
DRR067938,0.04592344,0.0006877482,0.0042138994,0.9126643,0.036510587
SRR6264068,0.24748608,0.0031625032,0.00046297908,0.007870287,0.7410182
ERR719727,0.06678069,0.0019778013,0.00058475137,0.013610393,0.91704637
SRR5202888,0.015071154,0.0010664463,0.00032624602,0.005096793,0.97843933
SRR5758025,0.0432958,0.00067928433,0.0010512471,0.064732075,0.8902416
SRR5577144,0.8762537,0.013819873,0.00060006976,0.0053442717,0.10398209
ERR719569,0.017113686,0.0012252629,0.00061300397,0.0066768825,0.9743712
SRR6182550,0.019340277,0.0012108684,0.00038069487,0.005228102,0.97384006
SRR6357160,0.013408154,0.0010460913,0.0003323555,0.0046437383,0.98056966
SRR5218313,0.67094606,0.011797339,0.0007863045,0.0026073456,0.31386292
SRR5078919,0.013328046,0.0010506809,0.000331223,0.0045848787,0.98070514
ERR525813,0.023320466,0.0015625358,0.0004788339,0.00897795,0.9656602
SRR7507474,0.013555527,0.001269877,0.0003978908,0.0050294697,0.97974724
SRR6724376,0.0046378374,0.63560766,0.0026758015,0.0068750978,0.35020357
SRR6265241,0.017579675,0.0012925863,0.0004031062,0.0064670444,0.9742576
SRR5983323,0.07445285,0.0019392073,0.00066807866,0.0076642036,0.9152757
SRR5610101,0.022072643,0.001377672,0.0003860891,0.004624039,0.97153956
SRR5203404,0.020739406,0.0013009906,0.0003747046,0.0049948394,0.9725901
