,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
SRR6866469,0.99943244,1.2067062e-05,0.00012287374,8.405825e-05,2.2165828e-05,3.368902e-05,5.8371283e-05,5.7878326e-05,5.0477174e-05,3.7842703e-05,7.940341e-05,8.799427e-06,0.0
ERR2198027,0.99171877,1.0361386e-05,0.00041288137,0.00045728683,3.707548e-05,1.6859989e-05,6.098756e-05,1.539493e-05,4.6151126e-05,5.6631514e-05,0.00014433265,8.961911e-06,0.007014334
ERR1314668,0.9994352,1.2085541e-05,0.00011993087,8.178949e-05,2.2079928e-05,3.3878743e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
ERR719442,0.9994352,1.2084732e-05,0.00012007183,8.18957e-05,2.2083443e-05,3.387072e-05,5.8237852e-05,6.0886825e-05,5.003697e-05,3.7832324e-05,7.8990226e-05,8.818474e-06,0.0
ERR1385224,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
SRR7448602,0.0036360621,3.3532922e-06,0.0004874766,0.00012978911,3.9903847e-05,6.382323e-05,0.00030627847,3.1742202e-05,0.00016281009,0.00057947636,0.0003759265,0.00015047193,0.99403286
SRR1618345,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
SRR6394203,0.0007032454,1.2162525e-05,0.0018949211,0.00048592687,0.00016084313,2.7264583e-05,0.00012303317,0.00030601025,9.002853e-05,0.00013515353,8.469247e-05,0.00023844838,0.99573827
SRR2144020,0.9984934,1.0708924e-05,0.00028139353,0.00018718839,2.514708e-05,2.9028839e-05,5.8123296e-05,8.873099e-06,6.8291236e-05,3.688173e-05,9.527843e-05,8.28379e-06,0.00069743395
ERR1987733,0.00047457218,6.899265e-05,0.9848268,0.0002593398,4.6562447e-05,0.00011585751,0.00015300512,0.00011938917,8.256977e-05,0.00016269088,4.4713546e-05,0.00018882751,0.013456702
ERR1109583,0.0007247925,1.2099958e-05,0.0018636882,0.00048482418,0.0001591444,2.7637292e-05,0.00012508035,0.00030332804,9.092694e-05,0.00013774633,8.61725e-05,0.00023716688,0.9957474
SRR6264285,0.9994352,1.2085541e-05,0.00011993087,8.178949e-05,2.2079928e-05,3.387881e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819561e-06,0.0
ERR441386,0.017739987,0.00011780576,0.0012119124,0.00056334696,0.0004678847,9.341876e-05,0.00033929813,0.9748924,0.00023169514,0.0009864627,0.0006120849,0.002743686,0.0
ERR1384587,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
SRR5688083,0.9994352,1.2085541e-05,0.00011993087,8.178949e-05,2.2079928e-05,3.3878743e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
ERR1310720,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
ERR2739102,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
ERR107002,0.0006020069,8.1615355e-05,0.99653524,0.00060531497,0.00014901161,0.00018024445,0.00031617284,0.00015923381,0.00017854571,0.0003335476,6.521897e-05,0.0002745092,0.00051933527
ERR498473,0.9970778,3.617229e-06,0.0003567338,4.4101762e-05,3.229682e-05,3.5956076e-05,1.5306783e-05,8.769893e-06,3.6517216e-05,3.2171887e-05,0.00012803078,1.2087963e-05,0.0022165775
ERR1913230,0.9855321,1.1776424e-05,0.0003014803,0.0005197525,9.5813215e-05,2.185902e-05,0.00014585257,4.2146217e-05,8.7822504e-05,0.00012463331,0.000117013784,2.0255928e-05,0.012979567
SRR1617820,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
ERR2511886,0.9994352,1.2085541e-05,0.00011993087,8.178941e-05,2.2079928e-05,3.3878776e-05,5.8230704e-05,6.1051454e-05,5.0012222e-05,3.7833164e-05,7.897164e-05,8.819553e-06,0.0
DRR044305,0.0006020665,8.161473e-05,0.99653494,0.00060528517,0.0001489222,0.00018030405,0.00031629205,0.0001591444,0.00017863512,0.0003335476,6.521785e-05,0.0002745092,0.0005195141
SRR7449004,0.0036262574,3.3504634e-06,0.0004860461,0.00012966992,3.9873532e-05,6.355544e-05,0.0003062487,3.1656655e-05,0.00016227366,0.0005791188,0.00037470463,0.00015035273,0.9940469
DRR041937,0.0006020367,8.163209e-05,0.99653494,0.00060525537,0.00014910102,0.00018042326,0.00031635165,0.00015923381,0.00017860532,0.0003335476,6.522283e-05,0.0002745688,0.00051903725
ERR1331807,0.99943537,1.2075493e-05,0.000120004064,8.1739796e-05,2.2085167e-05,3.3881577e-05,5.8175574e-05,6.098818e-05,4.9998664e-05,3.7828642e-05,7.89952e-05,8.82162e-06,0.0
SRR6264412,0.9994354,1.2077551e-05,0.000119958386,8.172497e-05,2.2083395e-05,3.3882894e-05,5.8184214e-05,6.103751e-05,4.9995604e-05,3.7829683e-05,7.8986595e-05,8.821475e-06,0.0
ERR1913060,0.60741204,3.967804e-06,0.00022014976,0.00042682886,0.00036901236,2.934683e-05,0.00021994114,0.0005441606,7.9157064e-05,0.0002001226,0.00010018631,6.465474e-05,0.39033043
SRR6411976,0.000962317,9.50816e-06,0.0014616549,0.00037756562,0.00012326665,3.205135e-05,0.00014650822,0.00019845366,0.00010075691,0.0001784563,0.000112527836,0.00021836162,0.99607855
SRR6414056,0.0011329651,8.45666e-06,0.0012911558,0.00033536553,0.00010805011,3.5152778e-05,0.0001604855,0.000161618,0.00010777009,0.00020599365,0.0001308918,0.00020959973,0.99611247
SRR2658740,0.99943507,1.20839895e-05,0.00012019919,8.199179e-05,2.2086637e-05,3.3863605e-05,5.8244386e-05,6.0738395e-05,5.0059338e-05,3.783163e-05,7.9007e-05,8.817504e-06,0.0
