,root:Diseases,root:Health,root:Infections,Unknown
SRR5079185,0.028049022,0.95223093,0.014173508,0.00554657
ERR719961,0.03229469,0.9469403,0.014243901,0.0065211058
SRR5602141,0.028072834,0.95219004,0.014187247,0.0055499077
SRR5758078,0.04222691,0.92450523,0.016599238,0.016668618
SRR5396543,0.028229505,0.9518359,0.014330804,0.00560385
SRR6264428,0.37930286,0.59555876,0.02318433,0.0019540787
SRR5757789,0.6129381,0.08263065,0.3044313,0.0
SRR1693210,0.7997646,0.1453493,0.054886058,0.0
ERR719991,0.028510094,0.9513726,0.01442945,0.005687833
SRR6901831,0.028727114,0.95152605,0.014162332,0.0055844784
SRR5602124,0.028108984,0.9521122,0.014229178,0.0055496693
ERR011301,0.02873844,0.95142233,0.0141882,0.005650997
SRR5429314,0.8017193,0.14473946,0.053541165,0.0
SRR5803702,0.028071493,0.95219946,0.01419723,0.005531788
SRR7464883,0.028266937,0.9518075,0.014313072,0.0056124926
SRR5343112,0.028049141,0.9522308,0.014173567,0.00554651
SRR5548968,0.80172217,0.1447299,0.053547964,0.0
SRR6724585,0.80172,0.14473706,0.053542964,0.0
SRR6264690,0.030517757,0.94936365,0.014195323,0.005923271
SRR5649114,0.028049082,0.9522309,0.014173567,0.00554651
ERR719063,0.041212738,0.9350058,0.014384121,0.0093973875
ERR525890,0.44314432,0.54077566,0.016080003,0.0
SRR1687172,0.7971118,0.13916464,0.06372346,0.0
SRR6424577,0.3495037,0.3079177,0.30651063,0.036067963
ERR011175,0.028470486,0.95144784,0.014405727,0.005675912
ERR719042,0.03836888,0.93860686,0.014385968,0.008638263
SRR5983467,0.6443427,0.32728016,0.028377123,0.0
ERR209516,0.030088842,0.94928455,0.014484167,0.0061424375
SRR1763694,0.03646785,0.940386,0.014836997,0.008309126
ERR695626,0.8016182,0.14413758,0.05424419,0.0
SRR7507319,0.0280492,0.95223063,0.014173567,0.0055466294
SRR6264781,0.028255254,0.9518219,0.014312714,0.0056101084
SRR5649098,0.028049111,0.9522308,0.014173627,0.0055464506
ERR209775,0.78837705,0.15460262,0.057020284,0.0
SRR5602041,0.028049022,0.95223093,0.014173508,0.00554657
SRR5202969,0.028457314,0.95143116,0.014438093,0.005673468
SRR5078771,0.10398363,0.88147277,0.014543484,0.0
SRR961724,0.25529614,0.71106297,0.0336409,0.0
ERR1809149,0.028189689,0.95205706,0.014325798,0.00542742
ERR209203,0.03156677,0.94712985,0.014647484,0.0066559315
SRR5866388,0.07937829,0.8038534,0.116768375,0.0
SRR5802190,0.028049082,0.9522308,0.014173508,0.00554657
ERR209599,0.80131745,0.14357859,0.055103954,0.0
ERR011143,0.028433919,0.9514789,0.014421225,0.005665958
SRR5203131,0.02805087,0.9522277,0.014174432,0.0055469275
SRR5813346,0.029824585,0.9494184,0.014644742,0.006112218
SRR5078585,0.028049082,0.9522309,0.014173508,0.00554657
SRR6182552,0.028049022,0.95223093,0.014173508,0.00554657
SRR5648884,0.028148323,0.95219374,0.014330357,0.0053275824
SRR5580439,0.028809994,0.95068127,0.01480639,0.0057023764
SRR5610083,0.03205666,0.9450256,0.016272277,0.006645441
SRR5757910,0.14853461,0.30969414,0.54177123,0.0
SRR5983318,0.1414379,0.46503377,0.3935283,0.0
SRR3313078,0.05567327,0.92022276,0.013699532,0.010404468
ERR209746,0.06535053,0.9105588,0.013395369,0.010695279
ERR719789,0.028134286,0.9521067,0.014184028,0.0055749416
SRR6185283,0.028049558,0.9522305,0.014174253,0.0055457354
ERR720058,0.02849412,0.951271,0.0145611465,0.005673766
SRR5203235,0.028049171,0.9522307,0.014173567,0.00554657
SRR5578936,0.08063604,0.7056807,0.21368322,0.0
SRR5629107,0.33930975,0.6195226,0.041167773,0.0
SRR5548343,0.060688853,0.7723066,0.035316378,0.13168812
SRR5803608,0.038600236,0.9320649,0.025124043,0.0042108297
ERR525964,0.030664444,0.94839966,0.014583647,0.006352246
SRR5429078,0.8017193,0.14473946,0.053541165,0.0
SRR5396533,0.14907612,0.30892888,0.541995,0.0
ERR720073,0.028440297,0.95140046,0.014492452,0.0056667924
SRR3313067,0.80178386,0.14232104,0.055895016,0.0
SRR5203259,0.0280492,0.9522308,0.014173806,0.0055461526
SRR5648905,0.029423773,0.94968086,0.01490891,0.005986452
SRR6424731,0.14916101,0.30884677,0.54199225,0.0
ERR209156,0.03636536,0.9418185,0.014750272,0.007065892
SRR6724570,0.5441145,0.36825606,0.08762951,0.0
ERR719654,0.03120464,0.9481269,0.014327288,0.0063411593
SRR5602135,0.19910173,0.7461605,0.054737747,0.0
ERR209163,0.028094262,0.95214725,0.01420176,0.0055567026
SRR5399516,0.028049022,0.95223093,0.014173508,0.00554657
SRR5803705,0.02807039,0.95219123,0.01418668,0.005551696
SRR2175772,0.02890101,0.9505909,0.014703274,0.005804777
SRR6265605,0.054003537,0.89826584,0.01888299,0.028847635
SRR5078635,0.02804938,0.9522305,0.014173508,0.00554657
SRR5203389,0.028603524,0.9513032,0.014386117,0.0057072043
SRR5761653,0.031825393,0.9454464,0.016068518,0.0066596866
SRR5983344,0.49803174,0.48740053,0.0145676825,0.0
SRR1693214,0.7993736,0.14531128,0.055315133,0.0
SRR6876220,0.08542794,0.8913196,0.01290074,0.010351777
SRR7507312,0.054759562,0.792029,0.05648902,0.096722364
SRR5813328,0.028302997,0.95183706,0.014251441,0.0056084394
SRR064875,0.8017193,0.14473946,0.053541165,0.0
SRR5079196,0.028049022,0.95223093,0.014173508,0.00554657
ERR525759,0.028049022,0.95223093,0.014173508,0.00554657
SRR5548694,0.8017196,0.14473835,0.05354205,0.0
SRR5651462,0.7844918,0.16153865,0.053969633,0.0
ERR209711,0.69299734,0.27218968,0.03481305,0.0
SRR6251470,0.7962747,0.152917,0.050808225,0.0
SRR5649162,0.02807498,0.9521973,0.014200777,0.0055269003
SRR5758028,0.14916101,0.30884677,0.54199225,0.0
ERR321232,0.028096259,0.9521705,0.014180422,0.0055528283
SRR5399239,0.028049022,0.95223093,0.014173508,0.00554657
ERR1637181,0.094316304,0.66864425,0.21145543,0.025583982
SRR5757841,0.8017786,0.14402837,0.054193083,0.0
