,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR2003118,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR6028414,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR531824,0.00058314204,0.0010101795,0.99481475,0.0011694729,0.00055259466,0.0003811717,0.0004528165,0.00044438243,0.000290066,0.00030136108
ERR1310275,0.0005863309,0.0010184646,0.99481076,0.0011691749,0.0005544424,0.00038221478,0.00045379996,0.00044590235,0.0002912581,0.00028765202
SRR6394209,0.00081041455,0.0007376671,0.005586505,0.9511645,0.0012726486,0.00039947033,0.0004298091,0.0054202676,0.0016831756,0.03249556
SRR994946,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
SRR6239875,0.0006508529,0.00080376863,0.0029959977,0.97931564,0.0013692677,0.00050640106,0.00036150217,0.0032522678,0.001912415,0.008831918
SRR346841,0.00073081255,0.00083452463,0.0028046966,0.98433524,0.001268059,0.00046262145,0.00039294362,0.00257805,0.002375245,0.0042178035
ERR1971288,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR3931535,0.0008686078,0.00094703905,0.002266768,0.9888079,0.0012808258,0.00041945104,0.0004655871,0.001974325,0.0029694051,0.0
DRR044018,0.0008685493,0.0009470104,0.0022666517,0.9888089,0.0012806488,0.0004194218,0.00046555788,0.0019743869,0.0029689323,0.0
ERR498467,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR1617951,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR1743129,0.0031375068,0.0065255575,0.0034874063,0.9143213,0.0026056978,0.004031795,0.0023850887,0.001285421,0.062220164,0.0
ERR1255787,0.0008683747,0.00094686594,0.0022668706,0.98880905,0.001280625,0.00041945348,0.00046550052,0.001974932,0.0029682615,0.0
ERR866498,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR6038411,0.00088045,0.038377136,0.95182526,0.0022316277,0.00080889463,0.00025042892,0.00038319826,0.0022524893,0.00063198805,0.0023584962
SRR2010438,0.00086837116,0.00094695145,0.002266504,0.98881024,0.0012805901,0.00041927322,0.0004655284,0.0019742392,0.0029682496,0.0
ERR1384795,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR2003145,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR561605,0.00058311224,0.0010102391,0.9948145,0.0011694729,0.00055256486,0.0003811717,0.00045275688,0.00044435263,0.0002900064,0.0003017187
SRR6931188,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
ERR1311514,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR499479,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR6148439,0.00086837116,0.0009468919,0.0022664743,0.9888102,0.0012805603,0.00041930296,0.00046555817,0.001974269,0.0029683388,0.0
SRR6414359,0.00086834154,0.00094695156,0.0022665043,0.98881036,0.0012805902,0.00041927324,0.00046552846,0.0019742395,0.0029682498,0.0
SRR2154918,0.00086837116,0.00094695145,0.002266504,0.98881024,0.0012805901,0.00041927322,0.0004655284,0.0019742392,0.0029682496,0.0
SRR5178146,0.00086837116,0.00094695145,0.002266504,0.98881024,0.0012805901,0.00041927322,0.0004655284,0.0019742392,0.0029682496,0.0
ERR719606,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR5869641,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
ERR499054,0.00058314204,0.0010102391,0.99481475,0.0011694431,0.00055256486,0.0003811717,0.0004528165,0.00044438243,0.000290066,0.0003014803
ERR1311293,0.00058314204,0.0010102391,0.99481475,0.0011694431,0.00055256486,0.0003811717,0.0004528165,0.00044438243,0.000290066,0.0003014803
ERR560673,0.00058314204,0.0010102689,0.99481475,0.0011695325,0.00055259466,0.0003811121,0.00045275688,0.00044432282,0.0002901256,0.00030136108
DRR030526,0.00086843054,0.0009469512,0.0022665632,0.98880994,0.0012805599,0.00041933265,0.00046552828,0.0019742388,0.0029684275,0.0
ERR1960791,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
SRR6264187,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR7448846,0.00071939826,0.0025750697,0.0033748448,0.003085196,0.0010267198,0.0037487447,0.0026707053,0.97765243,0.0022968352,0.0028500557
SRR5467646,0.00086997106,0.0009475386,0.0022671097,0.9887965,0.001281472,0.00042016257,0.00046606018,0.0019764546,0.0029747128,0.0
ERR1960774,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
ERR2739291,0.00059336424,0.0010499358,0.9947132,0.0011824667,0.00056025386,0.0003838539,0.00045645237,0.00045889616,0.0002939105,0.00030773878
SRR1950725,0.00068709254,0.0053291917,0.011589587,0.007178217,0.00028693676,0.00043454766,0.00052696466,0.0043144226,0.0008741319,0.9687789
SRR3095146,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR7453416,0.00071939826,0.002572149,0.003371328,0.003089726,0.0010270774,0.0037489533,0.00266999,0.97769165,0.0022953749,0.002814293
SRR5467650,0.00086843094,0.00094689213,0.0022664452,0.9888104,0.001280501,0.00041924353,0.00046555826,0.0019742397,0.0029683097,0.0
ERR1314225,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR531657,0.00058314204,0.0010102093,0.99481475,0.0011694729,0.00055259466,0.0003811717,0.0004528165,0.00044438243,0.000290066,0.00030136108
ERR2531901,0.016225604,0.0837984,0.00019357605,0.14016493,0.0044547133,0.07107099,0.07374509,0.06779246,0.5425542,0.0
ERR1328379,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR3030578,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
ERR451075,0.00069049,0.0052743256,0.011021525,0.007692158,0.0002963543,0.00045478344,0.00051912665,0.004719019,0.00090894103,0.96842325
DRR018392,0.00087450456,0.00094915344,0.0022723547,0.98876375,0.0012847458,0.0004226529,0.00046643618,0.0019765275,0.0029898526,0.0
SRR6394064,0.00086846144,0.0009470417,0.002266834,0.98880935,0.0012805617,0.0004193332,0.00046561818,0.001973914,0.0029688778,0.0
ERR2198023,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
DRR060277,0.00086878584,0.00094712776,0.0022667071,0.9888069,0.0012807953,0.0004195401,0.0004656761,0.001974562,0.00296982,0.0
ERR525729,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR2980297,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
SRR6028658,0.00058314204,0.0010102093,0.9948149,0.0011694431,0.00055259466,0.0003811717,0.00045278668,0.00044438243,0.000290066,0.00030136108
