,root:Host-associated:Human:Circulatory_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Lympathic_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,Unknown
ERR2003118,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6028414,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR531824,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1310275,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6394209,0.0018594861,0.9209312,0.0020737946,0.026183963,0.0009865165,0.036341578,0.011623383
SRR994946,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
SRR6239875,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR346841,0.0012522631,0.99101627,0.0014503828,0.0011836102,0.003199489,0.0018979632,0.0
ERR1971288,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR3931535,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
DRR044018,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR498467,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR1617951,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR1743129,0.0014991164,0.8839381,0.0055651963,0.0029754639,0.07645103,0.0038571656,0.02571392
ERR1255787,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR866498,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6038411,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR2010438,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1384795,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR2003145,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR561605,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6931188,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1311514,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR499479,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6148439,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6414359,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR2154918,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR5178146,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR719606,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR5869641,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
ERR499054,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1311293,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR560673,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
DRR030526,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1960791,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
SRR6264187,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR7448846,0.013751325,0.052659784,0.007975993,0.023294417,0.8887877,0.013530837,0.0
SRR5467646,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1960774,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
ERR2739291,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR1950725,0.0034816265,0.09071821,0.010845065,0.012406409,0.009625882,0.856061,0.016861796
SRR3095146,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR7453416,0.0137512665,0.052659996,0.007975991,0.023294244,0.88878775,0.013530806,0.0
SRR5467650,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1314225,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR531657,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR2531901,0.013803565,0.052256428,0.007978524,0.023516338,0.888854,0.013591193,0.0
ERR1328379,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR3030578,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR451075,0.0077505335,0.035322946,0.009857535,0.008210246,0.0076591996,0.9311995,0.0
DRR018392,0.0012566736,0.9911333,0.001438875,0.001144698,0.0032061047,0.0018204707,0.0
SRR6394064,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR2198023,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
DRR060277,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR525729,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR2980297,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6028658,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR1461279,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR7453331,0.0137512665,0.052659996,0.007975991,0.023294244,0.88878775,0.013530806,0.0
SRR1949352,0.0137512665,0.052659996,0.007975991,0.023294244,0.88878775,0.013530806,0.0
SRR5724719,0.0028811693,0.6836127,0.0055736303,0.022737473,0.014923006,0.005200058,0.265072
ERR2784739,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR2261911,0.0012566736,0.9911333,0.001438875,0.0011446683,0.0032060454,0.0018204707,0.0
SRR6932347,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR2739282,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6931668,0.0028262138,0.24487141,0.005299896,0.009298742,0.012075663,0.6619767,0.06365138
ERR2738957,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR441671,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1309986,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6932526,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR995149,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
ERR981214,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR365898,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1382899,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR1633177,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
DRR047923,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR441185,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1384654,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR441989,0.009603729,0.026767481,0.009813099,0.0074471487,0.0071957596,0.9391728,0.0
ERR1111195,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
ERR1109478,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR3053338,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
DRR030554,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR6416487,0.0012565843,0.99113256,0.0014390233,0.001144787,0.0032064607,0.0018205299,0.0
SRR7704492,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
SRR3094757,0.0012566437,0.99113315,0.0014388749,0.0011447573,0.003206045,0.0018205596,0.0
