,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR1398136,0.002682055,0.0045041568,0.9928138,0.0
SRR5831876,0.0026863038,0.004618877,0.9926948,0.0
SRR5699389,0.002687584,0.0044336477,0.9928788,0.0
ERR1533779,0.002685148,0.0045109717,0.99280393,0.0
SRR2658716,0.002687584,0.0044336477,0.9928788,0.0
ERR2762977,0.002687554,0.0044336477,0.9928788,0.0
SRR3191020,0.002687584,0.0044336477,0.9928788,0.0
ERR2001848,0.002687584,0.0044336477,0.9928788,0.0
ERR107022,0.0026875236,0.0044343574,0.9928782,0.0
SRR6932118,0.002687584,0.0044336477,0.9928788,0.0
SRR6028646,0.0026872533,0.004436842,0.99287593,0.0
SRR2053275,0.0060756174,0.9858278,0.0080965925,0.0
ERR1328373,0.0026787252,0.0045504384,0.99277085,0.0
SRR2006392,0.0026839213,0.004502168,0.99281394,0.0
SRR7448718,0.002687554,0.0044336477,0.9928788,0.0
SRR2145365,0.002687584,0.0044336477,0.9928788,0.0
ERR1582947,0.0060756174,0.9858278,0.0080965925,0.0
SRR6056095,0.0039458554,0.81366616,0.18238795,0.0
SRR1949206,0.002687666,0.004437461,0.99287486,0.0
SRR4826711,0.0060755885,0.9858278,0.008096623,0.0
SRR5181372,0.0060756174,0.9858278,0.0080965925,0.0
ERR1594028,0.00607574,0.985826,0.008098202,0.0
ERR466743,0.0026692848,0.0056444504,0.9916862,0.0
ERR1760111,0.002684683,0.0044707363,0.9928445,0.0
SRR1067950,0.0060756174,0.9858278,0.0080965925,0.0
SRR2054539,0.0060756477,0.9858272,0.00809704,0.0
ERR2001932,0.002687584,0.0044336477,0.9928788,0.0
ERR1811130,0.002678909,0.004546595,0.9927745,0.0
ERR443460,0.0026875832,0.0044339136,0.9928785,0.0
SRR7902341,0.0061351643,0.9849686,0.0088962335,0.0
SRR5165786,0.002687584,0.0044336477,0.9928788,0.0
ERR500122,0.0026875834,0.0044337064,0.9928787,0.0
SRR6663517,0.0060756174,0.9858278,0.0080965925,0.0
SRR873454,0.0026799967,0.0046396498,0.99268043,0.0
SRR6398193,0.0060756174,0.9858278,0.0080965925,0.0
ERR1676992,0.002687584,0.0044336477,0.9928788,0.0
SRR3884248,0.00607565,0.98582625,0.008098023,0.0
SRR896571,0.0060780263,0.98559505,0.008326901,0.0
SRR2761378,0.0026864056,0.004448584,0.99286497,0.0
SRR504942,0.0026875834,0.0044337655,0.9928787,0.0
SRR4414513,0.0060756174,0.9858278,0.0080965925,0.0
ERR3005996,0.0026870403,0.004440421,0.99287254,0.0
SRR5586694,0.002687403,0.004435659,0.99287695,0.0
DRR048235,0.00268604,0.0044728,0.99284124,0.0
SRR994974,0.002687584,0.0044336477,0.9928788,0.0
SRR2097579,0.0060756174,0.9858278,0.0080965925,0.0
ERR2738802,0.002687584,0.0044336477,0.9928788,0.0
SRR5178881,0.0060756174,0.9858278,0.0080965925,0.0
SRR1426923,0.0026881713,0.0044373446,0.9928745,0.0
SRR944563,0.0060756174,0.9858278,0.0080965925,0.0
ERR1726014,0.8475874,0.073647626,0.07876502,0.0
SRR3289539,0.0060756174,0.9858278,0.0080965925,0.0
SRR6451785,0.0026875222,0.004435186,0.99287736,0.0
ERR923613,0.002687584,0.0044336477,0.9928788,0.0
SRR994866,0.002687553,0.0044345055,0.99287796,0.0
SRR6932256,0.002687584,0.0044336477,0.9928788,0.0
ERR1548877,0.002687584,0.004433677,0.9928788,0.0
ERR1533539,0.002773962,0.0044949516,0.9927311,0.0
ERR719663,0.0026772125,0.0045711687,0.9927516,0.0
SRR6265264,0.0026874626,0.0044354224,0.9928771,0.0
SRR1145327,0.002672655,0.004662887,0.99266446,0.0
DRR060273,0.0026874028,0.004435866,0.99287677,0.0
ERR1913247,0.002687584,0.0044336477,0.9928788,0.0
ERR500008,0.002687584,0.0044336477,0.9928788,0.0
ERR567235,0.0026887278,0.0044404757,0.9928708,0.0
SRR2549656,0.0060756174,0.9858278,0.0080965925,0.0
SRR3098327,0.0060756174,0.9858278,0.0080965925,0.0
SRR8609510,0.0026854384,0.004461361,0.9928533,0.0
ERR2013507,0.002699736,0.0045008743,0.99279934,0.0
ERR2168964,0.0060756174,0.9858278,0.0080965925,0.0
SRR3214676,0.002687584,0.0044336477,0.9928788,0.0
SRR2145567,0.0026875834,0.0044337064,0.9928787,0.0
SRR6038520,0.0026868586,0.004442994,0.99287015,0.0
SRR2135769,0.0060756174,0.9858278,0.0080965925,0.0
SRR6408540,0.0026832935,0.0044882153,0.9928285,0.0
SRR8611088,0.0026875527,0.0044344454,0.99287796,0.0
ERR986148,0.0026877825,0.0044571543,0.992855,0.0
SRR618687,0.0060756174,0.9858278,0.0080965925,0.0
SRR5165736,0.0026870088,0.0044416925,0.99287134,0.0
ERR1522406,0.0026911355,0.00443429,0.9928745,0.0
ERR441857,0.002687584,0.004433677,0.9928788,0.0
SRR5915519,0.0060756174,0.9858278,0.0080965925,0.0
SRR6004942,0.0060756174,0.9858278,0.0080965925,0.0
ERR1743320,0.0060756174,0.9858278,0.0080965925,0.0
SRR6078510,0.0060756174,0.9858278,0.0080965925,0.0
ERR1384703,0.002683625,0.004484785,0.99283165,0.0
SRR3419354,0.0026876125,0.0044340612,0.9928783,0.0
SRR4414753,0.0060756174,0.9858278,0.0080965925,0.0
ERR923875,0.0026769787,0.004569129,0.9927538,0.0
SRR1823073,0.0026843823,0.0044741086,0.99284154,0.0
ERR765956,0.0026874323,0.0044358363,0.99287677,0.0
ERR2739324,0.002687584,0.0044336477,0.9928788,0.0
ERR1315204,0.0026871152,0.004448462,0.99286443,0.0
SRR500396,0.0060756174,0.9858278,0.0080965925,0.0
SRR1618150,0.0026875832,0.0044339136,0.9928785,0.0
SRR6394105,0.0026768842,0.004572973,0.9927501,0.0
ERR765596,0.0026869192,0.0044421954,0.9928709,0.0
ERR2729924,0.8475874,0.073647626,0.07876502,0.0
ERR1384065,0.002673274,0.004628121,0.9926986,0.0
SRR500340,0.0060756174,0.9858278,0.0080965925,0.0
ERR1297936,0.0026875834,0.004433825,0.99287856,0.0
SRR5180939,0.0060756174,0.9858278,0.0080965925,0.0
ERR560630,0.0026874936,0.004434535,0.99287796,0.0
SRR5915312,0.0060756225,0.9858253,0.008099066,0.0
SRR6287287,0.0060756775,0.98582715,0.008097188,0.0
SRR5179969,0.0060756174,0.9858278,0.0080965925,0.0
ERR1311175,0.0026875841,0.0044337073,0.9928788,0.0
ERR1691564,0.0026872817,0.004437641,0.9928751,0.0
ERR1665723,0.0060756174,0.9858277,0.008096682,0.0
SRR5467951,0.0026863457,0.004448998,0.9928646,0.0
SRR5983485,0.0026874936,0.004434535,0.99287796,0.0
SRR6054582,0.002687522,0.0044352743,0.99287724,0.0
ERR1690440,0.002687584,0.004433677,0.9928788,0.0
ERR1581982,0.0060756183,0.9858278,0.008096593,0.0
SRR6367262,0.002683656,0.004483779,0.99283254,0.0
ERR309520,0.002708892,0.0044914675,0.99279964,0.0
SRR975528,0.0060756174,0.9858278,0.0080965925,0.0
ERR1256908,0.0026809978,0.0045175836,0.9928014,0.0
ERR443904,0.0026848952,0.004467779,0.9928473,0.0
SRR6444496,0.0026875532,0.0044342983,0.9928782,0.0
SRR6408835,0.002687584,0.0044336477,0.9928788,0.0
ERR1263469,0.0026888784,0.0044421107,0.9928691,0.0
SRR3191052,0.0026875236,0.0044342983,0.9928782,0.0
SRR1618042,0.002687584,0.0044336477,0.9928788,0.0
SRR8611086,0.0026875834,0.0044338843,0.9928786,0.0
ERR1383370,0.0026833513,0.004489428,0.9928273,0.0
SRR6412054,0.0026875222,0.004435008,0.9928775,0.0
ERR1960808,0.002687584,0.0044336477,0.9928788,0.0
SRR6287212,0.0060756174,0.9858278,0.0080965925,0.0
SRR6444700,0.0026816265,0.0045128795,0.9928055,0.0
ERR695322,0.0026864936,0.004467241,0.99284625,0.0
SRR5874749,0.0060756174,0.9858278,0.0080965925,0.0
ERR209830,0.002684531,0.00447325,0.99284214,0.0
ERR441918,0.002687584,0.0044336477,0.9928788,0.0
SRR3361593,0.0026870675,0.0044418992,0.9928711,0.0
SRR2922883,0.002687584,0.0044336477,0.9928788,0.0
SRR3624192,0.0060756174,0.9858278,0.0080965925,0.0
SRR3647877,0.0026862528,0.0044515114,0.9928622,0.0
ERR1298054,0.0026808477,0.0045190626,0.9928001,0.0
ERR1690818,0.0026875834,0.004433914,0.99287856,0.0
ERR765848,0.0026868898,0.004442018,0.9928711,0.0
ERR2730295,0.0026876132,0.0044336766,0.9928787,0.0
SRR062202,0.0060756174,0.9858278,0.0080965925,0.0
ERR981222,0.002685044,0.0044673057,0.9928477,0.0
ERR441207,0.0026875834,0.0044339434,0.99287856,0.0
ERR531576,0.0026867967,0.0044446206,0.9928686,0.0
ERR2835955,0.0026877022,0.0044338843,0.9928784,0.0
DRR048075,0.0026866454,0.004446898,0.9928665,0.0
ERR539013,0.0060756174,0.9858278,0.0080965925,0.0
ERR2600145,0.002687584,0.0044336477,0.9928788,0.0
ERR500854,0.002687584,0.0044336477,0.9928788,0.0
ERR1428402,0.002687584,0.0044336477,0.9928788,0.0
ERR1512281,0.002756215,0.0046468363,0.9925969,0.0
SRR3144709,0.006077309,0.9857994,0.008123272,0.0
ERR543172,0.0060756174,0.9858278,0.0080965925,0.0
ERR2592335,0.8475873,0.073647626,0.07876502,0.0
ERR719213,0.0026848048,0.0044686957,0.99284655,0.0
SRR2006424,0.0026664792,0.0047317846,0.9926017,0.0
ERR924130,0.002687584,0.0044336477,0.9928788,0.0
SRR2145323,0.002687584,0.0044336477,0.9928788,0.0
ERR1263645,0.0026891143,0.0044427016,0.99286824,0.0
SRR640736,0.0062510166,0.98561186,0.00813708,0.0
SRR3647896,0.0026807545,0.004521635,0.9927976,0.0
ERR720228,0.002686104,0.004452163,0.9928617,0.0
ERR3661000,0.0060756174,0.9858278,0.0080965925,0.0
SRR6414427,0.002685408,0.004461686,0.9928529,0.0
SRR7453608,0.002686066,0.004492253,0.99282175,0.0
ERR2495665,0.002687523,0.004434653,0.9928778,0.0
ERR487814,0.0026875236,0.004434476,0.9928781,0.0
SRR6444846,0.002683344,0.004493685,0.99282295,0.0
ERR924329,0.0026845932,0.0044716243,0.9928438,0.0
SRR6444839,0.0026583176,0.0048759286,0.9924658,0.0
ERR1467024,0.002687584,0.0044336477,0.9928788,0.0
SRR3214696,0.002687584,0.0044336477,0.9928788,0.0
ERR3130423,0.0060756174,0.9858278,0.0080965925,0.0
ERR1311209,0.0026871003,0.0044400366,0.9928729,0.0
SRR921098,0.002686979,0.0044416627,0.9928714,0.0
ERR441884,0.002687584,0.0044336477,0.9928788,0.0
SRR7453367,0.002687405,0.00445192,0.9928607,0.0
ERR789805,0.0060756174,0.9858278,0.0080965925,0.0
ERR1201159,0.0026935083,0.004477865,0.99282867,0.0
SRR3094931,0.002687584,0.0044336477,0.9928788,0.0
ERR986470,0.002684525,0.004476946,0.9928385,0.0
ERR2560648,0.0026836465,0.004489574,0.9928268,0.0
ERR765883,0.002687584,0.0044336477,0.9928788,0.0
SRR5915067,0.0060756174,0.9858278,0.0080965925,0.0
ERR1263729,0.002700125,0.00453118,0.99276865,0.0
ERR2011968,0.002687584,0.0044336477,0.9928788,0.0
SRR1623169,0.0026775831,0.0045616184,0.9927608,0.0
ERR765654,0.0023897937,0.010693255,0.98691696,0.0
SRR6457367,0.006075589,0.9858278,0.008096654,0.0
SRR3633251,0.0060756174,0.9858278,0.0080965925,0.0
SRR5180497,0.0060756174,0.9858278,0.0080965925,0.0
ERR2991601,0.002687494,0.004434506,0.9928781,0.0
ERR1960732,0.0026876128,0.0044339728,0.99287844,0.0
SRR1770723,0.0060756174,0.9858278,0.0080965925,0.0
SRR920915,0.002687584,0.0044336477,0.9928788,0.0
ERR2511515,0.0026809555,0.0045251814,0.99279386,0.0
SRR3030600,0.0026805135,0.0045242673,0.9927953,0.0
SRR5002084,0.0060854615,0.9857844,0.0081301,0.0
SRR2168151,0.0060756174,0.9858278,0.0080965925,0.0
SRR6038518,0.0026875834,0.0044338843,0.99287856,0.0
SRR1824438,0.0060756174,0.98582757,0.00809677,0.0
SRR6264658,0.0026874936,0.0044345944,0.99287796,0.0
ERR833614,0.0060756174,0.9858278,0.0080965925,0.0
ERR309277,0.0026891483,0.004443361,0.99286747,0.0
ERR2013529,0.0027243826,0.0046402398,0.99263537,0.0
ERR308534,0.002815125,0.0045694276,0.9926154,0.0
ERR1896971,0.0060755587,0.98582715,0.008097277,0.0
SRR7275940,0.0060756174,0.9858278,0.0080965925,0.0
ERR2599269,0.002687584,0.0044336477,0.9928788,0.0
SRR3095124,0.0026875546,0.004433648,0.9928788,0.0
ERR1689030,0.002687584,0.0044336477,0.9928788,0.0
ERR522500,0.0026868898,0.004442048,0.9928711,0.0
ERR1512007,0.0027326532,0.0044814786,0.9927858,0.0
ERR442013,0.0026875234,0.0044345646,0.99287796,0.0
ERR1760001,0.0026847436,0.004470027,0.99284524,0.0
SRR1923804,0.0026874624,0.0044356,0.992877,0.0
ERR1712605,0.0026834677,0.0045432625,0.9927733,0.0
SRR5467794,0.0026873122,0.0044369902,0.9928757,0.0
SRR1334521,0.0060756174,0.9858278,0.0080965925,0.0
SRR6309234,0.002687584,0.0044336477,0.9928788,0.0
ERR1382852,0.0026820821,0.004505783,0.99281216,0.0
SRR8611163,0.002687584,0.0044336477,0.9928788,0.0
ERR499726,0.002687584,0.0044336477,0.9928788,0.0
SRR5916489,0.0060756174,0.9858278,0.0080965925,0.0
ERR418229,0.8091593,0.111683235,0.07915754,0.0
SRR5180717,0.0060756174,0.9858278,0.0080965925,0.0
ERR537714,0.0026591872,0.0048326897,0.9925082,0.0
ERR986799,0.0060756174,0.9858278,0.0080965925,0.0
ERR765885,0.002687553,0.0044345055,0.99287796,0.0
SRR2074928,0.0060756174,0.9858278,0.0080965925,0.0
ERR923687,0.0026713575,0.004642288,0.99268633,0.0
ERR1905871,0.002687584,0.0044336477,0.9928788,0.0
SRR505212,0.0026764302,0.004650573,0.992673,0.0
ERR2182505,0.002687584,0.0044336477,0.9928788,0.0
SRR1704319,0.0026827788,0.004495757,0.9928215,0.0
ERR498538,0.0026871904,0.0044390303,0.9928738,0.0
ERR1384584,0.002674461,0.0046076304,0.99271786,0.0
SRR1231523,0.0060756174,0.9858278,0.0080965925,0.0
SRR7453470,0.0026832996,0.004662276,0.99265444,0.0
SRR5803389,0.0060756183,0.9858278,0.008096623,0.0
ERR209650,0.002669786,0.004680841,0.9926494,0.0
ERR499662,0.002687584,0.0044336477,0.9928788,0.0
ERR720215,0.002672336,0.0046408656,0.99268675,0.0
SRR996814,0.002687584,0.0044336477,0.9928788,0.0
SRR1784962,0.0060756174,0.9858278,0.0080965925,0.0
ERR1428479,0.0026560237,0.004849102,0.9924949,0.0
SRR943927,0.0060756174,0.9858278,0.0080965925,0.0
ERR107013,0.0026866458,0.0044462173,0.99286705,0.0
SRR346809,0.002683115,0.0044891033,0.9928278,0.0
ERR2599282,0.004871875,0.57010245,0.3986598,0.026365876
ERR1905541,0.0026785813,0.0045483704,0.99277306,0.0
SRR2098456,0.0060756174,0.9858278,0.0080965925,0.0
SRR1799100,0.004871875,0.57010245,0.3986598,0.026365876
ERR1583356,0.0060756174,0.9858278,0.0080965925,0.0
ERR499921,0.002687584,0.0044336477,0.9928788,0.0
ERR1678294,0.0026863466,0.004448673,0.99286497,0.0
SRR6457140,0.0060756174,0.9858278,0.0080965925,0.0
ERR3605931,0.0026875539,0.004433736,0.9928787,0.0
ERR308494,0.0026938498,0.0044508707,0.99285525,0.0
ERR441462,0.002687584,0.0044336477,0.9928788,0.0
ERR1256806,0.0026672592,0.004706745,0.99262595,0.0
SRR2056299,0.0060756174,0.9858278,0.0080965925,0.0
SRR6408688,0.0026867387,0.0044439407,0.9928693,0.0
SRR5179918,0.0060756174,0.9858278,0.0080965925,0.0
SRR6931502,0.002687584,0.0044336477,0.9928788,0.0
SRR6411638,0.0026874025,0.0044361027,0.9928765,0.0
ERR1513397,0.002687554,0.0044336477,0.9928788,0.0
ERR720023,0.0026755,0.0046051126,0.99271935,0.0
ERR1382848,0.0026869175,0.0044430825,0.99287,0.0
SRR6444853,0.0026874037,0.004435245,0.9928773,0.0
ERR441883,0.002687554,0.004433677,0.9928788,0.0
ERR1897462,0.0060757683,0.98582673,0.008097457,0.0
SRR6745340,0.0060756174,0.9858278,0.0080965925,0.0
ERR220351,0.0060756174,0.9858278,0.0080965925,0.0
SRR994868,0.0024608076,0.120494485,0.7975238,0.07952094
ERR1382414,0.002687251,0.004438084,0.9928746,0.0
ERR441105,0.0026875834,0.0044337064,0.9928787,0.0
SRR1793475,0.0060756183,0.9858277,0.008096653,0.0
SRR3427246,0.0060756174,0.9858278,0.0080965925,0.0
SRR1747702,0.0060756174,0.9858278,0.0080965925,0.0
ERR1313319,0.0026812777,0.00454484,0.9927739,0.0
SRR2010303,0.002687009,0.004441367,0.99287164,0.0
SRR5590721,0.0060756174,0.9858278,0.0080965925,0.0
ERR1428665,0.0026875841,0.0044337073,0.9928788,0.0
ERR1691066,0.002687584,0.0044336477,0.9928788,0.0
SRR7584814,0.0026886126,0.0044395034,0.99287194,0.0
SRR6931318,0.002687584,0.0044336477,0.9928788,0.0
SRR5003178,0.0060756174,0.9858278,0.0080965925,0.0
SRR5870034,0.002687584,0.0044336477,0.9928788,0.0
ERR1523662,0.002687643,0.004433618,0.9928788,0.0
SRR5915747,0.0060756174,0.9858278,0.0080965925,0.0
SRR2098438,0.0060756174,0.9858278,0.0080965925,0.0
SRR5180795,0.0060756174,0.9858278,0.0080965925,0.0
SRR3647637,0.0026872517,0.0044376994,0.992875,0.0
SRR1617734,0.002687554,0.0044336477,0.9928788,0.0
SRR7453330,0.002687584,0.004433677,0.9928788,0.0
SRR3063404,0.0060756174,0.9858278,0.0080965925,0.0
SRR1426529,0.0026969928,0.0044684038,0.99283457,0.0
ERR1428432,0.002687584,0.0044336477,0.9928788,0.0
SRR6443983,0.0026854677,0.0044614794,0.99285305,0.0
ERR1220571,0.0060756183,0.9858278,0.008096623,0.0
ERR1226340,0.0026461545,0.0049884743,0.99236536,0.0
SRR6409059,0.002687553,0.0044345055,0.99287796,0.0
ERR498534,0.002687584,0.0044336477,0.9928788,0.0
SRR5869953,0.0026875243,0.0044339434,0.99287856,0.0
ERR1533662,0.0026958392,0.0044370596,0.99286705,0.0
ERR501013,0.002687584,0.0044336477,0.9928788,0.0
ERR1523049,0.34114808,0.0050515807,0.65380037,0.0
SRR1708829,0.0026835194,0.0056272843,0.9916892,0.0
ERR526071,0.0026875841,0.004433648,0.9928788,0.0
ERR1466869,0.0026883963,0.0044438466,0.99286777,0.0
SRR3624285,0.0060756174,0.9858278,0.0080965925,0.0
SRR3951031,0.0026875243,0.0044337655,0.9928787,0.0
SRR2145537,0.0026855879,0.0044603553,0.99285406,0.0
SRR6874713,0.002650731,0.004958261,0.99239105,0.0
ERR1690876,0.0026875539,0.0044337953,0.9928786,0.0
SRR6931816,0.002687584,0.0044336477,0.9928788,0.0
SRR1771052,0.004871875,0.57010245,0.3986598,0.026365876
ERR1382469,0.002658189,0.0049932813,0.9923486,0.0
ERR579485,0.0026871297,0.004440125,0.9928728,0.0
SRR1328199,0.0060756174,0.9858278,0.0080965925,0.0
SRR5983266,0.002687343,0.0044363393,0.99287635,0.0
SRR7454163,0.0026876428,0.0044337064,0.9928787,0.0
DRR042995,0.0026875825,0.0044343276,0.9928781,0.0
ERR1297845,0.0026875532,0.004434417,0.9928781,0.0
SRR6443868,0.002687584,0.0044336477,0.9928788,0.0
ERR981214,0.0026858926,0.0044547655,0.9928593,0.0
DRR060291,0.0026864964,0.004447401,0.99286616,0.0
ERR2495328,0.0026875234,0.0044345646,0.99287796,0.0
ERR2249160,0.0026870107,0.0044404506,0.99287254,0.0
SRR6409249,0.0026875834,0.004434062,0.99287844,0.0
SRR4826713,0.0060927775,0.9857549,0.008152329,0.0
SRR5210749,0.0027236333,0.004632702,0.9926437,0.0
ERR2511159,0.0026705875,0.004697066,0.9926324,0.0
ERR2011076,0.0026706613,0.005073993,0.9922554,0.0
SRR5166003,0.0026847718,0.0044708247,0.9928444,0.0
SRR1649627,0.0060756174,0.9858278,0.0080965925,0.0
SRR5180610,0.0060756174,0.9858278,0.0080965925,0.0
SRR5181210,0.0060756174,0.9858278,0.0080965925,0.0
SRR1704563,0.0026664173,0.004716358,0.9926173,0.0
ERR1298131,0.002687584,0.004433677,0.9928788,0.0
ERR1523517,0.002687554,0.0044336477,0.9928788,0.0
DRR018766,0.0026831059,0.004494632,0.99282223,0.0
SRR5868864,0.0026875825,0.004434357,0.9928781,0.0
SRR8605466,0.0026681535,0.004684365,0.99264747,0.0
ERR1226382,0.0026697533,0.0046646423,0.99266565,0.0
ERR1428921,0.0026755903,0.004586252,0.9927381,0.0
SRR8605784,0.002687494,0.004434506,0.9928781,0.0
SRR062155,0.0060756174,0.9858278,0.0080965925,0.0
SRR6932071,0.00268716,0.0044396217,0.9928732,0.0
SRR5002180,0.0060849516,0.9857871,0.0081280125,0.0
ERR1689781,0.0026875834,0.0044337064,0.9928787,0.0
SRR8611167,0.0026705712,0.004653052,0.9926764,0.0
SRR920225,0.002687584,0.004433677,0.9928788,0.0
SRR996145,0.0026871006,0.0044397404,0.99287313,0.0
ERR2560559,0.0026876426,0.004433884,0.9928785,0.0
SRR830626,0.0060756174,0.9858278,0.0080965925,0.0
ERR576319,0.002695984,0.0044855787,0.9928184,0.0
ERR1297977,0.0026480625,0.0049610157,0.99239093,0.0
SRR4780235,0.0060756174,0.9858278,0.0080965925,0.0
SRR5177269,0.0060756174,0.9858278,0.0080965925,0.0
ERR2168920,0.0060756174,0.9858278,0.0080965925,0.0
SRR5916514,0.0060756174,0.9858278,0.0080965925,0.0
SRR7303131,0.0026573641,0.0049179597,0.9924247,0.0
ERR1518924,0.0027043896,0.004518404,0.9927773,0.0
ERR1298258,0.002687584,0.0044336477,0.9928788,0.0
SRR3362200,0.0026860428,0.004453375,0.9928605,0.0
ERR1971168,0.0026875546,0.004433737,0.9928788,0.0
ERR1189694,0.0060756174,0.9858278,0.0080965925,0.0
ERR488018,0.002709351,0.004507521,0.9927831,0.0
SRR6931992,0.0026687044,0.0048359893,0.9924953,0.0
SRR1923913,0.0026875841,0.004433678,0.9928788,0.0
DRR047863,0.0026833133,0.0044942764,0.99282247,0.0
SRR6264360,0.0026872207,0.0044385274,0.9928742,0.0
SRR1653627,0.002691219,0.004471243,0.99283755,0.0
SRR996875,0.0026873127,0.004436783,0.9928759,0.0
ERR1743297,0.0060756174,0.9858278,0.0080965925,0.0
ERR924138,0.002687584,0.0044336477,0.9928788,0.0
SRR6931313,0.002687584,0.0044336477,0.9928788,0.0
ERR979003,0.0026806337,0.004522995,0.99279636,0.0
SRR5181083,0.0060756174,0.9858278,0.0080965925,0.0
ERR1611406,0.0026875532,0.0044342983,0.9928782,0.0
SRR5431472,0.002687584,0.0044336477,0.9928788,0.0
SRR5940964,0.0060756174,0.9858278,0.0080965925,0.0
ERR1310411,0.0026857425,0.004456245,0.99285805,0.0
SRR6078485,0.0060756174,0.9858278,0.0080965925,0.0
SRR5180321,0.0060756174,0.9858278,0.0080965925,0.0
SRR769722,0.0035594758,0.8807683,0.11567226,0.0
ERR2198075,0.002687584,0.0044336477,0.9928788,0.0
SRR3095221,0.0026874328,0.004435392,0.9928771,0.0
SRR6408908,0.0026852563,0.004463993,0.9928508,0.0
ERR441593,0.0026875546,0.004433737,0.9928788,0.0
SRR2016349,0.0026903965,0.0044547613,0.9928549,0.0
SRR7449272,0.0026876132,0.0044337953,0.99287856,0.0
SRR6413992,0.0026848044,0.0044691986,0.9928461,0.0
SRR5230530,0.006075677,0.98582757,0.008096741,0.0
SRR919865,0.0026875222,0.004435067,0.99287736,0.0
ERR1616414,0.0026842908,0.004475676,0.9928401,0.0
SRR6038513,0.0026870088,0.0044416334,0.9928714,0.0
ERR2042915,0.0060756174,0.9858278,0.0080965925,0.0
SRR996201,0.0026875834,0.0044338545,0.9928786,0.0
SRR8609948,0.002687583,0.0044342685,0.99287814,0.0
SRR7145470,0.0060748784,0.98581123,0.008113878,0.0
ERR1726022,0.847586,0.07364581,0.078768104,0.0
ERR1582567,0.006075647,0.9858277,0.0080965925,0.0
ERR499650,0.002687584,0.0044336477,0.9928788,0.0
ERR1913003,0.0026858486,0.0044633397,0.99285084,0.0
ERR2043343,0.0060756174,0.9858278,0.0080965925,0.0
SRR6054617,0.0026874011,0.0044367528,0.9928758,0.0
ERR756808,0.0026864037,0.0044677434,0.99284583,0.0
SRR8605151,0.0026875832,0.004434121,0.9928783,0.0
ERR719901,0.0026863753,0.0044491757,0.9928645,0.0
DRR048145,0.0026874312,0.004436546,0.99287605,0.0
SRR1556834,0.0026764222,0.0045841206,0.99273944,0.0
SRR6148422,0.002687553,0.0044345055,0.99287796,0.0
ERR525963,0.0026832938,0.004488245,0.9928285,0.0
SRR1660173,0.0026876426,0.004433795,0.99287856,0.0
ERR2739042,0.0026875834,0.004433736,0.9928787,0.0
ERR2043074,0.0060756183,0.9858278,0.008096593,0.0
ERR543413,0.0060756174,0.9858278,0.0080965925,0.0
ERR2042064,0.0026823238,0.004502559,0.99281514,0.0
ERR441445,0.002687584,0.0044336477,0.9928788,0.0
SRR5915205,0.0060756174,0.9858278,0.0080965925,0.0
SRR1151510,0.0060756174,0.9858278,0.0080965925,0.0
ERR365895,0.0026524104,0.0049620955,0.99238545,0.0
ERR1020401,0.0026521184,0.004941885,0.9924061,0.0
SRR618707,0.0060756183,0.9858278,0.008096593,0.0
SRR5687902,0.002687584,0.0044336477,0.9928788,0.0
ERR765618,0.0026829918,0.0044921194,0.99282485,0.0
SRR5176109,0.0060756174,0.9858278,0.0080965925,0.0
