,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR499961,0.99845785,6.332797e-06,4.618415e-05,0.000108455315,0.00011196082,1.3992881e-05,1.6939397e-05,1.550183e-05,4.250891e-05,3.3249686e-05,6.0608305e-05,3.8084905e-05,0.0010483265
SRR6411718,0.0013214946,6.377817e-06,0.00021028519,0.00015667081,0.00043290854,6.0452385e-05,8.341904e-05,4.724832e-05,9.738222e-05,0.00024840236,0.0007542074,0.00013461709,0.99644655
ERR1811131,0.9984578,6.3331477e-06,4.61908e-05,0.00010846379,0.00011195463,1.3992681e-05,1.6938913e-05,1.5504342e-05,4.250867e-05,3.324791e-05,6.0602062e-05,3.8083886e-05,0.0010483861
SRR1583584,0.00038963556,0.00487265,0.086945176,0.35710055,0.0038929582,0.000739485,0.0017444193,0.00011338001,0.0035774708,0.002655208,0.0012664199,0.0011078715,0.5355948
SRR7449297,0.0012144446,1.4510301e-05,0.0002489388,0.00026276708,0.00033134222,0.00011549512,0.00026372075,5.45449e-05,0.00011740445,0.00042909384,0.0016449988,0.000116895215,0.99518585
ERR1310299,0.99843717,6.376613e-06,4.7036923e-05,0.00010911784,0.00011182242,1.39993135e-05,1.6932452e-05,1.5793938e-05,4.2546708e-05,3.3154913e-05,6.0048278e-05,3.7898095e-05,0.0010681152
SRR1145342,0.00053602457,0.00015422702,0.9945221,0.0012108982,0.00016698241,0.00025558472,9.143284e-05,0.00034695864,0.00031891465,0.00030195713,0.00018298626,0.0007444918,0.0011674762
SRR6931830,0.0025088787,1.3140532e-05,0.0016369522,0.00086298585,7.451125e-05,1.2647266e-05,3.2594857e-05,6.792412e-05,8.745451e-05,6.390655e-05,0.00020471215,4.7424197e-05,0.99438685
ERR1313476,0.99845743,6.3357693e-06,4.62373e-05,0.00010852795,0.000111909474,1.3991546e-05,1.693565e-05,1.5521962e-05,4.2507127e-05,3.3235894e-05,6.0561735e-05,3.8077895e-05,0.0010486841
SRR5196301,0.0005817096,0.0015735317,0.0047871904,0.0034553744,0.009738021,0.0072271056,0.9574463,0.0012169773,0.0030769152,0.0044162185,0.004313742,0.0021669278,0.0
