,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR499961,0.00020194487,0.00024648715,0.9987786,0.00047450193,4.407519e-05,3.0124307e-05,1.7043154e-05,0.00017119729,3.5997215e-05,0.0
SRR6411718,8.40345e-05,0.00030118227,0.0009584427,0.99567664,4.2098374e-05,6.2383304e-05,1.4684985e-05,0.001251936,0.0003758669,0.0012326837
ERR1811131,0.00020191519,0.0002464575,0.99877864,0.00047465117,4.4083587e-05,3.0132602e-05,1.7052544e-05,0.00017107821,3.6013444e-05,0.0
SRR1583584,8.40345e-05,0.00030118227,0.0009584427,0.99567664,4.2098374e-05,6.2383304e-05,1.4684985e-05,0.001251936,0.0003758669,0.0012326837
SRR7449297,0.00017844522,0.00032585004,0.002603628,0.0032202855,9.192757e-05,0.000120648016,0.00019964282,0.9926045,0.00065507984,0.0
ERR1310299,0.0002018853,0.00024648718,0.99877876,0.00047444238,4.407469e-05,3.0123794e-05,1.7042586e-05,0.0001711973,3.5996258e-05,0.0
SRR1145342,9.3144125e-05,0.00027412176,0.0012466013,0.9960099,5.3095107e-05,7.040207e-05,2.1210484e-05,0.0010871887,0.00036978722,0.00077456236
SRR6931830,5.12684e-05,0.0014532508,0.0062888567,0.00333491,4.3752974e-05,0.00022494794,0.00037726763,0.0033725502,0.00013175608,0.9847215
ERR1313476,0.0002018853,0.00024648718,0.99877876,0.00047447218,4.4074735e-05,3.012385e-05,1.7042636e-05,0.00017116751,3.5996327e-05,0.0
SRR5196301,8.40345e-05,0.00030118227,0.0009584427,0.99567664,4.2098374e-05,6.2383304e-05,1.4684985e-05,0.001251936,0.0003758669,0.0012326837
ERR1331878,0.00020194487,0.00024648715,0.9987786,0.00047450193,4.407519e-05,3.0124278e-05,1.7043138e-05,0.00017119729,3.5997215e-05,0.0
ERR498816,0.00020194499,0.00024654687,0.99877864,0.0004745618,4.4082914e-05,3.013194e-05,1.7051763e-05,0.00017107821,3.601214e-05,0.0
ERR2739135,0.0002801543,0.0003492767,0.9986017,0.00034605892,5.2201704e-05,3.3310305e-05,2.4416122e-05,0.00026865376,4.424344e-05,0.0
ERR441703,8.403643e-05,0.00030118227,0.0009584427,0.99567664,4.2100542e-05,6.2385036e-05,1.4686162e-05,0.0012520254,0.0003758669,0.0012325644
ERR209778,0.00020609291,0.00024881912,0.9987655,0.00048437942,4.4726767e-05,3.0773546e-05,1.7783394e-05,0.0001645883,3.7271664e-05,0.0
SRR5870044,5.1267903e-05,0.0014530122,0.0062868,0.0033341944,4.3756307e-05,0.00022497773,0.0003774464,0.0033736527,0.00013175607,0.98472315
ERR1712495,3.222e-05,0.00023150444,0.00415954,0.12916231,3.4213368e-05,0.00012937188,0.00018209219,0.036892176,0.029138327,0.8000382
ERR1311006,0.00020188528,0.00024654673,0.9987787,0.00047444232,4.4074688e-05,3.012379e-05,1.7042585e-05,0.0001711675,3.5996254e-05,0.0
ERR2511926,0.00039622188,0.00033444166,0.9955373,0.00094136596,7.1717885e-05,6.113506e-05,6.9947855e-05,4.6469468e-05,0.00011428779,0.0024271011
SRR6412038,8.403498e-05,0.00030112267,0.0009583533,0.9956766,4.2098814e-05,6.23836e-05,1.46852235e-05,0.0012519956,0.0003758669,0.0012328625
DRR043888,8.404629e-05,0.00030112267,0.0009586811,0.9956771,4.2111504e-05,6.239348e-05,1.4692269e-05,0.0012517571,0.0003758669,0.0012322068
SRR6038497,0.00038453937,0.00062692165,0.95892715,0.0043060184,0.00013822317,0.00014042854,0.00012761354,5.8141286e-06,1.8846456e-05,0.035324395
