,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR499961,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6411718,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR1811131,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR1583584,0.00076615706,0.0011501572,0.0014072175,0.9911028,0.00095291005,0.00038129484,0.0004424756,0.0012276587,0.002569266,0.0
SRR7449297,0.0007342696,0.0017010868,0.004101008,0.0038653016,0.0019676685,0.0023368895,0.0007098615,0.98219633,0.0019405186,0.00044703484
ERR1310299,0.00058829784,0.0010401309,0.9948816,0.0010783374,0.00043079257,0.00036486983,0.00048398972,0.00036677718,0.00021857023,0.0005466938
SRR1145342,0.00078007125,0.0011583642,0.001433589,0.99097466,0.00097042177,0.00039080856,0.0004504436,0.001261254,0.002580389,0.0
SRR6931830,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR1313476,0.00058829784,0.0010400414,0.9948815,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005467534
SRR5196301,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR1331878,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR498816,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2739135,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR441703,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR209778,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR5870044,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR1712495,0.0018446018,0.0015280336,0.001970602,0.98301995,0.0014589701,0.000989013,0.00056345173,0.0011340907,0.007491305,0.0
ERR1311006,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2511926,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6412038,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
DRR043888,0.0007661276,0.0011501575,0.0014071882,0.99110305,0.0009529104,0.00038135442,0.00044247578,0.0012276592,0.002569148,0.0
SRR6038497,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR441309,0.00076618703,0.0011501575,0.0014072477,0.99110293,0.0009529104,0.00038129496,0.0004425055,0.001227689,0.0025691183,0.0
ERR1913153,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR8485004,0.00019621849,0.0018881261,0.73859316,0.013046861,0.0004775524,0.00013488531,0.0002568364,0.0013343692,8.573853e-05,0.24398625
SRR1948839,0.0007342696,0.0017010868,0.004101008,0.0038653016,0.0019676685,0.0023368895,0.0007098615,0.98219633,0.0019405186,0.00044703484
ERR522326,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3362197,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
DRR048073,0.0007665483,0.0011501347,0.001408921,0.9910986,0.00095345115,0.00038159452,0.0004426865,0.0012294799,0.002568658,0.0
SRR5868826,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
DRR047362,0.00076657353,0.0011496225,0.0014080504,0.99110115,0.000953178,0.00038150305,0.0004428028,0.0012276295,0.0025695048,0.0
SRR6038374,0.00046867132,0.018026441,0.9621682,0.0032111704,0.00046548247,0.00018185377,0.00017353892,0.0011010766,0.000325799,0.013877749
ERR1310508,0.00058496,0.0010479391,0.9948342,0.0010840893,0.00042966008,0.00036275387,0.00048059225,0.00036782026,0.0002182126,0.00058978796
ERR522546,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1314699,0.0005876422,0.0010417402,0.994872,0.0010794699,0.00043058395,0.0003644824,0.00048327446,0.0003670454,0.00021851063,0.00055527687
ERR1398144,0.00033417344,0.002180159,0.9873087,0.0018334687,0.00033056736,0.00020107627,0.00023984909,0.00048145652,0.00018838048,0.006902218
SRR3951080,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
DRR047536,0.0007661274,0.0011501573,0.0014072474,0.99110276,0.00095296965,0.00038129487,0.00044247566,0.0012277481,0.0025692068,0.0
SRR7453759,0.0007342696,0.0017010868,0.004101008,0.0038653016,0.0019676685,0.0023368895,0.0007098615,0.98219633,0.0019405186,0.00044703484
DRR048002,0.0007661571,0.0011501573,0.0014072177,0.9911028,0.00095291017,0.00038135433,0.00044244595,0.0012277183,0.0025692366,0.0
ERR500248,0.0005866289,0.0010443032,0.9948563,0.0010814667,0.00043022633,0.00036373734,0.00048214197,0.00036740303,0.00021833181,0.0005694628
ERR443132,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR5942086,0.0005772114,0.08574867,0.7410405,0.0002156496,0.0007111132,0.00034043193,0.00057417154,0.005370438,0.0006322861,0.16478956
ERR522472,0.002145057,0.00015187665,0.7414411,0.17244075,0.009511768,0.003685299,0.008458771,0.061974235,0.00019110307,0.0
SRR3503320,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR209726,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR209538,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2730402,0.00019726157,0.004339844,0.9707134,0.0030049086,0.00025835633,0.00011534949,0.00012469292,0.0006201267,0.00016406178,0.020462036
SRR6451831,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1314867,0.00058829784,0.0010400414,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR867473,0.00058829784,0.0010400414,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6054426,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR441732,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR2086825,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR1623066,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR6393940,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR719854,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR522331,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR5699336,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1309720,0.00058814883,0.0010406375,0.99487877,0.0010786653,0.00043076277,0.00036472082,0.0004837513,0.0003669262,0.00021857023,0.000549078
SRR3095096,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR139249,0.00045123696,0.0014718473,0.9921577,0.0013831854,0.00038051605,0.0002759695,0.00034821033,0.00041675568,0.00020384789,0.0029107332
ERR1315185,0.00058832765,0.0010400414,0.9948815,0.0010783374,0.00043085217,0.00036492944,0.0004839599,0.0003668368,0.00021857023,0.0005466342
SRR6264874,0.00058832765,0.0010400414,0.9948815,0.0010783374,0.00043085217,0.00036492944,0.0004839599,0.0003668368,0.00021857023,0.0005466342
ERR209442,0.00058829784,0.0010400414,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR1822432,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR2154913,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR368873,0.004576832,0.22449034,0.69576013,0.01772666,0.0036676526,0.002876103,0.0022544563,0.00069093704,0.0041703284,0.043786526
ERR441131,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR7448916,0.0007342696,0.0017010868,0.004101008,0.0038653016,0.0019676685,0.0023368895,0.0007098615,0.98219633,0.0019405186,0.00044703484
ERR441461,0.00076615723,0.0011500979,0.0014071286,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR441900,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR2511407,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3647832,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR883566,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1310770,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR7453321,0.0007342696,0.001700908,0.004101455,0.003865093,0.0019676983,0.002336979,0.0007099509,0.9821957,0.0019405484,0.00044745207
ERR522532,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6264576,0.00022900105,0.0035719275,0.9768524,0.0026128888,0.00027695298,0.00013497472,0.00015002489,0.000577271,0.0001706481,0.015423834
SRR5467753,0.00076648395,0.0011503056,0.001407693,0.99109983,0.0009532072,0.00038156233,0.00044256475,0.0012279856,0.0025703954,0.0
SRR6408904,0.00076618686,0.0011501573,0.001407188,0.99110293,0.00095285074,0.00038135433,0.00044247566,0.0012277183,0.0025691772,0.0
ERR866515,0.0018571314,0.00030198245,0.9413716,0.037026163,0.0045828456,0.0016325113,0.002419101,0.010580239,0.00022841149,0.0
SRR6444204,0.00058829784,0.0010400414,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
DRR042799,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR1760137,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR1384238,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR1461690,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR499786,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR996263,0.034180798,0.03513325,0.0005600373,0.2694091,0.027920773,0.06439842,0.38974828,0.008078154,0.17057122,0.0
DRR041937,0.0007702921,0.001149864,0.0014145954,0.9910691,0.0009579377,0.00038435825,0.0004448258,0.0012354224,0.002573586,0.0
SRR6408795,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR5467932,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
ERR500190,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3465624,0.00058835745,0.0010401905,0.9948813,0.001078397,0.00043082237,0.00036486983,0.0004839301,0.0003668368,0.00021854043,0.000546813
SRR5165622,0.00058832765,0.0010400414,0.9948815,0.0010783374,0.00043085217,0.00036492944,0.0004839599,0.0003668368,0.00021857023,0.0005466342
SRR3362269,0.00058832765,0.0010400414,0.9948815,0.0010783374,0.00043085217,0.00036492944,0.0004839599,0.0003668368,0.00021857023,0.0005466342
SRR6444860,0.0005879104,0.0010412037,0.99487543,0.0010790825,0.00043067336,0.0003646016,0.00048351288,0.0003670156,0.00021851063,0.0005520582
ERR498485,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1398101,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2511357,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6309260,0.017237335,0.020969361,0.045043945,0.015841037,0.037255824,0.05641377,0.7686888,0.0052396655,0.015607357,0.017702878
SRR5189398,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR139431,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1109466,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
DRR060272,0.00076615723,0.0011501277,0.0014072476,0.99110293,0.00095285085,0.0003813544,0.00044247572,0.0012275996,0.0025692072,0.0
SRR346832,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR1631040,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR494417,0.00076615723,0.0011500979,0.0014072178,0.99110305,0.0009529103,0.00038129493,0.00044247572,0.001227659,0.0025692072,0.0
SRR6264368,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR883535,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR1950707,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR995750,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR5724718,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
DRR043043,0.0007699333,0.0011572633,0.0014199128,0.99103,0.0009605809,0.00038599226,0.0004458056,0.0012400269,0.0025905538,0.0
ERR501099,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6444037,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3053257,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR441063,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR995609,0.0002450347,0.001080364,0.07626185,0.08236325,0.00022959709,0.00017261505,0.00013452768,0.0007222891,0.0003362894,0.8384542
SRR1704672,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR6931874,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR1383390,0.00058829784,0.0010400414,0.9948816,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005467534
ERR531535,0.00058442354,0.0010493696,0.9948251,0.0010853112,0.00042945147,0.00036233664,0.0004799366,0.0003681481,0.000218153,0.0005977154
ERR525829,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR499481,0.00041601062,0.0016366839,0.99106646,0.0014925897,0.00036635995,0.00025331974,0.00031495094,0.00043329597,0.00019955635,0.003820777
DRR050900,0.0007670663,0.0011504806,0.0014142953,0.99109083,0.0009534371,0.0003822251,0.00044224784,0.001234881,0.0025645974,0.0
ERR444272,0.0072411387,0.4611771,0.49837902,0.021144846,0.0028500934,0.0037874836,0.0018673588,0.00042772203,0.0031251397,0.0
ERR531451,0.00058832765,0.0010400414,0.9948815,0.0010783374,0.00043085217,0.00036492944,0.0004839599,0.0003668368,0.00021857023,0.0005466342
ERR500206,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2511603,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6408777,0.0008111001,0.0011713215,0.0014447201,0.9907602,0.000980109,0.0004062337,0.00044927362,0.0012248539,0.002752176,0.0
SRR3030632,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2666919,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
SRR1618046,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR883482,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1311499,0.00058835745,0.0010401309,0.9948815,0.0010783374,0.00043079257,0.00036486983,0.0004839301,0.00036677718,0.00021857023,0.0005466938
ERR441418,0.0063733757,0.0055915415,0.025549978,0.79030764,0.0027413666,0.001185596,0.001997292,0.004125595,0.0035211146,0.15860653
SRR1922945,0.0007661571,0.0011500978,0.0014072177,0.99110293,0.00095291017,0.00038129487,0.00044247566,0.0012276589,0.0025692664,0.0
DRR044309,0.0007660978,0.0011500979,0.0014071584,0.99110305,0.00095285085,0.0003813544,0.00044247572,0.001227659,0.0025692072,0.0
SRR408533,0.002068609,0.01433143,0.0029868484,0.07787949,0.005190611,0.0028067827,0.018330753,0.0032451153,0.007992864,0.8651675
SRR6028357,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3095017,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR5165613,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2511220,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
DRR042834,0.0007660978,0.0011501574,0.0014071286,0.9911031,0.0009529103,0.00038129493,0.00044244598,0.0012276294,0.0025692666,0.0
SRR7449157,0.0007342696,0.0017010868,0.004101008,0.0038653016,0.0019676685,0.0023368895,0.0007098615,0.98219633,0.0019405186,0.00044703484
SRR7704529,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR6931147,0.0002078712,0.003278166,0.0093874335,0.0054537654,0.00027868152,0.00026535988,0.00039067864,0.0029365718,0.00050118566,0.9773003
ERR1811232,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1314193,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR3030624,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR2511266,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
SRR5196346,0.00076704717,0.001149679,0.0014081359,0.9910984,0.00095377,0.0003817696,0.0004430989,0.0012283397,0.0025696764,0.0
ERR1297672,0.00058829784,0.001040101,0.99488163,0.0010783374,0.00043079257,0.00036486983,0.0004839599,0.00036677718,0.00021857023,0.0005466342
ERR1313975,0.00018763542,0.004632026,0.9683256,0.0031489134,0.00025239587,0.0001094335,0.00011718922,0.0006353259,0.00016191602,0.022429585
