,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
SRR5429226,0.027247041,0.018682867,0.007646799,0.9464233
SRR5548347,0.04093924,0.5002243,0.10362327,0.35521317
SRR5078789,0.02691248,0.018642575,0.0076206923,0.94682425
SRR5637777,0.02691248,0.018642575,0.0076206923,0.94682425
SRR051715,0.21887729,0.10074422,0.011928439,0.66845006
SRR961790,0.026965171,0.018765986,0.007634163,0.94663465
SRR5549011,0.050071806,0.6588812,0.13775417,0.15329278
ERR525995,0.031826496,0.38703805,0.06507468,0.51606077
SRR5343194,0.040702015,0.035424232,0.008826762,0.915047
SRR5761712,0.060259342,0.6164292,0.16345417,0.15985727
SRR6724520,0.026913702,0.018642664,0.007620752,0.9468229
SRR6331198,0.026945889,0.018646985,0.007622212,0.9467849
SRR7507646,0.027089387,0.018663824,0.0076311827,0.9466156
SRR6182532,0.026919901,0.018643439,0.00762102,0.9468156
SRR5757906,0.0269171,0.018643469,0.0076209307,0.9468185
SRR6265561,0.02691704,0.01864314,0.007620871,0.94681895
SRR5202839,0.02691248,0.018642575,0.0076206923,0.94682425
SRR1766081,0.027023643,0.018655658,0.0076266825,0.946694
SRR5202912,0.07842475,0.5007919,0.086714655,0.33406866
SRR5758090,0.02691248,0.018642575,0.0076206923,0.94682425
SRR1008768,0.053760827,0.66038567,0.14042702,0.14542651
SRR6264714,0.026959002,0.018648028,0.0076228976,0.9467701
SRR5580452,0.0269202,0.018643469,0.0076211095,0.94681525
SRR5648997,0.02691266,0.018642634,0.007620752,0.94682395
SRR6182360,0.026922494,0.018645138,0.007621199,0.9468112
SRR5548686,0.052685022,0.6585016,0.14266726,0.14614606
SRR1765993,0.034873813,0.021639764,0.00799948,0.9354869
ERR209579,0.053039253,0.3674239,0.4882264,0.09131044
ERR209481,0.027171373,0.02306825,0.008744508,0.94101584
SRR5983392,0.04074779,0.26484585,0.31137347,0.38303292
SRR5758025,0.02691248,0.018642575,0.0076206923,0.94682425
SRR5648773,0.027016908,0.018654048,0.007631302,0.9466977
SRR5983278,0.045297652,0.30914488,0.47057363,0.17498386
SRR6724436,0.026927024,0.018644184,0.0076215565,0.94680727
SRR6724560,0.026946932,0.01864639,0.0076229274,0.9467838
ERR719740,0.030744195,0.063047945,0.0382604,0.86794746
ERR505100,0.052832454,0.37758124,0.4528365,0.11674976
SRR5548426,0.024981707,0.03619626,0.013969094,0.92485297
SRR5202936,0.026912987,0.018642634,0.0076206923,0.9468237
ERR720068,0.027014345,0.018654734,0.007626027,0.94670486
SRR5649116,0.02691248,0.018642575,0.0076206923,0.94682425
ERR525972,0.03030622,0.08571413,0.035101533,0.84887815
SRR5649083,0.028871447,0.019264579,0.007766843,0.94409716
SRR5078708,0.02691248,0.018642575,0.0076206923,0.94682425
SRR6182381,0.027102292,0.018665582,0.0076319873,0.94660014
ERR695632,0.028155386,0.01890415,0.0077127516,0.94522774
SRR7507337,0.026912421,0.018642575,0.0076206923,0.9468243
