,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
ERR209762,0.22013396,0.020737171,0.008829236,0.031064123,0.71923554
SRR961737,0.052860767,0.026045084,0.008660108,0.00995177,0.9024823
ERR209132,0.055648178,0.025656044,0.008765221,0.010523111,0.89940745
SRR5495972,0.64044684,0.061897308,0.013615102,0.027380645,0.25666004
SRR5648888,0.04813999,0.027525961,0.009226084,0.01151368,0.90359426
SRR5866284,0.0531151,0.02598235,0.008741677,0.010044187,0.90211666
SRR5399234,0.052806526,0.026052415,0.008659631,0.009942174,0.90253925
SRR5399237,0.17836371,0.030015955,0.06571357,0.7259067,0.0
SRR5983412,0.458062,0.03312415,0.011928201,0.037240624,0.45964503
ERR209412,0.05360791,0.02588129,0.00887844,0.010389268,0.9012431
SRR5079174,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
ERR525914,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR1999154,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR5079166,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR6182360,0.052959144,0.026141495,0.00867933,0.009961456,0.9022586
SRR6251482,0.41740292,0.04635963,0.011609316,0.022094399,0.50253373
SRR5078869,0.6210669,0.05544862,0.014216393,0.030772567,0.27849543
SRR5803659,0.052657455,0.026096314,0.0086764395,0.009986877,0.9025829
SRR6265396,0.0528239,0.02605012,0.00865975,0.009945095,0.90252113
SRR5078585,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR5548739,0.6409739,0.06327596,0.012354195,0.024773479,0.25862247
SRR6264793,0.052798778,0.02605462,0.008660555,0.009944439,0.90254164
SRR6683695,0.05321732,0.025986224,0.008674353,0.010029763,0.90209234
SRR5648933,0.053034663,0.02602449,0.008659214,0.00997901,0.9023026
SRR6182413,0.05123979,0.026524067,0.008840442,0.010429442,0.90296626
SRR6724522,0.22478563,0.0968135,0.012676418,0.0055461526,0.6601783
SRR1693225,0.6356971,0.06327593,0.012730539,0.025098562,0.26319784
SRR6901784,0.052749395,0.02609983,0.008684456,0.010008365,0.90245795
ERR209405,0.05302465,0.025963247,0.008759677,0.010088146,0.9021643
ERR209349,0.058903426,0.024722308,0.010078281,0.012060344,0.8942356
ERR209492,0.058918983,0.025151163,0.009162188,0.01137808,0.89538956
SRR5802255,0.052304417,0.026301116,0.008830786,0.010466695,0.902097
ERR718998,0.052884817,0.026040286,0.008678168,0.009997249,0.9023995
SRR7507688,0.052670687,0.026093304,0.008678347,0.009991795,0.90256584
SRR6724500,0.39219096,0.24418822,0.02919954,0.013569206,0.32085204
SRR5602015,0.05276957,0.026063263,0.008663803,0.009953111,0.9025502
SRR1765912,0.059100926,0.026178628,0.008713871,0.0105629265,0.8954437
SRR5648952,0.05440718,0.025803775,0.008887738,0.010673881,0.9002274
ERR321575,0.052392185,0.026160538,0.008738428,0.010125697,0.9025831
SRR6265066,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR5802230,0.052782744,0.026059419,0.008662403,0.009949297,0.90254617
ERR720086,0.053672314,0.025739402,0.008989781,0.010369837,0.90122867
ERR209693,0.61564684,0.060679346,0.012266666,0.02461034,0.28679687
SRR3400426,0.6409739,0.06327599,0.012354225,0.024773479,0.2586224
ERR720147,0.053132057,0.026012838,0.008835316,0.010015875,0.9020039
SRR5079011,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
ERR719643,0.054255873,0.025794983,0.008764803,0.010285139,0.9008992
SRR6264544,0.052806675,0.026052356,0.00865975,0.009942263,0.90253896
SRR5648965,0.052806556,0.026052386,0.008659601,0.009942174,0.90253925
SRR5202948,0.05178377,0.02635777,0.008776665,0.010256112,0.9028257
ERR719821,0.05648303,0.025689572,0.009095609,0.010747075,0.89798474
