,root:Diseases,root:Health,root:Infections,Unknown
ERR209762,0.2683993,0.69948673,0.03211393,0.0
SRR961737,0.030151159,0.9506687,0.013751328,0.0054288507
ERR209132,0.03241372,0.9474939,0.014031559,0.0060608387
SRR5495972,0.8006766,0.1415044,0.057819024,0.0
SRR5648888,0.030257046,0.9503106,0.013881296,0.0055511
SRR5866284,0.033009052,0.9464663,0.014491588,0.006033063
SRR5399234,0.030149937,0.950693,0.013742596,0.005414486
SRR5399237,0.20451851,0.24037942,0.55510205,0.0
SRR5983412,0.5034067,0.4646996,0.031893753,0.0
ERR209412,0.030614674,0.9489753,0.013946027,0.0064640045
SRR5079174,0.030151606,0.95069516,0.01374191,0.005411327
ERR525914,0.030151606,0.95069516,0.01374191,0.005411327
SRR1999154,0.030151665,0.95069504,0.01374191,0.0054113865
SRR5079166,0.030151606,0.95069516,0.01374191,0.005411327
SRR6182360,0.030158639,0.9506683,0.013744086,0.0054290295
SRR6251482,0.7133875,0.2425375,0.044075012,0.0
SRR5078869,0.6372402,0.28366446,0.07909538,0.0
SRR5803659,0.030151576,0.950695,0.01374194,0.0054115057
SRR6265396,0.030151904,0.95069325,0.013742536,0.00541234
SRR5078585,0.030151606,0.95069516,0.01374191,0.005411327
SRR5548739,0.80445504,0.14628543,0.049259547,0.0
SRR6264793,0.03030017,0.9505615,0.013731927,0.0054063797
SRR6683695,0.02993989,0.95024633,0.013898551,0.0059152246
SRR5648933,0.07551759,0.9119765,0.01250588,0.0
SRR6182413,0.026422888,0.9443901,0.016467482,0.012719512
SRR6724522,0.8044198,0.14629588,0.049284384,0.0
SRR1693225,0.801177,0.14051473,0.05830827,0.0
SRR6901784,0.030293822,0.95001763,0.013984323,0.005704224
ERR209405,0.030305713,0.9499086,0.013850361,0.0059353113
ERR209349,0.08939918,0.8990992,0.011501566,0.0
ERR209492,0.034707904,0.94507635,0.013604701,0.006611049
SRR5802255,0.028633535,0.9480465,0.014647424,0.008672535
ERR718998,0.030184627,0.9503422,0.013862133,0.005611062
SRR7507688,0.03015095,0.950511,0.013800502,0.0055375695
SRR6724500,0.7995991,0.14642406,0.053976785,0.0
SRR5602015,0.030151427,0.9506947,0.01374203,0.0054118633
SRR1765912,0.26446468,0.6888859,0.042816192,0.0038331747
SRR5648952,0.026761532,0.9452864,0.015616447,0.012335658
ERR321575,0.03021121,0.9498023,0.013960272,0.006026268
SRR6265066,0.030151606,0.95069516,0.01374191,0.005411327
SRR5802230,0.030162305,0.9506477,0.013759047,0.005430937
ERR720086,0.030205965,0.9502133,0.013823718,0.005756974
ERR209693,0.6125529,0.3667629,0.020684186,0.0
SRR3400426,0.8044757,0.14626811,0.049256187,0.0
ERR720147,0.030144066,0.95065165,0.013753891,0.005450368
SRR5079011,0.030151606,0.95069516,0.01374191,0.005411327
ERR719643,0.030249804,0.9504461,0.013754845,0.0055491924
SRR6264544,0.030151397,0.9506945,0.013742119,0.0054119825
SRR5648965,0.030151606,0.95069516,0.01374191,0.005411327
SRR5202948,0.030146569,0.9506669,0.013750017,0.00543648
ERR719821,0.02787608,0.9475839,0.014806181,0.009733796
SRR6265456,0.031444013,0.94901747,0.013668954,0.0058695674
SRR5757816,0.07663191,0.3272966,0.59607154,0.0
ERR209465,0.030181319,0.9503545,0.013801068,0.0056630373
SRR5601964,0.029613733,0.94980973,0.014017284,0.0065592527
SRR5602016,0.030151635,0.95069385,0.013742119,0.0054124594
SRR5761756,0.030240595,0.9499924,0.013982654,0.0057843328
ERR1637219,0.8044757,0.14626811,0.049256187,0.0
ERR526023,0.6391728,0.3406066,0.020220501,0.0
