,root:Diseases,root:Health,root:Infections,Unknown
SRR5650076,0.8247771,0.117477,0.043992847,0.0137530565
SRR6265329,0.005616079,0.93525505,0.059128832,0.0
SRR1687067,0.054279577,0.94182736,0.00389298,0.0
SRR6264562,0.008583739,0.9679778,0.023438403,0.0
SRR5813185,0.17297833,0.8235133,0.0035083035,0.0
SRR5202972,0.03394968,0.94579744,0.020252848,0.0
SRR5649070,0.021340199,0.973661,0.004998792,0.0
SRR7507531,0.016523149,0.9790278,0.0044490085,0.0
SRR6265219,0.014943575,0.9792827,0.0057737157,0.0
SRR5202933,0.016577387,0.9789396,0.0044830483,0.0
SRR5091485,0.08778101,0.90763706,0.004581977,0.0
ERR720197,0.016404785,0.9790712,0.0045240056,0.0
ERR209427,0.023085132,0.9706129,0.0063020363,0.0
SRR5078601,0.016510665,0.9790417,0.0044476455,0.0
SRR5813274,0.021498188,0.9732596,0.0052422234,0.0
ERR719000,0.016614407,0.9788957,0.004489785,0.0
ERR209880,0.91071993,0.06107168,0.028208416,0.0
SRR5629106,0.02254367,0.97253186,0.0049244594,0.0
ERR526014,0.038180362,0.95308506,0.008734553,0.0
SRR5399367,0.0142220035,0.9791835,0.006594547,0.0
SRR1763557,0.88694966,0.087754,0.025296323,0.0
SRR6474259,0.055481043,0.94034165,0.0041773655,0.0
SRR6264858,0.1116122,0.56744444,0.25515914,0.065784216
SRR6264264,0.016786901,0.9775667,0.005646421,0.0
SRR5934944,0.5735507,0.35649213,0.019793928,0.05016321
SRR5429315,0.9096795,0.060470626,0.029849987,0.0
ERR321249,0.16697723,0.42806908,0.28167617,0.123277545
SRR6182332,0.016539177,0.9789984,0.004462372,0.0
SRR5343106,0.016556421,0.9789447,0.0044988585,0.0
SRR5079117,0.016531035,0.97901386,0.0044550765,0.0
ERR1823594,0.09059312,0.90256155,0.0068453415,0.0
ERR719559,0.01566714,0.9788161,0.0055168006,0.0
SRR5802258,0.01651954,0.9790286,0.004451831,0.0
SRR5648786,0.04863262,0.9426537,0.008713654,0.0
ERR209095,0.01795101,0.9773123,0.0047366647,0.0
SRR5802268,0.02302863,0.97057915,0.006392194,0.0
SRR7507497,0.029972903,0.9654468,0.0045802295,0.0
SRR1009071,0.902341,0.047449235,0.05020978,0.0
SRR5078860,0.016510691,0.9790416,0.004447675,0.0
SRR6265085,0.09667827,0.46960548,0.43371624,0.0
ERR720148,0.021788139,0.97293663,0.005275253,0.0
SRR5761732,0.017068753,0.9782987,0.0046325955,0.0
SRR5078588,0.3048478,0.6890954,0.006056831,0.0
SRR5650145,0.84461594,0.13206396,0.021462739,0.0018573403
SRR6265034,0.109521896,0.8247986,0.031407833,0.034271717
SRR5983426,0.10175502,0.76526684,0.054401636,0.078576505
ERR525691,0.017119072,0.97840613,0.004474768,0.0
SRR1927149,0.015353905,0.9792664,0.0053797113,0.0
SRR5549036,0.7496655,0.035309326,0.21502519,0.0
SRR5757970,0.3325802,0.16768177,0.49973798,0.0
ERR209314,0.08151904,0.90708935,0.009071708,0.002319932
SRR5580493,0.17221293,0.5202767,0.15262988,0.15488052
SRR5813332,0.016446922,0.97902596,0.004527095,0.0
SRR5813178,0.8104887,0.17136678,0.018144561,0.0
ERR209182,0.01876047,0.9766399,0.0045996415,0.0
SRR6182292,0.0166829,0.97882205,0.0044950754,0.0
ERR719498,0.02160279,0.9736294,0.0047677904,0.0
SRR5757899,0.2160581,0.17127372,0.61266816,0.0
ERR209088,0.015399825,0.97925466,0.005345565,0.0
SRR5761737,0.016617956,0.9789388,0.004443243,0.0
SRR6331061,0.006395134,0.94786423,0.04574066,0.0
ERR720095,0.017777124,0.9761648,0.0060579814,0.0
SRR5399246,0.015367989,0.9792605,0.0053715617,0.0
SRR5079127,0.016762977,0.9786836,0.0045533795,0.0
SRR5650170,0.88411075,0.0909317,0.024957579,0.0
ERR209217,0.018536134,0.9768014,0.004662479,0.0
SRR5601927,0.37294912,0.4877753,0.031689048,0.1075865
SRR6330878,0.016589003,0.9789066,0.0045043714,0.0
SRR5578945,0.15910232,0.74717927,0.037661523,0.056056857
SRR5651446,0.43298885,0.55850315,0.00850794,0.0
SRR6724436,0.87480015,0.0545187,0.07068118,0.0
SRR5396522,0.1342437,0.85975397,0.0060023884,0.0
SRR5648881,0.31158334,0.59511846,0.018728644,0.07456958
SRR6474222,0.019281806,0.97591424,0.0048039737,0.0
SRR5365467,0.01214915,0.9761038,0.011747053,0.0
SRR6724452,0.038687617,0.95028603,0.009071529,0.0019548535
SRR5761676,0.01666776,0.9789036,0.0044286703,0.0
SRR5813438,0.025878245,0.9689889,0.0051328796,0.0
SRR1765944,0.041700155,0.9363725,0.014468014,0.0074593425
SRR5761748,0.014439713,0.8534846,0.13207573,0.0
SRR7464960,0.016510691,0.9790416,0.004447675,0.0
SRR5651440,0.0215249,0.9728489,0.005626197,0.0
SRR6265458,0.017257186,0.97816837,0.0045744623,0.0
SRR6724583,0.8323035,0.10814223,0.0501523,0.009401917
SRR7507569,0.8974477,0.0772309,0.025321372,0.0
SRR6474269,0.19977152,0.7936184,0.0066099833,0.0
ERR719075,0.017571686,0.9777942,0.004634119,0.0
SRR7507396,0.025432419,0.9694684,0.005099202,0.0
SRR5343099,0.0087375725,0.96859276,0.022669615,0.0
ERR011271,0.34788537,0.5595149,0.026771665,0.065828085
ERR719671,0.016585717,0.9789589,0.0044553746,0.0
SRR5802350,0.01766116,0.9776235,0.004715341,0.0
SRR5602035,0.119315565,0.7328741,0.04922664,0.0985837
ERR1809133,0.018030716,0.97477907,0.007190228,0.0
ERR525889,0.018082216,0.9769677,0.004950122,0.0
SRR5020881,0.02977053,0.9638852,0.006344332,0.0
SRR5203283,0.019190365,0.97611284,0.004696765,0.0
SRR5813354,0.050388627,0.938511,0.011100383,0.0
SRR6474243,0.24374984,0.7484585,0.007791658,0.0
SRR5761720,0.016504616,0.97903925,0.004456019,0.0
SRR6928813,0.014356034,0.9747917,0.010852286,0.0
SRR2142208,0.8602465,0.08613831,0.047129333,0.0064858794
SRR5399194,0.018909555,0.9755441,0.0055464325,0.0
SRR5803624,0.024949402,0.9702141,0.0048364834,0.0
SRR5947870,0.9012699,0.07332874,0.025401348,0.0
ERR719031,0.061636835,0.9112104,0.014490962,0.012661815
SRR5813179,0.6582153,0.3324479,0.00933677,0.0
ERR720017,0.016715987,0.97879845,0.0044856137,0.0
SRR5650162,0.8614509,0.09788519,0.037108094,0.0035557747
SRR6251516,0.017933387,0.97735566,0.004710866,0.0
SRR6265039,0.016424464,0.97905886,0.0045167143,0.0
SRR5548643,0.823096,0.14176834,0.02286151,0.012274146
ERR719864,0.016801355,0.97853905,0.004659557,0.0
SRR7690042,0.82697165,0.15501489,0.018013492,0.0
SRR5548651,0.56290203,0.19343156,0.103705555,0.13996089
SRR5020876,0.016373353,0.9788612,0.004765403,0.0
SRR5758129,0.4198274,0.3322352,0.07200846,0.17592895
ERR719178,0.047876805,0.940634,0.008637369,0.0028517842
ERR011150,0.016650181,0.978872,0.004477844,0.0
SRR5866359,0.02227674,0.9716154,0.0061079343,0.0
SRR5602036,0.016732119,0.9787212,0.004546633,0.0
ERR719029,0.037977934,0.95198894,0.009183198,0.00084996223
SRR5429072,0.6119271,0.3796854,0.008387567,0.0
SRR5761712,0.051942397,0.941312,0.0067456607,0.0
SRR6265293,0.07986296,0.9147346,0.0054023713,0.0
SRR6724380,0.9132088,0.05777572,0.029015504,0.0
SRR5758125,0.21915895,0.1724191,0.6084219,0.0
SRR6474301,0.062272713,0.9342558,0.0034714951,0.0
SRR5580410,0.03587255,0.94806594,0.011654615,0.004406929
SRR5495956,0.29465735,0.5193981,0.04970178,0.13624275
SRR5202884,0.01640577,0.9789646,0.0046295635,0.0
SRR6264071,0.0151465405,0.9792549,0.00559847,0.0
ERR634981,0.89671445,0.07330501,0.02998052,0.0
SRR5758111,0.69040567,0.06652272,0.2430716,0.0
SRR5903360,0.016688064,0.97883284,0.0044790776,0.0
SRR2175767,0.043940738,0.950776,0.005283268,0.0
SRR5947858,0.37614876,0.2840405,0.16461134,0.17519939
SRR5761746,0.016563807,0.9789744,0.0044617853,0.0
SRR5549005,0.8594476,0.121862,0.018690344,0.0
SRR5803758,0.02022998,0.97441936,0.005350607,0.0
ERR719606,0.018752715,0.9758363,0.0054109897,0.0
SRR6265233,0.022214772,0.97334355,0.0044417083,0.0
SRR5711562,0.88262147,0.046535723,0.07084279,0.0
ERR209319,0.1571739,0.8342267,0.008150309,0.0004490614
ERR526084,0.88573223,0.078264356,0.036003392,0.0
SRR961843,0.018652627,0.9765062,0.0048411954,0.0
SRR5343028,0.015831364,0.97915643,0.0050121425,0.0
SRR6264844,0.016772024,0.9785495,0.004678469,0.0
SRR5548524,0.87193084,0.099010855,0.028268307,0.00078999996
ERR209362,0.017831976,0.9775764,0.0045917365,0.0
ERR525801,0.3510689,0.56855893,0.020681083,0.05969107
SRR2142193,0.8130637,0.13189453,0.038628638,0.016413152
SRR5648864,0.017832661,0.9775581,0.004609227,0.0
ERR720077,0.017839374,0.9761001,0.0060604876,0.0
ERR720128,0.014594315,0.9762097,0.009195999,0.0
ERR719452,0.018464869,0.9769367,0.004598537,0.0
ERR209829,0.6257291,0.31228435,0.021332383,0.040654182
SRR5651409,0.70985556,0.24050713,0.02007243,0.029564857
SRR6185165,0.19614643,0.69162846,0.037930638,0.07429445
SRR1999165,0.01651724,0.9790322,0.0044505293,0.0
ERR209360,0.017757738,0.9776577,0.0045845956,0.0
ERR209740,0.83798856,0.1092062,0.044071168,0.008734107
SRR5802384,0.016341979,0.9790623,0.004595648,0.0
SRR5602060,0.015641026,0.97922605,0.005132836,0.0
SRR6474248,0.016517425,0.97903425,0.004448327,0.0
SRR6424587,0.17343304,0.13471572,0.6918512,0.0
