,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5650076,0.77239376,0.021576703,0.002650112,0.021675944,0.18170345
SRR6265329,0.016151667,0.0018378496,0.00068464875,0.017492473,0.96383333
SRR1687067,0.14303526,0.0035026968,0.0008301735,0.013180941,0.83945096
SRR6264562,0.008292228,0.0048927367,0.0010035336,0.050365,0.9354465
SRR5813185,0.19549218,0.0034901798,0.0007837415,0.015934676,0.78429925
SRR5202972,0.14601985,0.00019064546,0.03360805,0.5961881,0.2239933
SRR5649070,0.024636716,0.002441585,0.0012057722,0.01777628,0.9539397
SRR7507531,0.0118404925,0.0029392242,0.00083839893,0.02765593,0.95672596
SRR6265219,0.027861416,0.0008575618,0.0005274117,0.0076251626,0.96312845
SRR5202933,0.012834102,0.0028635263,0.0009546876,0.025656939,0.9576907
SRR5091485,0.12464124,0.0032030642,0.0008749366,0.018792301,0.85248846
ERR720197,0.023446888,0.0010963678,0.00057795644,0.010030091,0.9648487
ERR209427,0.029293716,0.0008697212,0.0005309284,0.007590711,0.9617149
SRR5078601,0.027935117,0.00084769726,0.00052174926,0.00759694,0.9630985
SRR5813274,0.0433504,0.0009903014,0.00055232644,0.0072971284,0.9478098
ERR719000,0.02845946,0.000877887,0.00054466724,0.008110642,0.96200734
ERR209880,0.79099214,0.034000188,0.00078845024,0.005687237,0.16853201
SRR5629106,0.034367472,0.0016396344,0.0007906258,0.00803563,0.95516664
ERR526014,0.060621887,0.0010865927,0.00055241585,0.0075268447,0.93021226
SRR5399367,0.025615245,0.0010554194,0.000628531,0.008499056,0.96420175
SRR1763557,0.7952659,0.03330663,0.0013030469,0.00984028,0.16028416
SRR6474259,0.08888137,0.0015770793,0.00072938204,0.021368802,0.88744336
SRR6264858,0.083191454,0.00030440092,0.0041957498,0.16977975,0.7425287
SRR6264264,0.016817898,0.0027791262,0.0020422637,0.020292252,0.9580685
SRR5934944,0.66872823,0.02061987,0.001919955,0.026984751,0.28174716
SRR5429315,0.021466343,0.007517167,0.8584456,0.11257091,0.0
ERR321249,0.119595915,0.0007865727,0.0042710304,0.2132039,0.6621426
SRR6182332,0.027301937,0.00090140104,0.00054329634,0.007898837,0.9633545
SRR5343106,0.011097789,0.003400296,0.0009405613,0.03218651,0.9523748
SRR5079117,0.027553916,0.00088840723,0.00054877996,0.0076925457,0.9633163
ERR1823594,0.45098194,0.05973831,0.0008292496,0.0017991364,0.48665142
ERR719559,0.028597355,0.00095257163,0.0006122291,0.011097252,0.9587406
SRR5802258,0.09716129,0.00042051077,0.0004557371,0.031282514,0.87068
SRR5648786,0.033456236,0.0017130971,0.0014458001,0.009480566,0.9539043
ERR209095,0.052459,0.00087732077,0.0005483031,0.009103417,0.93701196
SRR5802268,0.124700665,0.02203533,0.0006374121,0.0028521717,0.8497744
SRR7507497,0.04402256,0.0035821497,0.0012458563,0.00791651,0.9432329
SRR1009071,0.8906499,0.011256158,0.0036696494,0.060154766,0.034269452
SRR5078860,0.027760804,0.000854522,0.00052317977,0.007658452,0.9632031
SRR6265085,0.023561716,0.00110811,0.0006004572,0.009785712,0.964944
ERR720148,0.03669581,0.0009212196,0.00054597855,0.007992297,0.95384467
SRR5761732,0.012426794,0.0060593486,0.002384901,0.07917431,0.8999547
SRR5078588,0.62149715,0.01662746,0.0014279187,0.024080336,0.3363672
SRR5650145,0.67773724,0.028823674,0.0007867217,0.005109966,0.2875424
