,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR309302,0.0074569443,0.005713101,0.98683,0.0
ERR309367,0.0074570035,0.0057130717,0.98683,0.0
ERR309258,0.007456855,0.005713425,0.9868297,0.0
ERR309326,0.0074570035,0.0057130717,0.98683,0.0
ERR309522,0.0074567655,0.005713838,0.9868294,0.0
ERR309373,0.0074569434,0.0057131005,0.98682994,0.0
ERR308775,0.007456884,0.0057136314,0.98682946,0.0
ERR309013,0.0074570025,0.0057130707,0.98682994,0.0
ERR308365,0.007456855,0.0057135136,0.98682964,0.0
ERR308496,0.007456855,0.005713455,0.9868297,0.0
ERR308797,0.007456855,0.005713425,0.9868297,0.0
ERR309659,0.007456855,0.0057135434,0.9868296,0.0
ERR309127,0.007456855,0.0057136025,0.9868296,0.0
ERR309389,0.0074568246,0.0057136607,0.98682946,0.0
ERR308841,0.0074569443,0.00571316,0.98682994,0.0
ERR308758,0.0074569434,0.005713248,0.9868298,0.0
ERR309284,0.007456885,0.0057133078,0.9868298,0.0
ERR308770,0.007456914,0.0057135136,0.9868296,0.0
ERR309395,0.007456855,0.005713425,0.9868297,0.0
ERR308726,0.0074569443,0.0057130717,0.98683006,0.0
ERR308790,0.007456856,0.0057135145,0.9868297,0.0
ERR309353,0.0074569443,0.00571316,0.98682994,0.0
ERR308345,0.0074569723,0.005713247,0.98682976,0.0
ERR309061,0.0074569434,0.0057132184,0.9868298,0.0
ERR309482,0.007456973,0.005713248,0.9868298,0.0
ERR308501,0.0074567646,0.005713985,0.9868292,0.0
ERR309532,0.0074569434,0.0057131005,0.98682994,0.0
ERR308305,0.0074569443,0.005713131,0.98683,0.0
ERR309117,0.007456915,0.0057133078,0.9868298,0.0
ERR309300,0.0074568843,0.0057132775,0.9868298,0.0
ERR309786,0.0074570035,0.0057130717,0.98683,0.0
ERR309713,0.0074568246,0.0057136607,0.98682946,0.0
ERR309313,0.0074568265,0.0057133078,0.9868298,0.0
ERR309817,0.0074570035,0.005713131,0.98682994,0.0
ERR309503,0.007456795,0.005713749,0.9868294,0.0
ERR309700,0.007456795,0.0057136314,0.9868295,0.0
ERR308908,0.007456856,0.0057133376,0.9868298,0.0
ERR308402,0.007456856,0.005713426,0.98682976,0.0
ERR308778,0.0074569443,0.0057131895,0.98682994,0.0
ERR309101,0.0074569443,0.005713101,0.98683,0.0
ERR308507,0.007456855,0.005713455,0.9868297,0.0
ERR309207,0.007456885,0.0057132193,0.98682994,0.0
ERR308326,0.007456914,0.0057134843,0.98682964,0.0
ERR308836,0.007456677,0.0057141627,0.9868291,0.0
ERR308341,0.0074569434,0.005713189,0.9868299,0.0
ERR309849,0.0074570035,0.0057130717,0.98683,0.0
ERR308833,0.007456885,0.0057133376,0.9868298,0.0
ERR308383,0.0074567967,0.0057134554,0.9868297,0.0
ERR309710,0.0074570035,0.0057130125,0.98683,0.0
ERR308964,0.007456854,0.0057135723,0.9868295,0.0
ERR309080,0.0074569723,0.005713277,0.9868297,0.0
ERR309268,0.007456915,0.0057133376,0.9868298,0.0
ERR308629,0.0074569443,0.00571316,0.98682994,0.0
ERR309336,0.0074567655,0.005714015,0.9868292,0.0
ERR308434,0.0074569443,0.005713131,0.98683,0.0
ERR309808,0.0074568843,0.0057135727,0.9868296,0.0
ERR1598845,0.0074570035,0.0057130717,0.98683,0.0
ERR1598919,0.0074570035,0.0057130717,0.98683,0.0
ERR1598949,0.0074569443,0.005713131,0.98683,0.0
ERR1598420,0.0074570035,0.0057130717,0.98683,0.0
ERR1599031,0.0074570035,0.0057130717,0.98683,0.0
ERR1599609,0.0074569443,0.005713131,0.98683,0.0
ERR1599113,0.0074570035,0.005713042,0.98682994,0.0
ERR1599073,0.0074570035,0.0057130717,0.98683,0.0
ERR1598579,0.0074570035,0.005713042,0.98682994,0.0
ERR1599589,0.007456914,0.005713455,0.98682964,0.0
ERR1599232,0.0074570035,0.0057130717,0.98683,0.0
ERR1599124,0.0074570035,0.0057130717,0.98683,0.0
ERR1598126,0.0074570035,0.005713042,0.98682994,0.0
ERR1599566,0.0074570035,0.0057130717,0.98683,0.0
ERR1598776,0.0074570035,0.0057130717,0.98683,0.0
ERR1598902,0.0074570035,0.0057130717,0.98683,0.0
ERR1598628,0.0074570035,0.0057130717,0.98683,0.0
ERR1598638,0.0074570035,0.0057130717,0.98683,0.0
ERR1599257,0.0074569443,0.00571316,0.98682994,0.0
ERR1598286,0.0074570035,0.0057130717,0.98683,0.0
ERR1598520,0.0074570035,0.0057130717,0.98683,0.0
ERR1598078,0.0074568265,0.0057133078,0.9868299,0.0
ERR1599603,0.0074570035,0.0057130717,0.98683,0.0
ERR1599273,0.0074568843,0.0057132775,0.9868298,0.0
ERR1598066,0.0074564093,0.0057151653,0.9868284,0.0
ERR1598263,0.0074570035,0.0057130717,0.98683,0.0
ERR1599229,0.0074569443,0.005713101,0.98682994,0.0
ERR1598945,0.0074570035,0.0057130717,0.98683,0.0
ERR1599272,0.0074569434,0.0057131005,0.98682994,0.0
ERR1598735,0.0074570025,0.0057130707,0.98682994,0.0
ERR1598813,0.0074569434,0.00571313,0.98682994,0.0
ERR1598926,0.0074570035,0.0057130717,0.98683,0.0
ERR1599223,0.0074570035,0.0057130717,0.98683,0.0
ERR1598848,0.0074570035,0.0057130717,0.98683,0.0
ERR1598115,0.0074569443,0.005713131,0.98682994,0.0
ERR1598154,0.0074570035,0.0057130717,0.98683,0.0
ERR1599115,0.0074569434,0.00571313,0.98682994,0.0
ERR1598633,0.0074570035,0.0057130717,0.98683,0.0
ERR1599440,0.0074570035,0.0057130717,0.98683,0.0
ERR1598948,0.0074570035,0.0057130717,0.98683,0.0
