,root:Host-associated:Human:Circulatory_system:Blood,root:Host-associated:Human:Digestive_system:Intestine,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Lympathic_system:Lymph_nodes,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Human:Respiratory_system:Pulmonary_system,Unknown
ERR1384230,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR6411577,0.0018699507,0.000956097,0.0016149561,0.98283726,0.0025005885,0.0013517549,0.0021910705,0.0025719681,0.0041063344,0.0
ERR494400,0.0018695146,0.0009561299,0.0016149323,0.98283875,0.0024999776,0.001351612,0.0021906649,0.002572066,0.004106408,0.0
SRR1461231,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR920622,0.00048342347,0.006999761,0.0108804405,0.010103434,0.00032743812,0.0006313622,0.00096938014,0.004107356,0.0006120801,0.96488535
ERR500258,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
ERR1310760,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
ERR1109583,0.001851853,0.00095729606,0.0016145661,0.98289394,0.0024771187,0.0013468397,0.0021734613,0.0025760545,0.004108779,0.0
DRR047361,0.0018699511,0.0009560972,0.0016149565,0.9828374,0.0025004712,0.0013517552,0.0021911298,0.0025719393,0.0041063353,0.0
SRR8356215,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR6367328,0.0018577535,0.0009550348,0.0016196148,0.98287827,0.0024845137,0.0013493543,0.0021753407,0.002571225,0.0041089114,0.0
SRR6054622,0.00077962875,0.0012738407,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665889,0.00031793118,0.0014462471
SRR3037215,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR996932,0.00048342347,0.006999761,0.0108804405,0.010103434,0.00032743812,0.0006313622,0.00096938014,0.004107356,0.0006120801,0.96488535
SRR7453742,0.0003733635,0.0016413331,0.026987374,0.01007238,0.000818938,0.0010733306,0.0024254918,0.94777524,0.0027325451,0.0061000586
SRR1461485,0.0006586015,0.008405596,0.94314265,0.007472843,0.0010591447,0.0006541312,0.002084285,0.004498422,0.00046530366,0.03155911
ERR1310288,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
DRR048250,0.001820657,0.00095954305,0.001613699,0.9829917,0.0024367173,0.0013382572,0.0021429656,0.00258346,0.0041129645,0.0
ERR1309914,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR505154,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR388004,0.00187001,0.0009560971,0.0016148973,0.98283726,0.002500471,0.0013517551,0.0021911296,0.0025719982,0.004106335,0.0
ERR2011912,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR1461057,0.00077965856,0.0012739003,0.99171466,0.0014104247,0.0006327331,0.0004977584,0.00035998225,0.0015665293,0.00031793118,0.0014464855
SRR1949296,0.0003733635,0.0016413331,0.026987374,0.01007238,0.000818938,0.0010733306,0.0024254918,0.94777524,0.0027325451,0.0061000586
ERR561465,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR2658802,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
ERR1987753,0.0018612507,0.00095567526,0.0016174533,0.9828659,0.0024890483,0.0013498607,0.0021804783,0.0025720953,0.0041081547,0.0
ERR1328339,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
SRR995640,0.00048342347,0.006999761,0.0108804405,0.010103434,0.00032743812,0.0006313622,0.00096938014,0.004107356,0.0006120801,0.96488535
ERR2002215,0.00077962875,0.0012739301,0.9917147,0.0014104247,0.0006327331,0.000497818,0.00035998225,0.0015665591,0.00031793118,0.0014462471
ERR2738824,0.00077962875,0.0012739003,0.9917147,0.0014104247,0.0006326735,0.000497818,0.00035998225,0.0015665293,0.00031793118,0.0014463663
